;Species;NAME_0;Realm;Cryptogenic;Dispersal;Eradicated;Intentional_Release;Introduced;Established;Observation Year;Reference;Reference Year;AcceptedSpecies
2190;Coleophora versurella;Azores;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668;2010;Coleophora versurella
2191;Corcyra cephalonica;Azores;Palearctic;1.0;;0.0;0.0;;1.0;;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668;2010;Corcyra cephalonica
2192;Danaus plexippus;Azores;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668;2010;Danaus plexippus
2193;Epermenia aequidentellus;Azores;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668;2010;Epermenia aequidentellus
2194;Ephestia elutella;Azores;Palearctic;1.0;;0.0;0.0;;1.0;;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668;2010;Ephestia elutella
2195;Ephestia kuehniella;Azores;Palearctic;1.0;;0.0;0.0;;1.0;;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668;2010;Ephestia kuehniella
2196;Epiphyas postvittana;Azores;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668;2010;Epiphyas postvittana
2197;Grapholita molesta;Azores;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668;2010;Grapholita molesta
2198;Lantanophaga pusillidactylus;Azores;Palearctic;1.0;;0.0;0.0;;1.0;;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668;2010;Lantanophaga pusillidactylus
2199;Opogona omoscopa;Azores;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668;2010;Opogona omoscopa
2200;Opogona sacchari;Azores;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668;2010;Opogona sacchari
2201;Phthorimaea operculella;Azores;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668;2010;Phthorimaea operculella
2202;Phyllocnistis citrella;Azores;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668;2010;Phyllocnistis citrella
2203;Phyllonorycter messaniella;Azores;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668;2010;Phyllonorycter messaniella
2204;Platyedra subcinerea;Azores;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668;2010;Platyedra subcinerea
2205;Plodia interpunctella;Azores;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668;2010;Plodia interpunctella
2206;Praeacedes atomosella;Azores;Palearctic;1.0;;0.0;0.0;;1.0;;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668;2010;Praeacedes atomosella
2207;Prays citri;Azores;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668;2010;Prays citri
2208;Sitotroga cerealella;Azores;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668;2010;Sitotroga cerealella
2209;Spoladea recurvalis;Azores;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668;2010;Spoladea recurvalis
2210;Stigmella aurella;Azores;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668;2010;Stigmella aurella
2211;Grapholita molesta;Azores;Palearctic;0.0;;0.0;0.0;1.0;1.0;2011.0;Kirk, H., Dorn, S. and Mazzi, D. (2013). Worldwide population genetic structure of the oriental fruit moth (Grapholita molesta), a globally invasive pest. BMC Ecology. 13: 12;2013;Grapholita molesta
2212;Erinnyis ello;Brazil;Neotropical;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Erinnyis ello
2213;Helicoverpa zea;Brazil;Neotropical;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Helicoverpa zea
2214;Spodoptera frugiperda;Brazil;Neotropical;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Spodoptera frugiperda
2215;Spodoptera ornithogalli;Brazil;Neotropical;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Spodoptera ornithogalli
2216;Phthorimaea operculella;Brazil;Neotropical;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Phthorimaea operculella
2217;Helicoverpa armigera;Brazil;Neotropical;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Helicoverpa armigera
2218;Pectinophora gossypiella;Brazil;Neotropical;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Pectinophora gossypiella
2219;Tuta absoluta;Brazil;Neotropical;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Phthorimaea absoluta
2220;Chloridea virescens;Brazil;Neotropical;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Chloridea virescens
2221;Perileucoptera coffeella;Brazil;Neotropical;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Leucoptera coffeella
2222;Gymnandrosoma aurantianum;Brazil;Neotropical;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Gymnandrosoma aurantianum
2223;Telchin licus;Brazil;Neotropical;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Castnia licus
2224;Helicoverpa armigera;Brazil;Neotropical;0.0;;0.0;0.0;1.0;1.0;2012.0;Sosa-Gomez, D., Specht, A., Paula-Moraes, S., Lopes-Lima, A., Yano, S., Micheli, A., ... and Azevedo-Filho, W. (2016). Timeline and geographical distribution of Helicoverpa armigera (Hubner) (Lepidoptera, Noctuidae: Heliothinae) in Brazil. Revista Brasileira de Entomologia. 60: 101-104;2016;Helicoverpa armigera
2225;Helicoverpa armigera;Brazil;Neotropical;0.0;;0.0;0.0;1.0;1.0;2013.0;Goncalves, R., Mastrangelo, T., Rodrigues, J., Paulo, D., Omoto, C., Correa, A. and Azeredo-Espin, A. (2019). Invasion origin, rapid population expansion, and the lack of genetic structure of cotton bollworm (Helicoverpa armigera) in the Americas. Ecology and Evolution. 9: 7378-7401;2019;Helicoverpa armigera
2226;Earias insulana;Balearic Islands;Palearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Earias insulana
2227;Lymantria dispar;Balearic Islands;Palearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Lymantria dispar
2228;Phyllocnistis citrella;Balearic Islands;Palearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Phyllocnistis citrella
2229;Pieris brassicae;Balearic Islands;Palearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Pieris brassicae
2230;Thaumetopoea pityocampa;Balearic Islands;Palearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Thaumetopoea pityocampa
2231;Agrotis segetum;Balearic Islands;Palearctic;1.0;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Agrotis segetum
2232;Paysandisia archon;Balearic Islands;Palearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Paysandisia archon
2233;Spodoptera littoralis;Balearic Islands;Palearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Spodoptera littoralis
2234;Lobesia botrana;Balearic Islands;Palearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Lobesia botrana
2235;Phthorimaea operculella;Balearic Islands;Palearctic;;;0.0;;;0.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Phthorimaea operculella
2236;Tuta absoluta;Balearic Islands;Palearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Phthorimaea absoluta
2237;Acrolepiopsis assectella;Balearic Islands;Palearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Acrolepia assectella
2238;Cacoecimorpha pronubana;Balearic Islands;Palearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Cacoecimorpha pronubana
2239;Cacyreus marshalli;Balearic Islands;Palearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Cacyreus marshalli
2240;Cacoecimorpha pronubana;Balearic Islands;Palearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Cacoecimorpha pronubana
2241;Pieris brassicae;Balearic Islands;Palearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Pieris brassicae
2242;Phthorimaea absoluta;Balearic Islands;Palearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Phthorimaea absoluta
2243;Thaumetopoea pityocampa;Balearic Islands;Palearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Thaumetopoea pityocampa
2244;Phthorimaea operculella;Balearic Islands;Palearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Phthorimaea operculella
2245;Phyllocnistis citrella;Balearic Islands;Palearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Phyllocnistis citrella
2246;Lobesia botrana;Balearic Islands;Palearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Lobesia botrana
2247;Cacyreus marshalli;Balearic Islands;Palearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Cacyreus marshalli
2248;Cydalima perspectalis;Balearic Islands;Palearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Cydalima perspectalis
2249;Lymantria dispar;Balearic Islands;Palearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Lymantria dispar
2250;Chrysodeixis chalcites;Balearic Islands;Palearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Chrysodeixis chalcites
2251;Acrolepiopsis assectella;Balearic Islands;Palearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Acrolepia assectella
2252;Spodoptera littoralis;Balearic Islands;Palearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Spodoptera littoralis
2253;Paysandisia archon;Balearic Islands;Palearctic;;;0.0;;1.0;1.0;2003.0;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Paysandisia archon
2254;Diplopseustis perieresalis;Balearic Islands;Palearctic;;;0.0;;1.0;1.0;2006.0;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Diplopseustis perieresalis
2255;Prays citri;Balearic Islands;Palearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Prays citri
2256;Galleria mellonella;Balearic Islands;Palearctic;;;0.0;;1.0;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Galleria mellonella
2257;Antheraea pernyi;Balearic Islands;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668;2010;Antheraea pernyi
2258;Araeopteron ecphaea;Balearic Islands;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668;2010;Araeopteron ecphaea
2259;Cacyreus marshalli;Balearic Islands;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668;2010;Cacyreus marshalli
2260;Diplopseustis perieresalis;Balearic Islands;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668;2010;Diplopseustis perieresalis
2261;Paysandisia archon;Balearic Islands;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668;2010;Paysandisia archon
2262;Tuta absoluta;Balearic Islands;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668;2010;Phthorimaea absoluta
2263;Papilio demoleus;Indonesia;Oriental;1.0;;0.0;0.0;;1.0;1991.0;Matsumoto, K. (2002). Papilio demoleus (Papilionidae) in Borneo and Bali. Journal of the Lepidopterists Society. 56(2): 108-111;2002;Papilio demoleus
2264;Spodoptera frugiperda;Australia;Australian;0.0;;0.0;0.0;1.0;1.0;2020.0;Tay, W., Rane, R., Padovan, A., Walsh, T., Elfekih, S., Downes, S., ... and Gordon, K. (2022). Global population genomic signature of Spodoptera frugiperda (fall armyworm) supports complex introduction events across the Old World. Communications Biology. 5: 297;2022;Spodoptera frugiperda
2265;Hyphantria cunea;China;Sino-Japanese;0.0;1.0;0.0;0.0;1.0;1.0;2006.0;Cao, L., Wei, S., Hoffmann, A., Wen, J. and Chen, M. (2016). Rapid genetic structuring of populations of the invasive fall webworm in relation to spatial expansion and control campaigns. Diversity and Distributions. 22: 1276-1287;2016;Hyphantria cunea
2266;Hyphantria cunea;Montenegro;Palearctic;0.0;1.0;0.0;0.0;1.0;1.0;1962.0;Warren, L. and Tadic, M. (1970). Fall web worm, Hyphantria cunea (Drury). Arkansas Agricultural Experimental Station Bulletin. 759: 1-106;1970;Hyphantria cunea
2267;Cameraria ohridella;Russia Asia;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Kirichenko, N., Karpun, N., Zhuravleva, E., Shoshina, E., Anikin, V. and Musolin, D. (2023). Invasion Genetics of the Horse-Chestnut Leaf Miner, Cameraria ohridella (Lepidoptera: Gracillariidae), in European Russia: A Case of Successful Involvement of Citizen Science in Studying an Alien Insect Pest. Insects. 14: 117;2023;Cameraria ohridella
2268;Hyphantria cunea;China;Sino-Japanese;0.0;;0.0;0.0;1.0;1.0;;Invasive Species Specialist Group ISSG (2015). The Global Invasive Species Database. Version 2015.1;2015;Hyphantria cunea
2269;Spodoptera frugiperda;China;Sino-Japanese;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Spodoptera frugiperda
2270;Grapholita molesta;China;Sino-Japanese;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Grapholita molesta
2271;Opogona sacchari;China;Sino-Japanese;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Opogona sacchari
2272;Hyphantria cunea;China;Sino-Japanese;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Hyphantria cunea
2273;Carposina sasakii;China;Sino-Japanese;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Carposina sasakii
2274;Hyphantria cunea;China;Sino-Japanese;0.0;1.0;0.0;0.0;1.0;1.0;2004.0;Cao, L., Wei, S., Hoffmann, A., Wen, J. and Chen, M. (2016). Rapid genetic structuring of populations of the invasive fall webworm in relation to spatial expansion and control campaigns. Diversity and Distributions. 22: 1276-1287;2016;Hyphantria cunea
2275;Cydia pomonella;China;Sino-Japanese;0.0;;0.0;0.0;1.0;1.0;;Chen, X., Ning, D., Xiao, Q., Jiang, Q., Lu, Y. and Xu, Y. (2022). Factors affecting the geographical distribution of invasive species in China. Journal of Integrative Agriculture. 21(4): 1116-1125;2022;Cydia pomonella
2276;Hyphantria cunea;China;Sino-Japanese;0.0;;0.0;0.0;1.0;1.0;;Chen, X., Ning, D., Xiao, Q., Jiang, Q., Lu, Y. and Xu, Y. (2022). Factors affecting the geographical distribution of invasive species in China. Journal of Integrative Agriculture. 21(4): 1116-1125;2022;Hyphantria cunea
2277;Plutella xylostella;China;Sino-Japanese;0.0;;0.0;0.0;1.0;1.0;;Wei, S., Shi, B., Gong, Y., Jin, G., Chen, X. and Meng, X. (2013). Genetic Structure and Demographic History Reveal Migration of the Diamondback Moth Plutella xylostella (Lepidoptera: Plutellidae) from the Southern to Northern Regions of China. PLOS ONE. 8(4): e59654;2013;Plutella xylostella
2278;Cameraria ohridella;Russia Europe;Palearctic;0.0;;0.0;0.0;1.0;1.0;2008.0;Krivosheina, M. and Ozerova, N. (2020). Horse-chestnut leafminer Cameraria ohridella: invasion history and prognosis. IOP Conference Services: Earth Environmental Sciences. 579: 012071;2020;Cameraria ohridella
2279;Cameraria ohridella;Russia Europe;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Kirichenko, N., Karpun, N., Zhuravleva, E., Shoshina, E., Anikin, V. and Musolin, D. (2023). Invasion Genetics of the Horse-Chestnut Leaf Miner, Cameraria ohridella (Lepidoptera: Gracillariidae), in European Russia: A Case of Successful Involvement of Citizen Science in Studying an Alien Insect Pest. Insects. 14: 117;2023;Cameraria ohridella
2280;Earias insulana;India;Oriental;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Earias insulana
2281;Earias vittella;India;Oriental;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Earias vittella
2282;Lymantria mathura;India;Oriental;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Lymantria mathura
2283;Parapoynx stagnalis;India;Oriental;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Parapoynx stagnalis
2284;Phyllocnistis citrella;India;Oriental;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Phyllocnistis citrella
2285;Pieris brassicae;India;Oriental;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Pieris brassicae
2286;Prays endocarpa;India;Oriental;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Prays endocarpa
2287;Scirpophaga incertulas;India;Oriental;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Scirpophaga incertulas
2288;Spodoptera exempta;India;Oriental;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Spodoptera exempta
2289;Spodoptera frugiperda;India;Oriental;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Spodoptera frugiperda
2290;Spodoptera litura;India;Oriental;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Spodoptera litura
2291;Spodoptera mauritia;India;Oriental;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Spodoptera mauritia
2292;Chilo partellus;India;Oriental;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Chilo partellus
2293;Chilo suppressalis;India;Oriental;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Chilo suppressalis
2294;Chilo infuscatellus;India;Oriental;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Chilo infuscatellus
2295;Sesamia inferens;India;Oriental;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Sesamia inferens
2296;Leucinodes orbonalis;India;Oriental;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Leucinodes orbonalis
2297;Maruca vitrata;India;Oriental;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Maruca vitrata
2298;Phthorimaea operculella;India;Oriental;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Phthorimaea operculella
2299;Helicoverpa armigera;India;Oriental;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Helicoverpa armigera
2300;Pectinophora gossypiella;India;Oriental;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Pectinophora gossypiella
2301;Diaphania indica;India;Oriental;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Diaphania indica
