;Species;NAME_0;Realm;Cryptogenic;Dispersal;Eradicated;Intentional_Release;Introduced;Established;Observation Year;Reference;Reference Year;AcceptedSpecies
2302;Spodoptera frugiperda;China;Sino-Japanese;0.0;;0.0;0.0;1.0;1.0;2019.0;He, L., Zhao, S., Ali, A., Ge, S. and Wu, K. (2021). Ambient Humidity Affects Development, Survival, and Reproduction of the Invasive Fall Armyworm, Spodoptera frugiperda (Lepidoptera: Noctuidae), in China. Journal of Economic Entomology. 114(3): 1145-1158;2021;Spodoptera frugiperda
2303;Acraea terpsicore;Brunei;Oriental;1.0;;0.0;0.0;0.0;1.0;2016.0;Chowdhury, S., Braby, M.F., Fuller, R.A. and Zalucki, M.P. (2020). Coasting along to a wider range: niche conservatism in the recent range expansion of the Tawny Coster, Acraea terpsicore (Lepidoptera: Nymphalidae). Diversity and Distributions. 27: 402-415.;2020;Acraea terpsicore
2304;Papilio demoleus;Brunei;Oriental;1.0;;0.0;0.0;;1.0;1996.0;Matsumoto, K. (2002). Papilio demoleus (Papilionidae) in Borneo and Bali. Journal of the Lepidopterists Society. 56(2): 108-111;2002;Papilio demoleus
2305;Cydia pomonella;United States;Nearctic;0.0;;0.0;0.0;1.0;1.0;1819.0;Gilligan, T., Brown, J. and Baixeras, J. (2020). Immigrant Tortricidae: Holarctic versus Introduced Species in North America. Insects. 11(594);2020;Cydia pomonella
2306;Chrysoclista linneella;United States;Nearctic;0.0;;0.0;0.0;1.0;1.0;;Majka, C. (2005). The linden bark borer (Lepidoptera: Agonoxenidae) infesting European linden in Nova Scotia. Canadian Entomologist. 137: 620-621;2005;Chrysoclista linneela
2307;Helicoverpa armigera;Brazil;Neotropical;0.0;;0.0;0.0;1.0;1.0;2013.0;Sosa-Gomez, D., Specht, A., Paula-Moraes, S., Lopes-Lima, A., Yano, S., Micheli, A., ... and Azevedo-Filho, W. (2016). Timeline and geographical distribution of Helicoverpa armigera (Hubner) (Lepidoptera, Noctuidae: Heliothinae) in Brazil. Revista Brasileira de Entomologia. 60: 101-104;2016;Helicoverpa armigera
2308;Leuciris fimbriaria;Australia;Australian;0.0;0.0;0.0;1.0;1.0;1.0;2001.0;Heard, T., Elliott, L., Anderson, B., White, L., Burrows, N., Mira, A., ... and Segura, R. (2010). Biology, host specificity, release and establishment of Macaria pallidata and Leuciris fimbriaria (Lepidoptera: Geometridae), biological control agents of the weed Mimosa pigra. Biological Control. 55: 248-255;2010;Leuciris fimbriaria
2309;Macaria pallidata;Australia;Australian;0.0;0.0;0.0;1.0;1.0;1.0;1998.0;Heard, T., Elliott, L., Anderson, B., White, L., Burrows, N., Mira, A., ... and Segura, R. (2010). Biology, host specificity, release and establishment of Macaria pallidata and Leuciris fimbriaria (Lepidoptera: Geometridae), biological control agents of the weed Mimosa pigra. Biological Control. 55: 248-255;2010;Digrammia pallidata
2310;Helicoverpa zea;Canada;Nearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Helicoverpa zea
2311;Keiferia lycopersicella;Canada;Nearctic;;;0.0;;;0.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Keiferia lycopersicella
2312;Lymantria dispar;Canada;Nearctic;;;0.0;;;0.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Lymantria dispar
2313;Malacosoma disstria;Canada;Nearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Malacosoma disstria
2314;Platynota idaeusalis;Canada;Nearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Platynota idaeusalis
2315;Spodoptera praefica;Canada;Nearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Spodoptera praefica
2316;Choristoneura occidentalis;Canada;Nearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Choristoneura occidentalis
2317;Choristoneura orae;Canada;Nearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Choristoneura orae
2318;Choristoneura fumiferana;Canada;Nearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Choristoneura fumiferana
2319;Choristoneura rosaceana;Canada;Nearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Choristoneura rosaceana
2320;Choristoneura conflictana;Canada;Nearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Choristoneura conflictana
2321;Cydia pomonella;Canada;Nearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Cydia pomonella
2322;Grapholita molesta;Canada;Nearctic;;;0.0;;;0.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Grapholita molesta
2323;Operophtera brumata;Canada;Nearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Operophtera brumata
2324;Phthorimaea operculella;Canada;Nearctic;;;0.0;;;0.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Phthorimaea operculella
2325;Rhyacionia buoliana;Canada;Nearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Rhyacionia buoliana
2326;Hyphantria cunea;Canada;Nearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Hyphantria cunea
2327;Lambdina fiscellaria;Canada;Nearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Lambdina fiscellaria
2328;Grapholita packardi;Canada;Nearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Grapholita packardi
2329;Grapholita prunivora;Canada;Nearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Grapholita prunivora
2330;Orgyia pseudotsugata;Canada;Nearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Orgyia pseudotsugata
2331;Acleris minuta;Canada;Nearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Acleris minuta
2332;Acleris nivisellana;Canada;Nearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Acleris nivisellana
2333;Acleris robinsoniana;Canada;Nearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Acleris robinsoniana
2334;Leucoptera sinuella;Chile;Neotropical;0.0;0.0;0.0;0.0;1.0;1.0;2019.0;Sandoval, A., Ide, S., Rothmann, S., Zuniga, E., Bosch, P. and Peragallo, M. (2019) Deteccion de Leucoptera sinuella (Reutti) (Lepidoptera: Lyonetiidae) en Chile, con la identificacion de algunos parasitoides asociados. Revista Chilena de Entomologia. 45: 65-77;2019;Leucoptera sinuella
2335;Acleris senescens;Canada;Nearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Acleris senescens
2336;Cacoecimorpha pronubana;Canada;Nearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Cacoecimorpha pronubana
2337;Choristoneura occidentalis;Canada;Nearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Choristoneura occidentalis
2338;Anarsia lineatella;Canada;Nearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Anarsia lineatella
2339;Agonopterix nervosa;Canada;Nearctic;0.0;0.0;0.0;0.0;1.0;1.0;1915.0;Andreas, J., Price, J. and Grevstad, F. (2022). Common Gorse Biocontrol Agents: History and Ecology in North America. In: R. Winston, Ed. Biological Control of Weeds in North America. North American Invasive Species Management Association, Milwaukee, WI. NAISMA-BCW-2022-12-GORSE-A;2022;Agonopterix nervosa
2340;Argyrotaenia franciscana;Canada;Nearctic;0.0;;0.0;0.0;0.0;1.0;;Gilligan, T., Brown, J. and Baixeras, J. (2020). Immigrant Tortricidae: Holarctic versus Introduced Species in North America. Insects. 11(594);2020;Argyrotaenia franciscana
2341;Clepsis consimilana;Canada;Nearctic;0.0;;0.0;0.0;1.0;1.0;;Gilligan, T., Brown, J. and Baixeras, J. (2020). Immigrant Tortricidae: Holarctic versus Introduced Species in North America. Insects. 11(594);2020;Clepsis consimilana
2342;Cydia coniferana;Canada;Nearctic;0.0;;0.0;0.0;1.0;1.0;2005.0;Gilligan, T., Brown, J. and Baixeras, J. (2020). Immigrant Tortricidae: Holarctic versus Introduced Species in North America. Insects. 11(594);2020;Cydia coniferana
2343;Cydia nigricana;Canada;Nearctic;0.0;;0.0;0.0;1.0;1.0;1933.0;Gilligan, T., Brown, J. and Baixeras, J. (2020). Immigrant Tortricidae: Holarctic versus Introduced Species in North America. Insects. 11(594);2020;Cydia nigricana
2344;Eana argentana;Canada;Nearctic;1.0;;0.0;0.0;;1.0;;Gilligan, T., Brown, J. and Baixeras, J. (2020). Immigrant Tortricidae: Holarctic versus Introduced Species in North America. Insects. 11(594);2020;Eana argentana
2345;Epinotia nanana;Canada;Nearctic;0.0;;0.0;0.0;1.0;;1965.0;Gilligan, T., Brown, J. and Baixeras, J. (2020). Immigrant Tortricidae: Holarctic versus Introduced Species in North America. Insects. 11(594);2020;Epinotia nanana
2346;Epinotia salicicolana;Canada;Nearctic;1.0;;0.0;0.0;;1.0;2007.0;Gilligan, T., Brown, J. and Baixeras, J. (2020). Immigrant Tortricidae: Holarctic versus Introduced Species in North America. Insects. 11(594);2020;Epinotia salicicolana
2347;Gypsonoma aceriana;Canada;Nearctic;0.0;;0.0;0.0;1.0;1.0;1980.0;Gilligan, T., Brown, J. and Baixeras, J. (2020). Immigrant Tortricidae: Holarctic versus Introduced Species in North America. Insects. 11(594);2020;Gypsonoma aceriana
2348;Hedya nubiferana;Canada;Nearctic;0.0;;0.0;0.0;1.0;1.0;1914.0;Gilligan, T., Brown, J. and Baixeras, J. (2020). Immigrant Tortricidae: Holarctic versus Introduced Species in North America. Insects. 11(594);2020;Hedya nubiferana
2349;Notocelia cynosbatella;Canada;Nearctic;0.0;;0.0;0.0;1.0;1.0;1978.0;Gilligan, T., Brown, J. and Baixeras, J. (2020). Immigrant Tortricidae: Holarctic versus Introduced Species in North America. Insects. 11(594);2020;Notocelia cynosbatella
2350;Orthotaenia undulana;Canada;Nearctic;1.0;;0.0;0.0;;1.0;;Gilligan, T., Brown, J. and Baixeras, J. (2020). Immigrant Tortricidae: Holarctic versus Introduced Species in North America. Insects. 11(594);2020;Orthotaenia undulana
2351;Pelochrista medullana;Canada;Nearctic;0.0;;0.0;1.0;1.0;0.0;;Gilligan, T., Brown, J. and Baixeras, J. (2020). Immigrant Tortricidae: Holarctic versus Introduced Species in North America. Insects. 11(594);2020;Pelochrista medullana
2352;Enarmonia formosana;Canada;Nearctic;0.0;;0.0;0.0;1.0;1.0;1989.0;"Tanigoshi, L. and Stary, P. (2003). Hymenopterous parasitoids of the cherry bark tortrix, Enarmonia formosana (Scopoli) in central-east Europe (Hymenoptera, Ichneumonoidea; Lepidoptera, Tortricidae). Anzeiger fur Schadlingskunde: 76(4): 100-102";2003;Enarmonia formosana
2353;Noctua comes;Canada;Nearctic;;;0.0;0.0;;1.0;1982.0;Lafontaine, J. and Schmidt, B. (2010). Annotated check list of the Noctuoidea (Insecta, Lepidoptera) of North America north of Mexico. ZooKeys. 40: 1-239;2010;Noctua comes
2354;Operophtera brumata;Canada;Nearctic;0.0;;0.0;0.0;1.0;1.0;1970.0;Griffin, B., Chandler, J., Andersen, J., Havill, N. and Elkinton, J. (2020). The Reliability of Genitalia Morphology to Monitor the Spread of the Invasive Winter Moth (Lepidoptera: Geometridae) in Eastern North America. Environmental Entomology. 49(6): 1492-1498;2020;Operophtera brumata
2355;Phyllonorycter blancardella;Canada;Nearctic;0.0;;0.0;0.0;1.0;1.0;;Maier, C. (2001).  Exotic lepidopteran leafminers in North American apple orchards: rise to prominence, management, and future threats. Biological Invasions. 3: 283-293;2001;Phyllonorycter blancardella
2356;Synanthedon myopaeformis;Canada;Nearctic;0.0;;0.0;0.0;1.0;1.0;2006.0;Aurelian, V., Evenden, M. and Judd, G. (2012). Small-plot studies comparing pheromone and juice baits for mass-trapping invasive Synanthedon myopaeformis in Canada. Entomologia Experimentalis et Applicata. 145: 102-114;2012;Synanthedon myopaeformis
2357;Cacoecimorpha pronubana;Canada;Nearctic;0.0;;0.0;0.0;1.0;1.0;2021.0;National Plant Protection Organizations within the NAPPO region (2022). Report of carnation tortrix (Cacoecimorpha pronubana) in British Columbia, Canada (2022) / Rapport sur la presence de la tordeuse mediterraenne de loeillet (Cacoecimorpha pronubana) en Colombie-Britannique, Canada (2022). Available Online at: https://www.pestalerts.org/nappo/official-pest-reports/1032/;2022;Cacoecimorpha pronubana
2358;Coleophora deauratella;Canada;Nearctic;0.0;;0.0;0.0;1.0;1.0;;Mori, B., Davis, C. and Evenden, M. (2016). Genetic diversity and population structure identify the potential source of the invasive red clover casebearer moth, Coleophora deauratella, in North America. Biological Invasions. 18: 3595-3609;2016;Coleophora deauratella
2359;Enarmonia formosana;Canada;Nearctic;0.0;;0.0;0.0;1.0;1.0;1989.0;Tanigoshi, L. and Stary, P. (2003). Distribution, habitats and host plants of the cherry bark tortrix, Enarmonia formosana (Scopoli) in the Czech Republic (Lepidoptera, Tortricidae). Journal of Pest Science. 76: 41-43;2003;Enarmonia formosana
2360;Ennomos alniaria;Canada;Nearctic;0.0;;0.0;0.0;1.0;1.0;1982.0;Covell Jr., C., Ferguson, D. and Straley, G. (1986). Ennomos alniaria (Lepidoptera: Geometridae), a European Moth Recently Discovered in British Columbia. The Canadian Entomologist. 118(5): 499-501;1986;Ennomos alniaria
2361;Lymantria dispar;Canada;Nearctic;0.0;1.0;1.0;0.0;1.0;0.0;1912.0;Government of Canada (2015). Forest Invasive Alien Species - Established species;2015;Lymantria dispar
2362;Operophtera brumata;Canada;Nearctic;0.0;;0.0;0.0;1.0;1.0;;Government of Canada (2015). Forest Invasive Alien Species - Established species;2015;Operophtera brumata
2363;Operophtera brumata;Canada;Nearctic;0.0;;0.0;0.0;1.0;1.0;1977.0;Government of Canada (2015). Forest Invasive Alien Species - Established species;2015;Operophtera brumata
2364;Orgyia antiqua;Canada;Nearctic;0.0;;0.0;0.0;1.0;1.0;;Government of Canada (2015). Forest Invasive Alien Species - Established species;2015;Orgyia antiqua
2365;Rhyacionia buoliana;Canada;Nearctic;0.0;;1.0;0.0;1.0;0.0;1927.0;Government of Canada (2015). Forest Invasive Alien Species - Established species;2015;Rhyacionia buoliana
2366;Cameraria ohridella;Russia Europe;Palearctic;0.0;;0.0;0.0;1.0;1.0;2009.0;Krivosheina, M. and Ozerova, N. (2020). Horse-chestnut leafminer Cameraria ohridella: invasion history and prognosis. IOP Conference Services: Earth Environmental Sciences. 579: 012071;2020;Cameraria ohridella
2367;Cameraria ohridella;Russia Europe;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Kirichenko, N., Karpun, N., Zhuravleva, E., Shoshina, E., Anikin, V. and Musolin, D. (2023). Invasion Genetics of the Horse-Chestnut Leaf Miner, Cameraria ohridella (Lepidoptera: Gracillariidae), in European Russia: A Case of Successful Involvement of Citizen Science in Studying an Alien Insect Pest. Insects. 14: 117;2023;Cameraria ohridella
2368;Caloptilia alnivorella;Russia Asia;Palearctic;1.0;;0.0;0.0;;1.0;2017.0;Kirichenko, N., Triberti, P., Akulov, E., Ponomarenko, M. and Lopez-Vaamonde, C. (2019). Novel Data on the Taxonomic Diversity, Distribution, and Host Plants of Leafmining Moths of the Family Gracillariidae (Lepidoptera) in Siberia, Based on DNA Barcoding. Entomological Review. 99(6): 796-819;2019;Caloptilia alnivorella
2369;Duponchelia fovealis;United States;Nearctic;;;0.0;;;0.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Duponchelia fovealis
2370;Erinnyis ello;United States;Nearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Erinnyis ello
2371;Helicoverpa zea;United States;Nearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Helicoverpa zea
2372;Keiferia lycopersicella;United States;Nearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Keiferia lycopersicella
2373;Lymantria dispar;United States;Nearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Lymantria dispar
2374;Malacosoma disstria;United States;Nearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Malacosoma disstria
2375;Platynota stultana;United States;Nearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Platynota stultana
2376;Spodoptera exempta;United States;Nearctic;;;0.0;;;0.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Spodoptera exempta
2377;Spodoptera frugiperda;United States;Nearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024;Spodoptera frugiperda
