GNOLEP:speciesID,dwc:continent,GNOLEP:realmID,GNOLEP:referenceID
SP315,Australia,RLM2,REF197
SP315,North America,RLM9,REF197
SP315,South America,RLM1,REF197
SP315,Oceania,RLM5,REF197
SP315,North America,RLM7,REF197
SP315,South America,RLM1,REF1
SP315,Asia,RLM6,REF1
SP315,Africa,RLM3,REF1
SP315,Australia,RLM2,REF1
SP316,North America,RLM9,REF198
SP316,Asia,RLM11,REF198
SP316,Europe,RLM11,REF198
SP316,Africa,RLM8,REF198
SP316,Asia,RLM10,REF198
SP316,Asia,RLM11,REF1
SP318,Europe,RLM11,REF199
SP318,Africa,RLM8,REF199
SP318,Europe,RLM11,REF1
SP319,Asia,RLM11,REF198
SP319,Europe,RLM11,REF198
SP319,Asia,RLM8,REF198
SP319,Asia,RLM10,REF198
SP319,Europe,RLM11,REF1
SP322,Asia,RLM11,REF200
SP322,Europe,RLM11,REF201
SP322,Europe,RLM11,REF200
SP322,Europe,RLM11,REF202
SP322,Africa,RLM8,REF200
SP322,Asia,RLM10,REF202
SP322,Europe,RLM11,REF1
SP322,Asia,RLM11,REF1
SP323,Europe,RLM11,REF203
SP323,Europe,RLM11,REF1
SP324,Europe,RLM11,REF204
SP324,Europe,RLM11,REF17
SP324,Asia,RLM11,REF17
SP325,Europe,RLM11,REF205
SP325,Europe,RLM11,REF1
SP327,Asia,RLM11,REF206
SP327,Europe,RLM11,REF207
SP327,Europe,RLM11,REF208
SP327,Europe,RLM11,REF1
SP328,Europe,RLM11,REF12
SP1196,Africa,RLM4,REF28
SP330,Europe,RLM11,REF1
SP331,Europe,RLM11,REF209
SP333,Asia,RLM6,REF210
SP333,Asia,RLM11,REF211
SP333,Asia,RLM11,REF210
SP333,Europe,RLM11,REF211
SP333,Europe,RLM11,REF210
SP333,Asia,RLM8,REF210
SP333,North America,RLM9,REF1
SP333,Asia,RLM11,REF1
SP1196,South America,RLM1,REF28
SP334,Europe,RLM11,REF1
SP1197,Asia,RLM11,REF28
SP335,Europe,RLM11,REF1
SP336,Asia,RLM11,REF203
SP336,Europe,RLM11,REF203
SP336,Africa,RLM8,REF203
SP336,Europe,RLM11,REF1
SP337,Asia,RLM6,REF212
SP337,Asia,RLM6,REF213
SP337,Asia,RLM11,REF212
SP337,Europe,RLM11,REF213
SP337,Africa,RLM8,REF212
SP337,Africa,RLM8,REF214
SP337,Asia,RLM8,REF212
SP337,Asia,RLM8,REF213
SP337,Asia,RLM10,REF214
SP337,Asia,RLM11,REF1
SP337,Africa,RLM3,REF1
SP338,Europe,RLM11,REF215
SP338,Europe,RLM11,REF1
SP339,Europe,RLM11,REF17
SP339,Asia,RLM11,REF17
SP340,Europe,RLM11,REF12
SP341,Asia,RLM11,REF216
SP341,Europe,RLM11,REF21
SP341,Europe,RLM11,REF211
SP341,Europe,RLM11,REF216
SP341,Europe,RLM11,REF1
SP342,North America,RLM9,REF217
SP343,Europe,RLM11,REF17
SP343,Asia,RLM11,REF17
SP344,Asia,RLM11,REF218
SP344,Europe,RLM11,REF218
SP344,Europe,RLM11,REF1
SP345,North America,RLM9,REF219
SP345,North America,RLM9,REF220
SP345,North America,RLM9,REF1
SP348,Africa,RLM3,REF221
SP348,Australia,RLM2,REF1
SP349,North America,RLM9,REF222
SP349,North America,RLM9,REF223
SP349,North America,RLM7,REF222
SP349,North America,RLM7,REF223
SP1197,Europe,RLM11,REF28
SP1197,Asia,RLM8,REF28
SP350,Asia,RLM6,REF1
SP350,Australia,RLM2,REF1
SP351,Europe,RLM11,REF1
SP1242,Australia,RLM2,REF28
SP240,Africa,RLM3,REF224
SP352,Asia,RLM6,REF1
SP352,Australia,RLM2,REF1
SP353,Asia,RLM5,REF153
SP353,Oceania,RLM5,REF153
SP353,Asia,RLM6,REF153
SP353,Asia,RLM11,REF153
SP353,Asia,RLM6,REF225
SP353,Oceania,RLM5,REF225
SP355,Australia,RLM2,REF153
SP240,Australia,RLM2,REF224
SP355,Asia,RLM6,REF153
SP355,Asia,RLM10,REF153
SP355,Asia,RLM6,REF1
SP356,Asia,RLM6,REF226
SP356,Asia,RLM10,REF226
SP356,Asia,RLM6,REF1
SP357,North America,RLM9,REF227
SP357,North America,RLM9,REF228
SP357,North America,RLM7,REF227
SP357,North America,RLM7,REF228
SP358,North America,RLM9,REF229
SP359,North America,RLM9,REF230
SP360,Europe,RLM11,REF1
SP361,Australia,RLM2,REF231
SP361,Australia,RLM2,REF1
SP362,Australia,RLM2,REF232
SP362,Australia,RLM2,REF1
SP364,Asia,RLM11,REF233
SP364,Asia,RLM10,REF233
SP365,South America,RLM1,REF234
SP365,South America,RLM1,REF1
SP366,North America,RLM9,REF235
SP366,North America,RLM9,REF1
SP366,South America,RLM1,REF1
SP368,Africa,RLM3,REF236
SP368,Africa,RLM3,REF237
SP368,Australia,RLM2,REF236
SP368,Oceania,RLM5,REF236
SP368,Asia,RLM6,REF236
SP368,Asia,RLM6,REF237
SP368,Asia,RLM6,REF1
SP368,Africa,RLM3,REF1
SP369,Asia,RLM11,REF238
SP369,Asia,RLM10,REF238
SP369,Asia,RLM11,REF1
SP240,Africa,RLM4,REF224
SP240,Oceania,RLM5,REF224
SP240,Asia,RLM6,REF224
SP240,Asia,RLM8,REF224
SP370,South America,RLM1,REF1
SP371,North America,RLM9,REF239
SP371,North America,RLM9,REF240
SP371,South America,RLM7,REF239
SP371,North America,RLM9,REF1
SP371,South America,RLM1,REF1
SP240,Asia,RLM10,REF224
SP372,South America,RLM1,REF1
SP373,South America,RLM1,REF123
SP255,Africa,RLM3,REF224
SP255,Asia,RLM6,REF224
SP255,Asia,RLM11,REF224
SP376,Africa,RLM8,REF241
SP255,Europe,RLM11,REF224
SP376,Europe,RLM11,REF1
SP377,Asia,RLM6,REF1
SP378,Asia,RLM6,REF1
SP378,Africa,RLM3,REF1
SP378,Australia,RLM2,REF1
SP378,Oceania,RLM5,REF1
SP379,Australia,RLM2,REF242
SP379,Australia,RLM2,REF1
SP255,Africa,RLM8,REF224
SP255,Asia,RLM8,REF224
SP279,Africa,RLM3,REF224
SP279,Asia,RLM11,REF224
SP279,Europe,RLM11,REF224
SP380,Europe,RLM11,REF1
SP381,North America,RLM9,REF243
SP381,South America,RLM1,REF243
SP381,North America,RLM7,REF243
SP381,South America,RLM1,REF1
SP382,Oceania,RLM9,REF244
SP382,Oceania,RLM5,REF1
SP384,Australia,RLM2,REF245
SP384,Oceania,RLM5,REF245
SP384,Asia,RLM6,REF245
SP384,Asia,RLM6,REF1
SP384,Australia,RLM2,REF1
SP279,Africa,RLM8,REF224
SP279,Asia,RLM8,REF224
SP301,Australia,RLM2,REF224
SP301,Oceania,RLM2,REF224
SP385,Asia,RLM11,REF1
SP385,Asia,RLM6,REF1
SP386,Africa,RLM3,REF179
SP386,Oceania,RLM5,REF179
SP386,Asia,RLM6,REF179
SP386,Asia,RLM11,REF179
SP386,Europe,RLM11,REF179
SP386,Africa,RLM8,REF179
SP386,Asia,RLM10,REF179
SP386,Asia,RLM6,REF1
SP386,Africa,RLM3,REF1
SP388,Asia,RLM11,REF246
SP388,Europe,RLM11,REF246
SP388,Europe,RLM11,REF1
SP388,Asia,RLM11,REF1
SP389,Australia,RLM2,REF21
SP389,Australia,RLM2,REF1
SP390,Asia,RLM6,REF247
SP390,Asia,RLM10,REF247
SP390,Asia,RLM6,REF1
SP391,Asia,RLM6,REF248
SP391,Asia,RLM11,REF248
SP391,Asia,RLM10,REF248
SP395,North America,RLM9,REF249
SP395,South America,RLM1,REF249
SP395,North America,RLM7,REF249
SP395,South America,RLM1,REF1
SP396,Australia,RLM2,REF250
SP396,Asia,RLM6,REF250
SP396,Asia,RLM6,REF1
SP396,Australia,RLM2,REF1
SP301,Oceania,RLM5,REF224
SP301,Asia,RLM6,REF224
SP397,Asia,RLM11,REF1
SP397,Asia,RLM6,REF1
SP398,Asia,RLM11,REF251
SP398,Asia,RLM11,REF198
SP398,Europe,RLM11,REF198
SP398,Europe,RLM11,REF251
SP398,Asia,RLM10,REF251
SP398,Europe,RLM11,REF1
SP477,Africa,RLM3,REF224
SP477,Asia,RLM6,REF224
SP401,Europe,RLM11,REF1
SP402,Europe,RLM11,REF252
SP402,Africa,RLM8,REF252
SP404,Europe,RLM11,REF253
SP404,Europe,RLM11,REF1
SP406,Asia,RLM11,REF12
SP406,Europe,RLM11,REF12
SP408,Europe,RLM11,REF254
SP408,Europe,RLM11,REF1
SP409,Europe,RLM11,REF12
SP410,Europe,RLM11,REF255
SP410,Europe,RLM11,REF1
SP411,North America,RLM9,REF256
SP477,Asia,RLM8,REF224
SP414,Europe,RLM11,REF257
SP416,Asia,RLM11,REF258
SP416,Asia,RLM10,REF258
SP416,Europe,RLM11,REF1
SP419,Europe,RLM11,REF17
SP419,Asia,RLM11,REF17
SP420,Europe,RLM11,REF17
SP420,Asia,RLM11,REF17
SP421,Africa,RLM3,REF259
SP421,Australia,RLM2,REF259
SP421,Africa,RLM4,REF259
SP421,Oceania,RLM5,REF259
SP421,Asia,RLM6,REF259
SP421,Asia,RLM11,REF259
SP421,Europe,RLM11,REF259
SP421,Africa,RLM8,REF259
SP421,Asia,RLM8,REF259
SP421,Asia,RLM10,REF259
SP421,Asia,RLM6,REF1
SP421,Africa,RLM3,REF1
SP421,Australia,RLM2,REF1
SP423,Australia,RLM2,REF260
SP423,Oceania,RLM2,REF260
SP423,North America,RLM9,REF260
SP423,Oceania,RLM9,REF260
SP423,South America,RLM1,REF260
SP423,Asia,RLM6,REF260
SP423,Asia,RLM11,REF260
SP423,Europe,RLM11,REF260
SP423,North America,RLM7,REF260
SP423,South America,RLM7,REF260
SP423,Asia,RLM10,REF260
SP423,North America,RLM9,REF1
SP477,Asia,RLM10,REF224
SP554,Africa,RLM3,REF224
SP554,Australia,RLM2,REF224
SP554,Africa,RLM4,REF224
SP554,Oceania,RLM5,REF224
SP554,Asia,RLM6,REF224
SP557,Africa,RLM3,REF224
SP424,Asia,RLM6,REF1
SP424,Africa,RLM3,REF1
SP427,Australia,RLM2,REF21
SP427,Australia,RLM2,REF1
SP428,Australia,RLM2,REF21
SP428,Australia,RLM2,REF1
SP429,Africa,RLM3,
SP430,Asia,RLM11,REF262
SP430,Europe,RLM11,REF262
SP431,North America,RLM7,REF17
SP431,South America,RLM7,REF17
SP431,North America,RLM9,REF17
SP431,South America,RLM1,REF17
SP432,Asia,RLM6,REF263
SP432,Asia,RLM6,REF1
SP433,Asia,RLM6,REF264
SP433,Asia,RLM11,REF264
SP433,Europe,RLM11,REF264
SP433,Asia,RLM8,REF264
SP433,Asia,RLM10,REF264
SP557,Africa,RLM4,REF224
SP561,Africa,RLM3,REF224
SP561,Africa,RLM4,REF224
SP610,Africa,RLM4,REF224
SP434,Europe,RLM11,REF1
SP434,Asia,RLM11,REF1
SP1309,Africa,RLM3,REF224
SP435,Asia,RLM11,REF265
SP435,Asia,RLM11,REF266
SP435,Europe,RLM11,REF265
SP435,Asia,RLM10,REF266
SP435,Asia,RLM10,REF265
SP436,Asia,RLM11,REF266
SP436,Asia,RLM10,REF266
SP437,Asia,RLM11,REF267
SP437,Europe,RLM11,REF267
SP439,Asia,RLM11,REF217
SP439,Europe,RLM11,REF217
SP439,Asia,RLM10,REF217
SP439,Europe,RLM11,REF1
SP1317,Asia,RLM11,REF268
SP1317,Europe,RLM11,REF268
SP1317,Asia,RLM8,REF268
SP441,Europe,RLM11,REF17
SP441,Asia,RLM11,REF17
SP442,Africa,RLM3,REF269
SP442,Africa,RLM8,REF269
SP442,Asia,RLM8,REF269
SP443,Asia,RLM6,REF270
SP443,Asia,RLM6,REF1
SP444,Asia,RLM11,REF271
SP444,Europe,RLM11,REF271
SP444,Europe,RLM11,REF272
SP444,Africa,RLM8,REF271
SP444,Africa,RLM3,REF271
SP444,Africa,RLM4,REF271
SP444,Asia,RLM8,REF271
SP444,Europe,RLM11,REF1
SP444,Asia,RLM11,REF1
SP444,Australia,RLM2,REF1
SP445,South America,RLM1,REF17
SP446,North America,RLM9,REF243
SP446,South America,RLM1,REF243
SP446,North America,RLM7,REF243
SP446,North America,RLM9,REF1
SP446,South America,RLM1,REF1
SP447,Asia,RLM6,REF273
SP447,Asia,RLM6,REF274
SP447,Asia,RLM8,REF273
SP447,Asia,RLM10,REF273
SP447,Asia,RLM6,REF1
SP450,South America,RLM1,REF15
SP450,South America,RLM1,REF275
SP450,South America,RLM1,REF276
SP450,North America,RLM7,REF275
SP450,South America,RLM7,REF15
SP450,South America,RLM1,REF1
SP451,North America,RLM9,REF17
SP1329,South America,RLM1,REF277
SP452,North America,RLM9,REF278
SP452,South America,RLM1,REF279
SP452,North America,RLM7,REF278
SP452,South America,RLM7,REF278
SP452,South America,RLM1,REF1
SP454,Asia,RLM11,REF280
SP454,Europe,RLM11,REF280
SP454,Europe,RLM11,REF1
SP455,Africa,RLM3,REF35
SP455,Australia,RLM2,REF35
SP455,Africa,RLM4,REF35
SP455,Asia,RLM6,REF35
SP455,Asia,RLM11,REF35
SP455,Europe,RLM11,REF35
SP455,Africa,RLM8,REF35
SP455,Asia,RLM8,REF35
SP455,Europe,RLM11,REF1
SP456,North America,RLM9,REF281
SP456,South America,RLM1,REF1
SP457,Asia,RLM6,REF282
SP1309,Australia,RLM2,REF224
SP458,Europe,RLM11,REF1
SP460,Europe,RLM11,REF10
SP460,Europe,RLM11,REF1
SP461,Europe,RLM11,REF10
SP461,Europe,RLM11,REF1
SP462,Europe,RLM11,REF10
SP462,Europe,RLM11,REF1
SP463,Europe,RLM11,REF10
SP463,Europe,RLM11,REF1
SP1308,North America,RLM9,REF283
SP1308,South America,RLM1,REF283
SP1308,North America,RLM7,REF283
SP1308,South America,RLM7,REF283
SP464,Asia,RLM6,REF284
SP464,Asia,RLM11,REF284
SP464,Asia,RLM10,REF284
SP464,Asia,RLM6,REF1
SP465,Australia,RLM2,REF285
SP465,Oceania,RLM2,REF285
SP465,Oceania,RLM5,REF285
SP465,Asia,RLM6,REF285
SP465,Asia,RLM11,REF285
SP465,Asia,RLM10,REF285
SP465,Asia,RLM11,REF1
SP465,Asia,RLM6,REF1
SP466,South America,RLM1,REF286
SP466,South America,RLM1,REF1
SP1309,Africa,RLM4,REF224
SP467,Europe,RLM11,REF1
SP468,Australia,RLM2,REF287
SP468,Oceania,RLM5,REF287
SP468,Asia,RLM6,REF287
SP468,Asia,RLM10,REF287
SP468,Asia,RLM6,REF1
SP470,Oceania,RLM5,REF1
SP471,Australia,RLM2,REF288
SP472,Oceania,RLM9,REF289
SP472,Oceania,RLM5,REF289
SP472,South America,RLM1,REF1
SP473,Europe,RLM11,REF290
SP473,Europe,RLM11,REF1
SP1309,Oceania,RLM5,REF224
SP1309,Asia,RLM6,REF224
SP1309,Asia,RLM8,REF224
SP474,Europe,RLM11,REF1
SP1309,Asia,RLM10,REF224
SP476,Africa,RLM3,REF291
SP476,Africa,RLM4,REF291
SP476,Oceania,RLM5,REF291
SP476,Asia,RLM8,REF291
SP476,Asia,RLM6,REF291
SP477,Asia,RLM6,REF292
SP477,Asia,RLM6,REF55
SP477,Asia,RLM6,REF293
SP477,Asia,RLM8,REF293
SP477,Asia,RLM10,REF293
SP477,Africa,RLM3,REF55
SP477,Asia,RLM6,REF55
SP478,Africa,RLM3,REF294
SP478,Africa,RLM4,REF294
SP478,Asia,RLM6,REF294
SP478,Europe,RLM11,REF294
SP478,Africa,RLM8,REF294
SP479,Asia,RLM11,REF1
SP479,Asia,RLM6,REF1
SP915,Africa,RLM3,REF224
SP481,Africa,RLM3,REF295
SP481,Australia,RLM2,REF295
SP481,Africa,RLM4,REF295
SP481,North America,RLM9,REF295
SP481,Oceania,RLM5,REF295
SP481,Asia,RLM6,REF295
SP481,Asia,RLM6,REF55
SP915,Asia,RLM6,REF224
SP481,Africa,RLM8,REF55
SP481,Asia,RLM8,REF295
SP481,Asia,RLM8,REF55
SP481,Asia,RLM10,REF295
SP481,Asia,RLM11,REF1
SP481,Asia,RLM6,REF1
SP915,Africa,RLM8,REF224
SP483,South America,RLM1,REF296
SP483,South America,RLM1,REF1
SP484,Europe,RLM11,REF297
SP940,Africa,RLM3,REF224
SP484,Africa,RLM8,REF297
SP940,Africa,RLM4,REF224
SP484,Asia,RLM8,REF297
SP484,Europe,RLM11,REF1
SP486,North America,RLM7,REF298
SP486,North America,RLM9,REF298
SP487,Australia,RLM2,REF299
SP488,North America,RLM9,REF300
SP488,South America,RLM1,REF300
SP488,North America,RLM7,REF300
SP488,South America,RLM7,REF300
SP488,South America,RLM1,REF1
SP489,North America,RLM9,REF45
SP489,South America,RLM1,REF45
SP489,North America,RLM9,REF1
SP1296,North America,RLM9,REF301
SP1296,South America,RLM7,REF301
SP1296,Africa,RLM3,REF1
SP491,Australia,RLM2,REF302
SP491,Asia,RLM6,REF302
SP491,Asia,RLM8,REF302
SP491,Asia,RLM10,REF302
SP491,Asia,RLM11,REF1
SP491,Asia,RLM6,REF1
SP493,Asia,RLM6,REF303
SP493,Asia,RLM10,REF303
SP495,North America,RLM9,REF304
SP495,North America,RLM9,REF305
SP497,South America,RLM1,REF17
SP940,Asia,RLM8,REF224
SP1067,South America,RLM1,REF224
SP1067,North America,RLM7,REF224
SP1218,Europe,RLM11,REF224
SP500,Europe,RLM11,REF1
SP503,Europe,RLM11,REF306
SP503,Europe,RLM11,REF1
SP504,Europe,RLM11,REF307
SP504,Europe,RLM11,REF1
SP506,North America,RLM9,REF308
SP506,North America,RLM9,REF309
SP506,North America,RLM9,REF310
SP507,Europe,RLM11,REF12
SP509,Europe,RLM11,REF1
SP511,Europe,RLM11,REF311
SP511,Africa,RLM8,REF311
SP511,Europe,RLM11,REF1
SP10,North America,RLM9,REF312
SP512,North America,RLM9,REF1
SP513,Australia,RLM2,REF313
SP513,Australia,RLM2,REF1
SP515,North America,RLM9,REF314
SP516,Africa,RLM3,REF315
SP516,Africa,RLM4,REF315
SP516,Africa,RLM3,REF1
SP519,Europe,RLM11,REF10
SP519,Europe,RLM11,REF1
SP520,Africa,RLM3,REF12
SP520,Africa,RLM8,REF316
SP520,Africa,RLM8,
SP520,Africa,RLM3,REF1
SP10,Europe,RLM11,REF312
SP521,Asia,RLM11,REF318
SP521,Africa,RLM8,REF318
SP10,Asia,RLM10,REF312
SP521,Asia,RLM8,REF318
SP521,Africa,RLM3,REF1
SP1302,North America,RLM9,REF319
SP1302,North America,RLM9,REF17
SP522,Europe,RLM11,REF320
SP524,Europe,RLM11,REF321
SP524,Europe,RLM11,REF1
SP525,Europe,RLM11,REF320
SP526,Europe,RLM11,REF322
SP294,North America,RLM9,REF312
SP527,Australia,RLM2,REF1
SP528,North America,RLM9,REF323
SP528,South America,RLM1,REF323
SP528,North America,RLM7,REF323
SP528,North America,RLM9,REF1
SP528,South America,RLM1,REF1
SP529,South America,RLM1,REF324
SP530,Asia,RLM11,REF325
SP530,Europe,RLM11,REF325
SP530,Asia,RLM8,REF325
SP530,Europe,RLM11,REF1
SP532,Australia,RLM2,REF326
SP532,Australia,RLM2,REF1
SP533,Oceania,RLM5,REF1
SP534,Oceania,RLM5,REF1
SP535,Africa,RLM3,REF327
SP535,Australia,RLM2,REF327
SP535,North America,RLM9,REF327
SP535,South America,RLM1,REF327
SP535,Asia,RLM6,REF327
SP535,Africa,RLM8,REF13
SP535,North America,RLM7,REF327
SP535,Asia,RLM10,REF327
SP535,South America,RLM1,REF1
SP536,Oceania,RLM5,REF328
SP537,Oceania,RLM5,REF13
SP537,Oceania,RLM5,REF1
SP538,Australia,RLM2,REF8
SP538,Oceania,RLM5,REF8
SP538,Oceania,RLM5,REF1
SP539,South America,RLM1,REF1
SP539,Asia,RLM6,REF1
SP539,Oceania,RLM5,REF1
SP540,North America,RLM9,REF329
SP540,North America,RLM9,REF330
SP540,South America,RLM1,REF331
SP540,South America,RLM1,REF332
SP540,North America,RLM7,REF331
SP540,North America,RLM7,REF329
SP540,South America,RLM7,REF333
SP540,South America,RLM7,REF332
SP541,Asia,RLM6,REF334
SP541,Asia,RLM6,REF1
SP542,Asia,RLM6,REF1
SP543,Europe,RLM11,REF335
SP543,Europe,RLM11,REF1
SP545,Europe,RLM11,REF336
SP545,Europe,RLM11,REF1
SP549,Europe,RLM11,REF337
SP549,Africa,RLM8,REF337
SP549,Europe,RLM11,REF1
SP550,Africa,RLM4,REF338
SP550,Oceania,RLM9,REF338
SP550,Oceania,RLM5,REF338
SP550,Asia,RLM6,REF338
SP550,Africa,RLM3,REF1
SP551,Asia,RLM11,REF12
SP551,Europe,RLM11,REF339
SP551,Africa,RLM8,REF12
SP552,Europe,RLM11,REF1
SP553,North America,RLM9,REF1
SP803,Europe,RLM11,REF340
SP9,Australia,RLM2,REF341
SP920,Asia,RLM6,REF342
SP554,Africa,RLM3,REF343
SP554,Asia,RLM6,REF343
SP554,Australia,RLM2,REF343
SP554,Oceania,RLM5,REF343
SP920,Asia,RLM8,REF342
SP920,Asia,RLM10,REF342
SP751,North America,RLM9,REF344
SP555,North America,RLM9,REF1
SP751,South America,RLM1,REF344
SP751,North America,RLM7,REF344
SP557,Africa,RLM8,REF345
SP557,Africa,RLM3,REF346
SP557,Africa,RLM4,REF346
SP558,Europe,RLM11,REF1
SP385,Oceania,RLM2,REF347
SP385,Oceania,RLM5,REF347
SP561,Africa,RLM3,REF1
SP562,Africa,RLM3,REF348
SP562,Africa,RLM8,REF348
SP562,Asia,RLM8,REF348
SP385,Asia,RLM6,REF347
SP1143,Australia,RLM2,REF347
SP1143,Oceania,RLM5,REF347
SP566,Australia,RLM2,REF1
SP568,Asia,RLM6,REF349
SP568,Oceania,RLM5,REF1
SP1143,Asia,RLM6,REF347
SP669,Australia,RLM2,REF350
SP669,Oceania,RLM5,REF350
SP669,Asia,RLM6,REF350
SP569,Asia,RLM6,REF1
SP569,Australia,RLM2,REF1
SP571,Oceania,RLM2,REF351
SP669,Asia,RLM10,REF350
SP574,Europe,RLM11,REF1
SP575,Europe,RLM11,REF352
SP575,Asia,RLM11,REF352
SP578,Australia,RLM2,REF353
SP578,Asia,RLM6,REF353
SP578,Asia,RLM11,REF353
SP578,Asia,RLM10,REF353
SP580,Europe,RLM11,REF354
SP580,Africa,RLM8,REF12
SP581,North America,RLM9,REF355
SP581,Asia,RLM11,REF355
SP581,Europe,RLM11,REF355
SP582,North America,RLM9,REF355
SP582,Asia,RLM11,REF355
SP582,Europe,RLM11,REF355
SP582,Asia,RLM10,REF355
SP582,Asia,RLM6,REF355
SP583,Africa,RLM8,REF356
SP583,Europe,RLM11,REF356
SP585,Europe,RLM11,REF17
SP585,Asia,RLM11,REF17
SP586,Asia,RLM11,REF357
SP586,Europe,RLM11,REF357
SP586,Europe,RLM11,REF1
SP588,Asia,RLM6,REF358
SP588,Asia,RLM6,REF1
SP589,Europe,RLM11,REF359
SP589,Europe,RLM11,REF1
SP590,Asia,RLM6,REF360
SP590,Asia,RLM8,REF360
SP773,North America,RLM9,REF361
SP773,South America,RLM1,REF361
SP595,North America,RLM9,REF362
SP773,North America,RLM7,REF361
SP595,North America,RLM9,REF1
SP596,Africa,RLM3,REF363
SP596,Asia,RLM11,REF363
SP596,Europe,RLM11,REF363
SP596,Asia,RLM8,REF363
SP596,Asia,RLM6,REF363
SP597,Australia,RLM2,REF364
SP597,Australia,RLM2,REF1
SP598,Europe,RLM11,REF365
SP598,Africa,RLM8,REF365
SP599,Asia,RLM11,REF366
SP599,Europe,RLM11,REF366
SP600,Asia,RLM11,REF367
SP600,Europe,RLM11,REF367
SP600,Asia,RLM8,REF367
SP602,North America,RLM9,REF368
SP602,South America,RLM1,REF368
SP602,North America,RLM7,REF368
SP602,South America,RLM1,REF1
SP603,North America,RLM9,REF368
SP603,South America,RLM1,REF368
SP603,North America,RLM7,REF368
SP603,South America,RLM1,REF1
SP604,Europe,RLM11,REF369
SP604,Europe,RLM11,REF1
SP605,North America,RLM9,REF370
SP605,South America,RLM1,REF370
SP605,North America,RLM7,REF370
SP605,South America,RLM7,REF370
SP606,Europe,RLM11,REF17
SP607,South America,RLM1,REF16
SP607,South America,RLM1,REF1
SP608,Asia,RLM11,REF218
SP608,Europe,RLM11,REF218
SP608,Asia,RLM11,REF1
SP608,Asia,RLM6,REF1
SP610,Africa,RLM4,REF371
SP610,Africa,RLM3,REF1
SP611,Asia,RLM6,REF372
SP611,Asia,RLM6,REF373
SP611,Asia,RLM11,REF372
SP611,Asia,RLM11,REF373
SP611,Europe,RLM11,REF372
SP611,Asia,RLM8,REF372
SP611,Asia,RLM8,REF373
SP611,Asia,RLM10,REF373
SP611,Asia,RLM11,REF1
SP612,Africa,RLM3,REF374
SP612,Africa,RLM4,REF374
SP612,Asia,RLM6,REF374
SP612,Africa,RLM8,REF374
SP612,Asia,RLM8,REF374
SP612,Asia,RLM10,REF374
SP612,North America,RLM9,REF1
SP612,Europe,RLM11,REF1
SP612,Oceania,RLM5,REF1
SP613,Australia,RLM2,REF21
SP613,Australia,RLM2,REF1
SP615,Europe,RLM11,REF88
SP832,Australia,RLM2,REF375
SP615,Europe,RLM11,REF1
SP832,Asia,RLM6,REF375
SP616,Europe,RLM11,REF1
SP618,Australia,RLM2,REF376
SP618,Oceania,RLM2,REF376
SP618,Asia,RLM6,REF376
SP618,Africa,RLM8,REF376
SP618,Asia,RLM8,REF376
SP618,Asia,RLM10,REF376
SP618,Oceania,RLM5,REF376
SP618,Asia,RLM6,REF1
SP618,Africa,RLM3,REF1
SP618,Australia,RLM2,REF1
SP620,Asia,RLM11,REF1
SP620,Asia,RLM6,REF1
SP623,Asia,RLM11,REF153
SP623,Europe,RLM11,REF153
SP623,Europe,RLM11,REF1
SP624,Europe,RLM11,REF377
SP625,Africa,RLM3,REF1
SP626,Oceania,RLM5,REF378
SP626,Asia,RLM6,REF378
SP626,Asia,RLM11,REF378
SP626,Europe,RLM11,REF378
SP626,Asia,RLM8,REF378
SP626,Asia,RLM10,REF378
SP626,Europe,RLM11,REF1
SP627,Asia,RLM11,REF218
SP627,Europe,RLM11,REF218
SP627,Asia,RLM11,REF1
SP627,Asia,RLM6,REF1
SP628,North America,RLM9,REF379
SP631,Asia,RLM11,REF380
SP631,Europe,RLM11,REF380
SP631,Europe,RLM11,REF1
SP632,Europe,RLM11,REF1
SP633,Asia,RLM11,REF381
SP633,Europe,RLM11,REF381
SP633,Africa,RLM8,REF381
SP633,Asia,RLM8,REF381
SP633,Asia,RLM10,REF381
SP635,Asia,RLM11,REF1
SP635,Asia,RLM6,REF1
SP215,Australia,RLM2,REF382
SP215,Oceania,RLM5,REF382
SP637,Europe,RLM11,REF12
SP637,Africa,RLM8,REF12
SP638,Africa,RLM3,REF383
SP638,Australia,RLM2,REF383
SP638,Africa,RLM4,REF383
SP638,Asia,RLM6,REF383
SP638,Asia,RLM11,REF383
SP638,Asia,RLM10,REF383
SP639,Asia,RLM6,REF384
SP639,Asia,RLM6,REF385
SP639,Asia,RLM6,REF386
SP639,Asia,RLM10,REF387
SP640,Africa,RLM3,REF388
SP640,Asia,RLM6,REF388
SP640,Asia,RLM11,REF388
SP640,Europe,RLM11,REF388
SP640,Africa,RLM8,REF388
SP640,Asia,RLM10,REF388
SP640,Europe,RLM11,REF1
SP641,Europe,RLM11,REF389
SP641,Europe,RLM11,REF1
SP642,Asia,RLM11,REF390
SP642,Europe,RLM11,REF390
SP642,Europe,RLM11,REF10
SP642,Africa,RLM8,REF390
SP642,Asia,RLM8,REF390
SP642,Europe,RLM11,REF1
SP643,Africa,RLM3,REF391
SP643,Africa,RLM4,REF391
SP643,Asia,RLM6,REF391
SP644,North America,RLM9,REF392
SP644,South America,RLM1,REF392
SP644,South America,RLM1,REF393
SP644,North America,RLM7,REF393
SP644,South America,RLM7,REF393
SP644,North America,RLM7,REF392
