GNOLEP:speciesID,GNOLEP:acceptedSpeciesID,dwc:family,dwc:genus,dwc:scientificName
SP1018,SP1292,Noctuidae,Acontia,Ponometia exigua
SP1019,SP1019,Pieridae,Pontia,Pontia daplidice
SP1020,SP1020,Gracillariidae,Porphyrosela,Porphyrosela hardenbergiella
SP1021,SP1021,Gracillariidae,Porphyrosela,Porphyrosela minuta
SP1022,SP1023,Tineidae,Praeacedes,Pracacedes atomosella
SP1023,SP1023,Tineidae,Praeacedes,Praeacedes atomosella
SP1024,SP1024,Praydidae,Prays,Prays citri
SP1025,SP1025,Praydidae,Prays,Prays fraxinella
SP1026,SP1026,Praydidae,Prays,Prays nephelomima
SP1027,SP1027,Praydidae,Prays,Prays oleae
SP1028,SP1028,Praydidae,Prays,Prays peregrina
SP1029,SP1029,Nymphalidae,Prepona,Prepona laertes
SP1030,SP1030,Geometridae,Problepsis,Problepsis phoebearia
SP1031,SP1031,Oecophoridae,Promalactis,Promalactis suzukiella
SP1032,SP1103,Zygaenidae,Sinica,Pryeria sinica
SP1033,SP773,Geometridae,Macaria,Psamatodes abydata
SP1034,SP1034,Crambidae,Psara,Psara jasiusalis
SP1035,SP833,Noctuidae,Mythimna,Pseudaletia unipuncta
SP1036,SP833,Noctuidae,Mythimna,Pseudaletia unipunctata
SP1037,SP1037,Geometridae,Pseudocoremia,Pseudocoremia suavis
SP1038,SP1038,Opostegidae,Pseudopostega,Pseudopostega zelopa
SP1039,SP1039,Crambidae,Pseudopyrausta,Pseudopyrausta acutangulalis
SP1040,SP1040,Sphingidae,Psilogramma,Psilogramma increta
SP1041,SP1041,Psychidae,Psyche,Psyche casta
SP1042,SP1042,Tineidae,Psychoides,Psychoides filicivora
SP1043,SP1043,Pterolonchidae,Pterolonche,Pterolonche inspersa
SP1044,SP1044,Erebidae,Ptichodis,Ptichodis immunis
SP1045,SP1045,Crambidae,Pygospila,Pygospila tyres
SP1046,SP1046,Pyralidae,Pyralis,Pyralis farinalis
SP1047,SP1047,Pyralidae,Pyralis,Pyralis manihotalis
SP1048,SP1048,Oecophoridae,Pyramidobela,Pyramidobela angelarum
SP1049,SP1049,Crambidae,Pyrausta,Pyrausta inornatalis
SP1050,SP904,Crambidae,Ostrinia,Pyrausta nubilalis
SP1051,SP1051,Crambidae,Pyrausta,Pyrausta panopealis
SP1052,SP1052,Crambidae,Pyrausta,Pyrausta testalis
SP1053,SP1053,Cosmopterigidae,Pyroderces,Pyroderces aellotricha
SP1054,SP86,Cosmopterigidae,Anatrachyntis,Pyroderces rileyi
SP1055,SP1055,Sesiidae,Pyropteron,Pyropteron doryliformis
SP1056,SP1056,Erebidae,Pyrrharctia,Pyrrharctia isabella
SP1057,SP1057,Gelechiidae,Recurvaria,Recurvaria nanella
SP1058,SP1288,Erebidae,Mocis,Remigia conveniens
SP1059,SP1059,Crambidae,Rhectocraspeda,Rhectocraspeda periusalis
SP1060,SP1060,Noctuidae,Rhizedra,Rhizedra lutosa
SP1061,SP1061,Tortricidae,Rhopobota,Rhopobota naevana
SP1062,SP1061,Tortricidae,Rhopobota,Rhopobota unipuntana
SP1063,SP1063,Tortricidae,Rhyacionia,Rhyacionia buoliana
SP1064,SP1064,Pyralidae,Ribua,Ribua innoxia
SP1065,SP1065,Saturniidae,Rothschildia,Rothschildia orizaba
SP1066,SP1066,Erebidae,Rusicada,Rusicada privata
SP1067,SP1067,Crambidae,Salbia,Salbia haemorrhoidalis
SP1068,SP1327,Crambidae,Samea,Samea castellalis
SP1069,SP1069,Crambidae,Samea,Samea multiplicalis
SP1070,SP1070,Crambidae,Sameodes,Sameodes cancellalis
SP1071,SP1071,Saturniidae,Samia,Samia cynthia
SP1072,SP1072,Lecithoceridae,Sarisophora,Sarisophora leucoscia
SP1073,SP1073,Saturniidae,Saturnia,Saturnia pyri
SP1074,SP1074,Tineidae,Scardia,Scardia amurensis
SP1075,SP1075,Crambidae,Sceliodes,Sceliodes cordalis
SP1076,SP1076,Crambidae,Sceliodes,Sceliodes laisalis
SP1077,SP1077,Schreckensteiniidae,Schreckensteinia,Schreckensteinia festaliella
SP1078,SP1078,Pyralidae,Sciota,Sciota adelphella
SP1079,SP1079,Crambidae,Sclerocona,Sclerocona acutella
SP1080,SP1080,Gelechiidae,Scrobipalpa,Scrobipalpa aptatella
SP1081,SP1081,Gelechiidae,Scrobipalpa,Scrobipalpa atriplicella
SP1082,SP1082,Gelechiidae,Scrobipalpa,Scrobipalpa obsoletella
SP1083,SP1083,Gelechiidae,Scrobipalpa,Scrobipalpa ocellatella
SP1084,SP1084,Scythrididae,Scythris,Scythris buszkoi
SP1085,SP1085,Scythrididae,Scythris,Scythris limbella
SP1086,SP1086,Scythrididae,Scythris,Scythris sinensis
SP1087,SP1087,Peleopodidae,Scythropiodes,Scythropiodes issikii
SP1088,SP1088,Noctuidae,Sedina,Sedina buettneri
SP1089,SP1089,Tortricidae,Selania,Selania leplastriana
SP1090,SP1090,Papilionidae,Sericinus,Sericinus montela
SP1091,SP1091,Erebidae,Serrodes,Serrodes mediopallens
SP1092,SP1092,Noctuidae,Sesamia,Sesamia inferens
SP1093,SP1093,Noctuidae,Sesamia,Sesamia nonagrioides
SP1094,SP1094,Noctuidae,Sesamia,Sesamia uniformis
SP1095,SP1095,Sesiidae,Sesia,Sesia apiformis
SP1096,SP1096,Sesiidae,Sesia,Sesia siningensis
SP1097,SP1097,Tineidae,Setomorpha,Setomorpha rutella
SP1098,SP1098,Limacodidae,Sibine,Sibine apicalis
SP1099,SP1099,Limacodidae,Sibine,Sibine rufescens
SP1100,SP7,Limacodidae,Acharia,Sibine stimulea
SP1101,SP285,Geometridae,Chloroclystis,Sigilliclystis insigillata
SP1102,SP1102,Erebidae,Simplicia,Simplicia cornicalis
SP1103,SP1103,Zygaenidae,Sinica,Sinica sinica
SP1104,SP1104,Crambidae,Sisyracera,Sisyracera inabsconsalis
SP1105,SP1105,Crambidae,Sitochroa,Sitochroa palealis
SP1106,SP1107,Gelechiidae,Sitotroga,Sitotroga cerealela
SP1107,SP1107,Gelechiidae,Sitotroga,Sitotroga cerealella
SP1108,SP1108,Geometridae,Sphacelodes,Sphacelodes vulneraria
SP1109,SP1109,Pterophoridae,Sphenarches,Sphenarches anisodactylus
SP1110,SP1110,Sphingidae,Sphingonaepiopsis,Sphingonaepiopsis pumilio
SP1111,SP1111,Sphingidae,Sphinx,Sphinx pinastri
SP1112,SP1112,Oecophoridae,Sphyrelata,Sphyrelata amotella
SP1113,SP1113,Tortricidae,Spilonota,Spilonota laricana
SP1114,SP1113,Tortricidae,Spilonota,Spilonota lariciana
SP1115,SP1115,Tortricidae,Spilonota,Spilonota ocellana
SP1116,SP1116,Noctuidae,Spodoptera,Spodoptera cilium
SP1117,SP1117,Noctuidae,Spodoptera,Spodoptera dolichos
SP1118,SP1118,Noctuidae,Spodoptera,Spodoptera eridania
SP1119,SP1119,Noctuidae,Spodoptera,Spodoptera exempta
SP1120,SP1120,Noctuidae,Spodoptera,Spodoptera exigua
SP1121,SP1121,Noctuidae,Spodoptera,Spodoptera frugiperda
SP1122,SP1122,Noctuidae,Spodoptera,Spodoptera littoralis
SP1123,SP1123,Noctuidae,Spodoptera,Spodoptera litura
SP1124,SP1124,Noctuidae,Spodoptera,Spodoptera mauritia
SP1125,SP1125,Noctuidae,Spodoptera,Spodoptera pecten
SP1126,SP1126,Crambidae,Spoladea,Spoladea recurvalis
SP1127,SP1295,Noctuidae,Acontia,Spragueia margana
SP1128,SP1128,Gracillariidae,Spulerina,Spulerina isonoma
SP1129,SP1129,Tortricidae,Statherotis,Statherotis discana
SP1130,SP1130,Stathmopodidae,Stathmopoda,Stathmopoda auriferella
SP1131,SP1131,Stathmopodidae,Stathmopoda,Stathmopoda cephalaea
SP1132,SP1132,Stathmopodidae,Stathmopoda,Stathmopoda melanochra
SP1133,SP1332,Gelechiidae,Stegasta,Stegasta bosqueella
SP1134,SP1134,Lyonetiidae,Stegommata,Stegommata leptomitella
SP1135,SP1135,Lyonetiidae,Stegommata,Stegommata sulfuratella
SP1136,SP1136,Gelechiidae,Stenolechia,Stenolechia bathrodyas
SP1137,SP1137,Depressariidae,Stenoma,Stenoma catenifer
SP1138,SP1139,Pterophoridae,Stenoptilia,Stenoptilia millieridactyla
SP1139,SP1139,Pterophoridae,Stenoptilia,Stenoptilia millieridactylus
SP1140,SP1140,Pterophoridae,Stenoptilia,Stenoptilia zophodactylus
SP1141,SP1141,Pterophoridae,Stenoptilodes,Stenoptilodes brevipennis
SP1142,SP1142,Pyralidae,Stericta,Stericta carbonalis
SP1143,SP1143,Euteliidae,Stictoptera,Stictoptera cucullioides
SP1144,SP1144,Nepticulidae,Stigmella,Stigmella anomalella
SP1145,SP1145,Nepticulidae,Stigmella,Stigmella atricapitella
SP1146,SP1146,Nepticulidae,Stigmella,Stigmella aurella
SP1147,SP1147,Nepticulidae,Stigmella,Stigmella centifoliella
SP1148,SP484,Nepticulidae,Ectoedemia,Stigmella heringella
SP1149,SP1149,Nepticulidae,Stigmella,Stigmella microtheriella
SP1150,SP1150,Nepticulidae,Stigmella,Stigmella minusculella
SP1151,SP1151,Nepticulidae,Stigmella,Stigmella multispicata
SP1152,SP1152,Nepticulidae,Stigmella,Stigmella oxyacanthella
SP1153,SP1153,Nepticulidae,Stigmella,Stigmella pyri
SP1154,SP1154,Nepticulidae,Stigmella,Stigmella speciosa
SP1155,SP1155,Nepticulidae,Stigmella,Stigmella suberivora
SP1156,SP743,Erebidae,Leucoma,Stilpnotia salicis
SP1157,SP1157,Autostichidae,Stoeberhinus,Stoeberhinus testaceus
SP1158,SP1158,Gracillariidae,Stomphastis,Stomphastis thraustica
SP1159,SP1159,Tortricidae,Strepsicrates,Strepsicrates infensa
SP1160,SP1160,Tortricidae,Strepsicrates,Strepsicrates macropetana
SP1161,SP1161,Tortricidae,Strepsicrates,Strepsicrates semicanella
SP1162,SP1162,Tortricidae,Strepsicrates,Strepsicrates smithiana
SP1163,SP1163,Lycaenidae,Strymon,Strymon bazochii
SP1164,SP1199,Lycaenidae,Thecla,Strymon limenia
SP1165,SP1315,Lycaenidae,Cyanophrys,Strymon pastor
SP1166,SP1166,Pyralidae,Stylopalpia,Stylopalpia luniferella
SP1167,SP1166,Pyralidae,Stylopalpia,Stylopalpis lunigerella
SP1168,SP1168,Hesperiidae,Suastus,Suastus gremius
SP1169,SP938,Yponomeutidae,Paraswammerdamia,Swammerdamia caesiella
SP1170,SP938,Yponomeutidae,Paraswammerdamia,Swammerdamia lutaria
SP1171,SP1171,Yponomeutidae,Swammerdamia,Swammerdamia pyrella
SP1172,SP1172,Gelechiidae,Symmetrischema,Symmetrischema capsica
SP1173,SP1173,Gelechiidae,Symmetrischema,Symmetrischema costaricanum
SP1174,SP1174,Gelechiidae,Symmetrischema,Symmetrischema striatella
SP1175,SP1175,Gelechiidae,Symmetrischema,Symmetrischema tangolias
SP1176,SP1176,Autostichidae,Symmoca,Symmoca signatella
SP1177,SP1177,Sesiidae,Synanthedon,Synanthedon andrenaeformis
SP1178,SP1178,Sesiidae,Synanthedon,Synanthedon bibionipennis
SP1179,SP1179,Sesiidae,Synanthedon,Synanthedon exitiosa
SP1180,SP1180,Sesiidae,Synanthedon,Synanthedon myopaeformis
SP1181,SP1182,Sesiidae,Synanthedon,Synanthedon tipuliforme
SP1182,SP1182,Sesiidae,Synanthedon,Synanthedon tipuliformis
SP1183,SP1183,Crambidae,Synclita,Synclita obliteralis
SP1184,SP1324,Gelechiidae,Aproaerema,Syncopacma polychromella
SP1185,SP1185,Crambidae,Syngamia,Syngamia florella
SP1186,SP1186,Noctuidae,Syngrapha,Syngrapha interrogationis
SP1187,SP1187,Erebidae,Syntomeida,Syntomeida epilais
SP1188,SP1188,Oecophoridae,Tachystola,Tachystola acroxantha
SP1189,SP1189,Oecophoridae,Tachystola,Tachystola hemisema
SP1190,SP1190,Euteliidae,Targalla,Targalla delatrix
SP1191,SP1191,Noctuidae,Tathorhynchus,Tathorhynchus exsiccata
SP1192,SP1192,Choreutidae,Tebenna,Tebenna micalis
SP1193,SP1193,Gelechiidae,Tecia,Tecia solanivora
SP1194,SP104,Saturniidae,Antheraea,Telea polyphemus
SP1195,SP1195,Crambidae,Terastia,Terastia meticulosalis
SP1196,SP1196,Tortricidae,Thaumatotibia,Thaumatotibia leucotreta
SP1197,SP1197,Notodontidae,Thaumetopoea,Thaumetopoea pityocampa
SP1198,SP1198,Notodontidae,Thaumetopoea,Thaumetopoea processionea
SP1199,SP1199,Lycaenidae,Thecla,Thecla limenia
SP1200,SP1200,Geometridae,Thera,Thera britannica
SP1201,SP1201,Geometridae,Thera,Thera cupressata
SP1202,SP1202,Geometridae,Thera,Thera juniperata
SP1203,SP1203,Zygaenidae,Theresimima,Theresimima ampellophaga
SP1204,SP1297,Sphingidae,Theretra,Theretra latreillei
SP1205,SP1205,Sphingidae,Theretra,Theretra nessus
SP1206,SP1206,Erebidae,Thyas,Thyas coronata
SP1207,SP1207,Hesperiidae,Thymelicus,Thymelicus lineola
SP1208,SP1208,Hesperiidae,Thymelicus,Thymelicus sylvestris
SP1209,SP1209,Geometridae,Thyrinteina,Thyrinteina arnobia
SP1210,SP1210,Noctuidae,Thysanoplusia,Thysanoplusia orichalcea
SP1211,SP1220,Tineidae,Tineola,Tincola bisselliella
SP1212,SP1212,Tineidae,Tinea,Tinea columbariella
SP1213,SP1213,Tineidae,Tinea,Tinea dubiella
SP1214,SP1214,Tineidae,Tinea,Tinea flavescentella
SP1215,SP334,Coleophoridae,Coleophora,Tinea laricella
SP1216,SP1216,Tineidae,Tinea,Tinea murariella
SP1217,SP1217,Tineidae,Tinea,Tinea pallescentella
SP1218,SP1218,Tineidae,Tinea,Tinea pellionella
SP1219,SP1219,Tineidae,Tinea,Tinea translucens
SP1220,SP1220,Tineidae,Tineola,Tineola bisselliella
SP1221,SP1221,Pyralidae,Tirathaba,Tirathaba rufivena
SP1222,SP1222,Lycaenidae,Tmolus,Tmolus echion
SP1223,SP1223,Lycaenidae,Tongeia,Tongeia filicaudis
SP1224,SP1224,Stathmopodidae,Tortilia,Tortilia charadritis
SP1225,SP1225,Pyralidae,Trachylepidia,Trachylepidia fructicassiella
SP1226,SP1226,Oecophoridae,Trachypepla,Trachypepla indolescens
SP1227,SP1227,Tineidae,Triaxomera,Triaxomera parasitella
SP1228,SP1228,Tineidae,Trichophaga,Trichophaga mormopis
SP1229,SP1229,Tineidae,Trichophaga,Trichophaga tapetzella
SP1230,SP1230,Noctuidae,Trichoplusia,Trichoplusia ni
SP1231,SP1337,Noctuidae,Vittaplusia,Trichoplusia vittata
SP1232,SP1232,Bombycidae,Trilocha,Trilocha varians
SP1233,SP1233,Cosmopterigidae,Trissodoris,Trissodoris honorariella
SP1234,SP1234,Pyralidae,Tucumania,Tucumania tapiacola
SP1235,SP975,Gelechiidae,Phthorimaea,Tuta absoluta
SP1236,SP1299,Psychidae,Typhonia,Typhonia beatricis
SP1237,SP1238,Erebidae,Tyria,Tyria jacobaea
SP1238,SP1238,Erebidae,Tyria,Tyria jacobaeae
SP1239,SP1239,Erebidae,Tyta,Tyta luctuosa
SP1240,SP1240,Crambidae,Udea,Udea rubigalis
SP1241,SP1241,Pyralidae,Unadilla,Unadilla maturella
SP1242,SP1242,Nolidae,Uraba,Uraba lugens
SP1243,SP1322,Crambidae,Uresiphita,Uresiphita gilvata
SP1244,SP1244,Crambidae,Uresiphita,Uresiphita ornithopteralis
SP1245,SP1245,Crambidae,Usingeriessa,Usingeriessa onyxalis
SP1246,SP1246,Erebidae,Utetheisa,Utetheisa ornatrix
SP1247,SP1247,Erebidae,Utetheisa,Utetheisa pulchelloides
SP1248,SP1248,Nymphalidae,Vanessa,Vanessa atalanta
SP1249,SP1249,Nymphalidae,Vanessa,Vanessa cardui
SP1250,SP1250,Nymphalidae,Vanessa,Vanessa carye
SP1251,SP1251,Nymphalidae,Vanessa,Vanessa virginiensis
SP1252,SP1252,Pyralidae,Vitula,Vitula biviella
SP1253,SP1253,Pyralidae,Vitula,Vitula edmandsii
SP1254,SP142,Pyralidae,Arcola,Vogtia malloi
SP1255,SP1255,Pterophoridae,Wheeleria,Wheeleria spilodactylus
SP1256,SP1257,Noctuidae,Xestia,Xestia adela
SP1257,SP1257,Noctuidae,Xestia,Xestia c-nigrum
SP1258,SP1258,Noctuidae,Xestia,Xestia xanthographa
SP1259,SP1259,Crambidae,Xubida,Xubida infusellus
SP1260,SP1260,Tineidae,Xylesthia,Xylesthia pruniramiella
SP1261,SP1261,Tineidae,Xystrologa,Xystrologa grenadella
SP1262,SP1263,Yponomeutidae,Yponomeuta,Yponomeuta cagnagella
SP1263,SP1263,Yponomeutidae,Yponomeuta,Yponomeuta cagnagellus
SP1264,SP1265,Yponomeutidae,Yponomeuta,Yponomeuta malinellus
SP1265,SP1265,Yponomeutidae,Yponomeuta,Yponomeuta padella
SP1266,SP1266,Yponomeutidae,Yponomeuta,Yponomeuta plumbella
SP1267,SP1267,Ypsolophidae,Ypsolopha,Ypsolopha dentella
SP1268,SP1284,Plutellidae,Ypsolophus,Ypsolopha ustella
SP1269,SP1269,Crambidae,Zebronia,Zebronia phenice
SP1270,SP1271,Tortricidae,Zeiraphera,Zeiraphera diniana
SP1271,SP1271,Tortricidae,Zeiraphera,Zeiraphera griseana
SP1272,SP1272,Yponomeutidae,Zelleria,Zelleria oleastrella
SP1273,SP1273,Cossidae,Zeuzera,Zeuzera pyrina
SP1274,SP1274,Lycaenidae,Zizina,Zizina otis
SP1275,SP1274,Lycaenidae,Zizina,Zizinia otis
SP1276,SP1276,Lycaenidae,Zizula,Zizula hylax
SP1277,SP1277,Tortricidae,Zomariana,Zomariana doxasticana
SP1278,SP1278,Pyralidae,Zophodia,Zophodia lucidalis
SP1279,SP1279,Zygaenidae,Zygaena,Zygaena orana
SP1280,SP1280,Pyralidae,Homoeosoma,Homoeosoma stenotea
SP1281,SP1281,Cosmopterigidae,Periploca,Periploca orichalcella
SP1282,SP1282,Noctuidae,Mythimna,Mythimna scottii
SP1283,SP1283,Cosmopterigidae,Stagmatophora,Stagmatophora serratella
SP1284,SP1284,Plutellidae,Ypsolophus,Ypsolophus ustella
SP1285,SP1285,Cosmopterigidae,Bifascioides,Bifascioides leucomelanella
SP1286,SP1286,Gracillariidae,Parectopa,Parectopa alysidota
SP1287,SP1287,Lycaenidae,Thecla,Thecla amyntor
SP1288,SP1288,Erebidae,Mocis,Mocis conveniens
SP1289,SP1289,Tortricidae,Grapholita,Grapholita lathyrana
SP1290,SP1290,Cosmopterigidae,Stagmatophora,Stagmatophora intermediella
SP1291,SP1291,Oecophoridae,Borkhausenia,Borkhausenia italica
SP1292,SP1292,Noctuidae,Acontia,Acontia exigua
SP1293,SP1293,Erebidae,Orgyia,Orgyia leucostigma
SP1294,SP1294,Noctuidae,Notioplusia,Notioplusia illustrata
SP1295,SP1295,Noctuidae,Acontia,Acontia margana
SP1296,SP1296,Pyralidae,Elasmopalpus,Elasmopalpus lignosella
SP1297,SP1297,Sphingidae,Theretra,Theretra latreillii
SP1298,SP1298,Erebidae,Sphrageidus,Sphrageidus similis
SP1299,SP1299,Psychidae,Typhonia,Typhonia melana
SP1300,SP1300,Pyralidae,Pempelia,Pempelia heringii
SP1301,SP1301,Oecophoridae,Schiffermuelleria,Schiffermuelleria amasiella
SP1302,SP1302,Tortricidae,Epinotia,Epinotia celtisana
SP1303,SP1303,Crambidae,Agriphila,Agriphila vulgivagellus
SP1304,SP1304,Cosmopterigidae,Pyroderces,Pyroderces incertulella
SP1305,SP1305,Limacodidae,Oxyplax,Oxyplax pallivitta
SP1306,SP1306,Gelechiidae,Aproaerema,Aproaerema simplexella
SP1307,SP1307,Pyralidae,Nephopterix,Nephopterix gengisella
SP1308,SP1308,Geometridae,Digrammia,Digrammia pallidata
SP1309,SP1309,Erebidae,Hypena,Hypena commixtalis
SP1310,SP1310,Gelechiidae,Pectinophora,Pectinophora fusculella
SP1311,SP1311,Erebidae,Clethrogyna,Clethrogyna turbata
SP1312,SP1312,Glyphipterigidae,Acrolepia,Acrolepia jaspidata
SP1313,SP1313,Pyralidae,Hypsopygia,Hypsopygia mauritialis
SP1314,SP1314,Sphingidae,Macroglossum,Macroglossum pyrrhosticta
SP1315,SP1315,Lycaenidae,Cyanophrys,Cyanophrys longula
SP1316,SP1316,Tortricidae,Syndemis,Syndemis cedricola
SP1317,SP1317,Depressariidae,Depressaria,Depressaria discipunctella
SP1318,SP1318,Nymphalidae,Aglais,Aglais urticae
SP1319,SP1319,Erebidae,Zale,Zale minerea
SP1320,SP1320,Sesiidae,Pennisetia,Pennisetia marginatum
SP1321,SP1321,Pyralidae,Homoeographa,Homoeographa lanceolella
SP1322,SP1322,Crambidae,Uresiphita,Uresiphita polygonalis
SP1323,SP1323,Psychidae,Chaliopsis,Chaliopsis junodi
SP1324,SP1324,Gelechiidae,Aproaerema,Aproaerema polychromella
SP1325,SP1325,Noctuidae,Leucania,Leucania lobrega
SP1326,SP1326,Blastobasidae,Blastobasis,Blastobasis inana
SP1327,SP1327,Crambidae,Samea,Samea ecclesialis
SP1328,SP1328,Crambidae,Lamprosema,Lamprosema chagosalis
SP1329,SP1329,Crambidae,Diatraea,Diatraea rufescens
SP1330,SP1330,Gelechiidae,Monochroa,Monochroa hornigi
SP1331,SP1331,Mimallonidae,Druentica,Druentica inscita
SP1332,SP1332,Gelechiidae,Stegasta,Stegasta basqueella
SP1333,SP1333,Pterophoridae,Platyptilia,Platyptilia carduidactylus
SP1334,SP1334,Noctuidae,Chloantha,Chloantha hyperici
SP1335,SP1335,Crambidae,Parapediasia,Parapediasia teterellus
SP1336,SP1336,Erebidae,Estigmene,Estigmene acrea
SP1337,SP1337,Noctuidae,Vittaplusia,Vittaplusia vittata
