SpeciesID,AcceptedSpeciesID,Family,Genus,Species
SP1304,SP1304,Cosmopterigidae,Bifascioides,Bifascioides leucomelanella
SP1305,SP1305,Psychidae,Typhonia,Typhonia melana
SP1306,SP1306,Glyphipterigidae,Acrolepia,Acrolepia jaspidata
SP1307,SP1307,Tortricidae,Ancylis,Ancylis impatiens
SP1308,SP1308,Limacodidae,Oxyplax,Oxyplax pallivitta
SP1309,SP1309,Erebidae,Sphrageidus,Sphrageidus similis
SP1310,SP1310,Noctuidae,Notioplusia,Notioplusia illustrata
SP1311,SP1311,Tortricidae,Epinotia,Epinotia celtisana
SP1312,SP1312,Nymphalidae,Dione,Dione vanillae
SP1313,SP1313,Oecophoridae,Borkhausenia,Borkhausenia italica
