SpeciesID,Continent,RealmID,ReferenceID
SP502,Africa,RLM8,REF435
SP503,Asia,RLM11,REF377
SP503,Europe,RLM11,REF377
SP504,Asia,RLM11,REF20
SP504,Europe,RLM11,REF20
SP504,Asia,RLM8,REF20
SP505,Asia,RLM11,REF401
SP505,Europe,RLM11,REF401
SP505,Africa,RLM8,REF401
SP505,Europe,RLM11,REF1096
SP506,North America,RLM9,REF719
SP506,South America,RLM1,REF719
SP506,North America,RLM7,REF719
SP506,South America,RLM1,REF1096
SP507,North America,RLM9,REF719
SP507,South America,RLM1,REF719
SP507,North America,RLM7,REF719
SP507,South America,RLM1,REF1096
SP508,Europe,RLM11,REF709
SP508,Europe,RLM11,REF1096
SP1192,North America,RLM9,REF905
SP1192,South America,RLM1,REF905
SP1192,North America,RLM7,REF905
SP1192,South America,RLM7,REF905
SP509,Europe,RLM11,REF1002
SP510,South America,RLM1,REF954
SP510,South America,RLM1,REF1096
SP511,Asia,RLM6,REF152
SP511,Asia,RLM11,REF367
SP511,Europe,RLM11,REF367
SP511,Asia,RLM11,REF1096
SP511,Asia,RLM6,REF1096
SP1193,Africa,RLM4,REF248
SP1193,Africa,RLM4,REF934
SP1193,Africa,RLM3,REF1096
SP513,Asia,RLM6,REF1203
SP513,Asia,RLM6,REF982
SP513,Asia,RLM11,REF1203
SP513,Asia,RLM11,REF982
SP513,Europe,RLM11,REF1203
SP513,Asia,RLM8,REF1203
SP513,Asia,RLM8,REF982
SP513,Asia,RLM10,REF982
SP513,Asia,RLM11,REF1096
SP514,Africa,RLM3,REF787
SP514,Africa,RLM4,REF787
SP514,Asia,RLM6,REF787
SP514,Africa,RLM8,REF787
SP514,Asia,RLM8,REF787
SP514,Asia,RLM10,REF787
SP514,North America,RLM9,REF1096
SP514,Europe,RLM11,REF1096
SP514,Oceania,,REF1096
SP515,Australia,RLM2,REF493
SP515,Australia,RLM2,REF1096
SP516,Europe,RLM11,REF957
SP517,Europe,RLM11,REF584
SP517,Africa,RLM8,REF957
SP517,Europe,RLM11,REF1096
SP518,Europe,RLM11,
SP518,Europe,RLM11,REF1096
SP519,Australia,RLM2,REF1023
SP519,Oceania,RLM2,REF1023
SP519,Asia,RLM6,REF1023
SP519,Africa,RLM8,REF1023
SP519,Asia,RLM8,REF1023
SP519,Asia,RLM10,REF1023
SP519,Oceania,,REF1023
SP519,Asia,RLM6,REF1096
SP519,Africa,RLM3,REF1096
SP519,Australia,RLM2,REF1096
SP521,Asia,RLM11,REF1096
SP521,Asia,RLM6,REF1096
SP523,Asia,RLM11,REF249
SP523,Europe,RLM11,REF249
SP523,Europe,RLM11,REF1096
SP524,Europe,RLM11,REF1183
SP525,Africa,RLM3,REF1096
SP526,Oceania,,REF150
SP526,Asia,RLM6,REF150
SP526,Asia,RLM11,REF150
SP526,Europe,RLM11,REF150
SP526,Asia,RLM8,REF150
SP526,Asia,RLM10,REF150
SP526,Europe,RLM11,REF1096
SP527,Asia,RLM11,REF367
SP527,Europe,RLM11,REF367
SP527,Asia,RLM11,REF1096
SP527,Asia,RLM6,REF1096
SP528,North America,RLM9,REF699
SP1196,Asia,RLM11,REF34
SP1196,Europe,RLM11,REF34
SP1196,Europe,RLM11,REF1096
SP531,Europe,RLM11,REF152
SP531,Europe,RLM11,REF1096
SP532,Asia,RLM11,REF627
SP532,Europe,RLM11,REF627
SP532,Africa,RLM8,REF627
SP532,Asia,RLM8,REF627
SP532,Asia,RLM10,REF627
SP534,Asia,RLM6,REF957
SP534,Asia,RLM11,REF957
SP534,Asia,RLM10,REF957
SP534,Asia,RLM11,REF1096
SP534,Asia,RLM6,REF1096
SP535,Europe,RLM11,REF957
SP535,Africa,RLM8,REF957
SP536,Europe,RLM11,REF683
SP536,Africa,RLM8,REF683
SP537,Africa,RLM3,REF225
SP537,Australia,RLM2,REF225
SP537,Africa,RLM4,REF225
SP537,Asia,RLM6,REF225
SP537,Asia,RLM11,REF225
SP537,Asia,RLM10,REF225
SP538,Asia,RLM6,REF534
SP538,Asia,RLM6,REF760
SP538,Asia,RLM6,REF244
SP538,Asia,RLM10,REF970
SP539,Africa,RLM3,REF649
SP539,Asia,RLM6,REF649
SP539,Asia,RLM11,REF649
SP539,Europe,RLM11,REF649
SP539,Africa,RLM8,REF649
SP539,Asia,RLM10,REF649
SP539,Europe,RLM11,REF1096
SP540,Europe,RLM11,REF566
SP540,Europe,RLM11,REF1096
SP541,Asia,RLM11,REF691
SP541,Europe,RLM11,REF691
SP541,Europe,RLM11,REF394
SP541,Africa,RLM8,REF691
SP541,Asia,RLM8,REF691
SP541,Europe,RLM11,REF1096
SP542,Africa,RLM3,REF100
SP542,Africa,RLM4,REF100
SP542,Asia,RLM6,REF100
SP543,North America,RLM9,REF558
SP543,South America,RLM1,REF558
SP543,South America,RLM1,REF131
SP543,North America,RLM7,REF131
SP543,South America,RLM7,REF131
SP543,North America,RLM7,REF558
SP543,South America,RLM7,REF558
SP544,Africa,RLM3,REF1063
SP544,Australia,RLM2,REF1063
SP544,Oceania,RLM2,REF1063
SP544,Africa,RLM4,REF1063
SP544,Oceania,,REF1063
SP544,Asia,RLM6,REF1063
SP544,Asia,RLM11,REF1063
SP544,Europe,RLM11,REF1063
SP544,Africa,RLM8,REF1063
SP544,Asia,RLM8,REF1063
SP544,Asia,RLM10,REF1063
SP544,Europe,RLM11,REF1096
SP544,Asia,RLM6,REF1096
SP544,Africa,RLM3,REF1096
SP544,Australia,RLM2,REF1096
SP545,Africa,RLM3,REF209
SP545,Australia,RLM2,REF209
SP545,Asia,RLM6,REF209
SP545,Asia,RLM11,REF209
SP545,Asia,RLM10,REF209
SP545,Africa,RLM3,REF285
SP545,Asia,RLM6,REF285
SP545,Australia,RLM2,REF285
SP545,Oceania,,REF285
SP545,Asia,RLM11,REF1096
SP545,Asia,RLM6,REF1096
SP545,Africa,RLM3,REF1096
SP545,Australia,RLM2,REF1096
SP1090,Asia,RLM6,REF840
SP1090,Australia,RLM2,REF840
SP1090,Oceania,,REF840
SP546,South America,RLM1,REF974
SP546,South America,RLM1,REF1096
SP1197,North America,RLM9,REF1218
SP1197,South America,RLM1,REF1218
SP1197,South America,RLM7,REF1218
SP1197,North America,RLM9,REF1096
SP549,Australia,RLM2,REF493
SP549,Australia,RLM2,REF1096
SP550,North America,RLM9,REF1123
SP550,North America,RLM9,REF1096
SP550,South America,RLM1,REF1096
SP1198,North America,RLM9,REF1200
SP1198,South America,RLM1,REF1096
SP551,South America,RLM1,REF518
SP551,South America,RLM1,REF1096
SP552,Africa,RLM3,REF284
SP552,Asia,RLM6,REF284
SP552,Asia,RLM11,REF284
SP552,Europe,RLM11,REF284
SP552,Africa,RLM8,REF284
SP552,Asia,RLM10,REF284
SP552,Europe,RLM11,REF1096
SP552,Asia,RLM11,REF1096
SP553,North America,RLM9,REF227
SP553,South America,RLM1,REF227
SP553,North America,RLM7,REF227
SP553,South America,RLM7,REF227
SP554,South America,RLM1,REF953
SP554,South America,RLM1,REF1096
SP555,Asia,RLM11,REF274
SP555,Europe,RLM11,REF274
SP555,Europe,RLM11,REF1096
SP556,Europe,RLM11,REF234
SP557,Africa,RLM3,REF894
SP557,Africa,RLM4,REF894
SP557,Asia,RLM6,REF894
SP558,North America,RLM9,REF451
SP558,South America,RLM1,REF273
SP558,North America,RLM7,REF273
SP558,North America,RLM9,REF1096
SP559,Australia,RLM2,REF1061
SP559,North America,RLM9,REF1061
SP559,Oceania,,REF1061
SP559,Asia,RLM6,REF1061
SP559,Asia,RLM6,REF957
SP559,Asia,RLM11,REF957
SP559,Asia,RLM10,REF1061
SP559,Asia,RLM10,REF957
SP559,Europe,RLM11,REF1096
SP559,Asia,RLM11,REF1096
SP559,Asia,RLM6,REF1096
SP559,Australia,RLM2,REF1096
SP560,North America,RLM9,REF1123
SP560,South America,RLM1,REF1123
SP560,North America,RLM7,REF1123
SP560,South America,RLM1,REF1096
SP561,South America,RLM1,REF713
SP561,South America,RLM1,REF1096
SP562,Asia,RLM11,REF1069
SP562,Europe,RLM11,REF1069
SP562,Africa,RLM8,REF1069
SP1108,Africa,RLM3,REF576
SP1108,Australia,RLM2,REF576
SP1108,Asia,RLM6,REF576
SP1108,Europe,RLM11,REF576
SP1108,Europe,RLM11,REF656
SP1108,Africa,RLM8,REF576
SP1108,Africa,RLM8,REF656
SP1108,Africa,RLM3,REF656
SP1108,Africa,RLM4,REF656
SP1108,Asia,RLM8,REF656
SP1108,Asia,RLM6,REF656
SP1108,Australia,RLM2,REF656
SP1200,Australia,RLM2,REF510
SP1200,Oceania,,REF510
SP1200,Asia,RLM6,REF510
SP1200,Asia,RLM10,REF510
SP1200,Asia,RLM11,REF1096
SP1200,Asia,RLM6,REF1096
SP564,Europe,RLM11,REF683
SP564,Africa,RLM8,REF683
SP564,Europe,RLM11,REF1096
SP564,Asia,RLM11,REF1096
SP566,Asia,RLM6,REF828
SP566,Asia,RLM10,REF747
SP566,Asia,RLM11,REF747
SP1285,South America,RLM1,REF1127
SP1316,Africa,RLM3,REF335
SP1316,Africa,RLM4,REF335
SP1316,Europe,RLM11,REF335
SP1316,Africa,RLM8,REF335
SP569,Asia,RLM6,REF804
SP569,Asia,RLM6,REF865
SP569,Asia,RLM10,REF865
SP569,Asia,RLM6,REF1096
SP570,Asia,RLM11,REF1165
SP570,Europe,RLM11,REF1165
SP570,Europe,RLM11,REF162
SP570,Asia,RLM10,REF1165
SP570,Europe,RLM11,REF1096
SP1203,North America,RLM9,REF424
SP1203,South America,RLM1,REF424
SP1203,North America,RLM7,REF424
SP1203,South America,RLM1,REF1096
SP571,Asia,RLM11,REF74
SP571,Europe,RLM11,REF740
SP571,Europe,RLM11,REF1096
SP571,Asia,RLM11,REF1096
SP572,North America,RLM9,REF533
SP572,South America,RLM1,REF533
SP572,North America,RLM7,REF533
SP572,North America,RLM9,REF1096
SP1282,Africa,RLM3,REF248
SP1282,Australia,RLM2,REF615
SP1282,Australia,RLM2,REF248
SP1282,Africa,RLM4,REF248
SP1282,Oceania,,REF248
SP1282,Asia,RLM6,REF615
SP1282,Asia,RLM6,REF248
SP1282,Asia,RLM11,REF615
SP1282,Asia,RLM8,REF248
SP1282,Asia,RLM10,REF248
SP574,Europe,RLM11,REF583
SP575,South America,RLM1,REF358
SP575,South America,RLM1,REF1096
SP577,North America,RLM9,REF1155
SP577,North America,RLM9,REF1096
SP1109,Africa,RLM3,REF1225
SP1109,Australia,RLM2,REF1225
SP1109,Oceania,,REF1225
SP1109,Asia,RLM6,REF1225
SP1109,Asia,RLM6,REF1096
SP578,Africa,RLM3,REF201
SP578,Australia,RLM2,REF201
SP578,Africa,RLM4,REF201
SP578,Oceania,,REF201
SP578,Asia,RLM6,REF201
SP578,Asia,RLM11,REF201
SP578,Europe,RLM11,REF201
SP578,Africa,RLM8,REF201
SP578,Asia,RLM8,REF201
SP578,Asia,RLM10,REF201
SP579,North America,RLM9,REF152
SP579,South America,RLM1,REF152
SP579,Oceania,,REF152
SP579,North America,RLM7,REF152
SP579,South America,RLM7,REF152
SP579,South America,RLM1,REF1096
SP580,Asia,RLM11,REF890
SP580,Europe,RLM11,REF890
SP1322,Africa,RLM3,REF1226
SP1322,Australia,RLM2,REF1226
SP1322,Africa,RLM4,REF1226
SP1322,Oceania,,REF1226
SP1322,Asia,RLM6,REF1226
SP1322,Asia,RLM10,REF1226
SP1322,Asia,RLM6,REF1096
SP1322,Africa,RLM3,REF1096
SP581,Europe,RLM11,REF1008
SP581,Asia,RLM11,REF1008
SP582,Asia,RLM11,REF957
SP582,Europe,RLM11,REF957
SP582,Africa,RLM8,REF957
SP1206,Asia,RLM6,
SP1206,Asia,RLM6,REF1096
SP1082,Asia,RLM11,REF1123
SP1082,Europe,RLM11,REF1123
SP1082,Europe,RLM11,REF1002
SP583,Asia,RLM11,REF1117
SP583,Asia,RLM11,REF1120
SP583,Europe,RLM11,REF1120
SP583,Europe,RLM11,REF1117
SP583,Africa,RLM8,REF1120
SP583,Asia,RLM8,REF1120
SP1207,North America,RLM9,REF1123
SP1207,North America,RLM9,REF943
SP584,Asia,RLM6,REF1019
SP584,Asia,RLM6,REF1096
SP585,Europe,RLM11,REF378
SP586,Australia,RLM2,
SP586,Australia,RLM2,REF1096
SP587,North America,RLM9,REF141
SP587,North America,RLM9,REF1096
SP588,Asia,RLM6,REF741
SP589,South America,RLM1,REF957
SP589,North America,RLM9,REF1096
SP589,South America,RLM1,REF1096
SP1209,Asia,RLM6,REF639
SP590,Europe,RLM11,REF550
SP592,Europe,RLM11,REF1135
SP592,Asia,RLM11,REF1135
SP592,Asia,RLM6,REF1135
SP592,Asia,RLM10,REF1135
SP593,Africa,RLM3,REF286
SP593,Australia,RLM2,REF286
SP593,Oceania,RLM2,REF286
SP593,Africa,RLM4,REF286
SP593,North America,RLM9,REF286
SP593,Oceania,RLM9,REF286
SP593,Oceania,,REF286
SP593,Asia,RLM6,REF286
SP593,Asia,RLM11,REF286
SP593,Europe,RLM11,REF286
SP593,Africa,RLM8,REF286
SP593,Asia,RLM8,REF286
SP593,Asia,RLM10,REF286
SP593,North America,RLM7,REF286
SP593,Europe,RLM11,REF1096
SP593,Asia,RLM11,REF1096
SP593,Asia,RLM6,REF1096
SP593,Africa,RLM3,REF1096
SP593,Australia,RLM2,REF1096
SP1317,Africa,RLM4,REF473
SP1317,Oceania,,REF473
SP1317,Asia,RLM6,REF473
SP1317,Asia,RLM10,REF473
SP598,North America,RLM9,REF388
SP598,South America,RLM1,REF388
SP598,South America,RLM1,REF260
SP598,North America,RLM7,REF388
SP598,North America,RLM7,REF260
SP598,North America,RLM9,REF1096
SP598,South America,RLM1,REF1096
SP601,Asia,RLM11,REF219
SP601,Europe,RLM11,REF820
SP601,Asia,RLM10,REF820
SP601,Asia,RLM10,REF219
SP602,Asia,RLM6,REF1096
SP603,Australia,RLM2,REF493
SP603,Australia,RLM2,REF1096
SP604,Australia,RLM2,REF857
SP604,Australia,RLM2,REF1096
SP605,Australia,RLM2,REF495
SP605,Australia,RLM2,REF1096
SP606,Asia,RLM11,REF1002
SP606,Asia,RLM6,REF1002
SP608,Australia,RLM2,REF493
SP608,Australia,RLM2,REF1096
SP609,Asia,RLM6,REF537
SP609,Asia,RLM10,REF537
SP609,Asia,RLM6,REF1096
SP610,Europe,RLM11,REF1096
SP611,North America,RLM9,REF68
SP611,South America,RLM1,REF68
SP611,North America,RLM7,REF68
SP611,South America,RLM1,REF1096
SP1288,South America,RLM1,REF358
SP612,Asia,RLM6,REF806
SP612,Asia,RLM11,REF806
SP612,Asia,RLM8,REF806
SP612,Asia,RLM10,REF806
SP614,Asia,RLM6,REF840
SP614,Asia,RLM11,REF840
SP614,Europe,RLM11,REF840
SP614,Asia,RLM10,REF840
SP614,Asia,RLM11,REF1096
SP614,Australia,RLM2,REF1096
SP614,Oceania,,REF1096
SP1214,Asia,RLM6,REF1206
SP1214,Asia,RLM10,REF1206
SP1214,Asia,RLM11,REF1096
SP1214,Asia,RLM6,REF1096
SP615,Australia,RLM2,REF696
SP615,Asia,RLM6,REF696
SP615,Asia,RLM8,REF696
SP615,Asia,RLM10,REF696
SP615,Asia,RLM11,REF1096
SP615,Asia,RLM6,REF1096
SP615,Africa,RLM3,REF1096
SP616,North America,RLM9,REF476
SP616,South America,RLM1,REF881
SP616,South America,RLM1,REF476
SP616,North America,RLM7,REF881
SP616,North America,RLM7,REF476
SP616,South America,RLM7,REF881
SP617,Asia,RLM11,REF637
SP617,Asia,RLM10,REF637
SP617,Asia,RLM10,REF1140
SP617,Europe,RLM11,REF1096
SP618,Africa,RLM3,REF229
SP618,Africa,RLM4,REF421
SP618,Africa,RLM8,REF229
SP618,Africa,RLM4,REF229
SP619,North America,RLM9,REF891
SP619,Asia,RLM11,REF993
SP619,Europe,RLM11,REF993
SP619,Europe,RLM11,REF1002
SP620,Asia,RLM11,REF152
SP620,Europe,RLM11,REF152
SP620,Asia,RLM8,REF152
SP620,Asia,RLM10,REF152
SP621,Asia,RLM6,REF642
SP621,Asia,RLM11,REF157
SP621,Europe,RLM11,REF157
SP621,Africa,RLM8,REF642
SP621,Europe,RLM11,REF1096
SP622,Europe,RLM11,REF365
SP622,Europe,RLM11,REF1096
SP624,South America,RLM1,REF1002
SP625,North America,RLM9,REF469
SP625,South America,RLM1,REF469
SP625,North America,RLM7,REF469
SP625,North America,RLM9,REF1096
SP625,South America,RLM1,REF1096
SP1215,Oceania,,REF1096
SP1216,North America,RLM9,REF718
SP1216,South America,RLM1,REF718
SP626,North America,RLM7,REF358
SP626,South America,RLM1,REF1096
SP627,Europe,RLM11,REF255
SP627,Europe,RLM11,REF683
SP627,Africa,RLM8,REF683
SP628,North America,RLM7,REF358
SP628,South America,RLM1,REF1096
SP629,Asia,RLM11,REF393
SP629,Europe,RLM11,REF393
SP629,Africa,RLM8,REF393
SP629,Asia,RLM8,REF393
SP629,Asia,RLM10,REF393
SP629,Europe,RLM11,REF1096
SP631,Europe,RLM11,REF394
SP632,North America,RLM9,REF270
SP632,North America,RLM9,REF1096
SP1217,North America,RLM9,REF1123
SP1217,South America,RLM1,REF1123
SP1217,North America,RLM7,REF1123
SP1217,North America,RLM9,REF1096
SP633,North America,RLM9,REF409
SP634,Asia,RLM11,REF864
SP634,Europe,RLM11,REF864
SP634,North America,RLM9,REF1096
SP634,Europe,RLM11,REF1096
SP634,Asia,RLM11,REF1096
SP636,Africa,RLM3,REF957
SP636,Africa,RLM8,REF168
SP636,Africa,RLM8,REF957
SP636,Africa,RLM3,REF1096
SP637,Asia,RLM6,REF1184
SP637,Asia,RLM6,REF1185
SP637,Asia,RLM10,REF1184
SP638,North America,RLM9,REF3
SP638,South America,RLM1,REF3
SP638,North America,RLM7,REF3
SP638,North America,RLM9,REF1096
SP638,South America,RLM1,REF1096
SP639,Asia,RLM6,REF886
SP639,Asia,RLM11,REF886
SP639,Asia,RLM11,REF1188
SP639,Europe,RLM11,REF886
SP639,Europe,RLM11,REF1188
SP639,Africa,RLM8,REF886
SP639,Asia,RLM8,REF886
SP639,Asia,RLM10,REF886
SP639,Asia,RLM10,REF1188
SP639,Europe,RLM11,REF1096
SP640,Asia,RLM6,REF152
SP640,Asia,RLM11,REF152
SP640,Asia,RLM10,REF152
SP641,Asia,RLM6,REF152
SP641,Asia,RLM11,REF152
SP641,Europe,RLM11,REF152
SP641,Asia,RLM10,REF152
SP642,Asia,RLM6,REF604
SP642,Asia,RLM6,REF517
SP642,Asia,RLM6,REF1096
SP643,North America,RLM9,REF511
SP643,South America,RLM1,REF511
SP643,North America,RLM7,REF511
SP644,Asia,RLM11,REF683
SP644,Europe,RLM11,REF957
SP644,Asia,RLM10,REF683
SP644,Asia,RLM6,REF683
SP647,Australia,RLM2,REF497
SP647,Australia,RLM2,REF1096
SP648,North America,RLM7,REF358
SP648,South America,RLM1,REF1096
SP1310,Asia,RLM6,REF883
SP1310,Asia,RLM11,REF883
SP1310,Asia,RLM10,REF883
SP1310,Asia,RLM6,REF1096
SP649,North America,RLM9,REF471
SP649,South America,RLM1,REF471
SP649,North America,RLM7,REF471
SP649,South America,RLM7,REF471
SP650,North America,RLM9,REF236
SP651,North America,RLM9,REF107
SP651,South America,RLM1,REF587
SP651,North America,RLM7,REF587
SP651,South America,RLM7,REF587
SP651,North America,RLM9,REF587
SP654,Europe,RLM11,REF1096
SP654,Asia,RLM11,REF1096
SP654,Asia,RLM6,REF1096
SP656,Asia,RLM6,REF12
SP656,Asia,RLM11,REF12
SP656,Asia,RLM10,REF12
SP656,South America,RLM1,REF1096
SP656,Asia,RLM6,REF1096
SP1221,North America,RLM9,REF645
SP1221,South America,RLM1,REF645
SP1221,North America,RLM7,REF645
SP1221,South America,RLM1,REF1096
SP658,Africa,RLM3,REF387
SP658,North America,RLM9,REF387
SP658,South America,RLM1,REF387
SP658,Asia,RLM6,REF387
SP658,North America,RLM7,REF387
SP658,Africa,RLM8,REF387
SP658,Asia,RLM8,REF387
SP658,Asia,RLM10,REF387
SP658,South America,RLM1,REF1096
