SpeciesID,Continent,RealmID,ReferenceID
SP1113,North America,RLM9,REF684
SP1113,North America,RLM7,REF684
SP1113,South America,RLM1,REF1096
SP1,Asia,RLM11,REF1110
SP1,Europe,RLM11,REF987
SP1,Europe,RLM11,REF1110
SP1,Africa,RLM8,REF987
SP1,Asia,RLM8,REF1110
SP1,Asia,RLM10,REF987
SP2,Europe,RLM11,REF597
SP2,Europe,RLM11,REF1096
SP2,Asia,RLM11,REF1096
SP3,South America,RLM1,REF358
SP3,South America,RLM7,REF358
SP3,South America,RLM1,REF1096
SP1106,Australia,RLM2,REF287
SP1106,Oceania,RLM2,REF287
SP1106,Oceania,RLM9,REF287
SP1106,South America,RLM1,REF287
SP1106,Asia,RLM6,REF287
SP1106,North America,RLM9,REF1096
SP5,North America,RLM9,REF208
SP5,North America,RLM7,REF208
SP5,North America,RLM9,REF414
SP6,Africa,RLM3,REF193
SP6,Australia,RLM2,REF193
SP6,Africa,RLM4,REF193
SP6,North America,RLM9,REF193
SP6,South America,RLM1,REF193
SP6,Oceania,,REF193
SP6,Asia,RLM6,REF193
SP6,Europe,RLM11,REF193
SP6,North America,RLM7,REF193
SP6,South America,RLM7,REF193
SP6,Africa,RLM8,REF193
SP6,Asia,RLM10,REF193
SP6,Europe,RLM11,REF1096
SP6,Asia,RLM11,REF1096
SP6,Africa,RLM3,REF1096
SP6,Oceania,,REF1096
SP7,Australia,RLM2,REF418
SP7,Australia,RLM2,REF1096
SP8,North America,RLM9,REF396
SP8,Europe,RLM11,REF396
SP8,Asia,RLM10,REF396
SP8,Europe,RLM11,REF1096
SP9,Europe,RLM11,REF902
SP9,Europe,RLM11,REF394
SP9,Europe,RLM11,REF1096
SP10,Asia,RLM11,REF394
SP10,Europe,RLM11,REF394
SP10,Europe,RLM11,REF1096
SP10,Asia,RLM11,REF1096
SP11,Asia,RLM11,REF19
SP11,Europe,RLM11,REF19
SP11,Europe,RLM11,REF1096
SP11,Asia,RLM11,REF1096
SP12,Asia,RLM6,REF683
SP12,Asia,RLM11,REF683
SP12,Asia,RLM10,REF683
SP12,Asia,RLM11,REF1096
SP12,Asia,RLM6,REF1096
SP13,Asia,RLM11,REF19
SP13,Europe,RLM11,REF19
SP13,Africa,RLM8,REF19
SP13,Asia,RLM8,REF19
SP13,Asia,RLM10,REF19
SP13,Europe,RLM11,REF1096
SP13,Asia,RLM11,REF1096
SP1114,North America,RLM9,REF1227
SP1114,South America,RLM1,REF1096
SP14,North America,RLM9,REF1037
SP14,North America,RLM9,REF1096
SP15,Australia,RLM2,REF429
SP15,Asia,RLM6,REF429
SP15,Asia,RLM6,REF957
SP1307,South America,RLM1,REF954
SP1307,North America,RLM9,REF1002
SP1307,North America,RLM7,REF1002
SP1307,South America,RLM7,REF1002
SP1307,South America,RLM1,REF1002
SP1309,North America,RLM9,REF954
SP1309,South America,RLM1,REF954
SP1309,North America,RLM7,REF1002
SP1309,South America,RLM1,REF1002
SP1309,North America,RLM9,REF1002
SP1309,South America,RLM7,REF1002
SP17,Asia,RLM6,REF119
SP17,Asia,RLM6,
SP18,Europe,RLM11,REF112
SP18,Europe,RLM11,REF1096
SP19,Australia,RLM2,REF493
SP19,Australia,RLM2,REF1096
SP1074,Europe,RLM11,REF652
SP1295,South America,RLM1,REF370
SP1115,Asia,RLM11,REF652
SP1115,Asia,RLM10,REF652
SP1115,Europe,RLM11,REF1096
SP23,Asia,RLM6,REF183
SP23,Asia,RLM6,REF189
SP23,Asia,RLM11,REF183
SP23,Asia,RLM8,REF183
SP23,Asia,RLM10,REF183
SP23,Asia,RLM10,REF189
SP25,Asia,RLM6,REF682
SP25,Asia,RLM10,REF682
SP26,Europe,RLM11,REF1087
SP26,Africa,RLM8,REF1087
SP27,North America,RLM9,REF394
SP27,Asia,RLM11,REF394
SP27,Europe,RLM11,REF394
SP28,Europe,RLM11,REF1096
SP29,Asia,RLM6,REF957
SP29,Asia,RLM11,REF957
SP29,Asia,RLM10,REF957
SP29,Asia,RLM11,REF1096
SP29,Asia,RLM6,REF1096
SP30,North America,RLM9,REF867
SP30,South America,RLM1,REF867
SP30,South America,RLM7,REF867
SP30,North America,RLM9,REF1096
SP30,South America,RLM1,REF1096
SP1075,Europe,RLM11,REF816
SP1075,Asia,RLM11,REF816
SP31,South America,RLM1,REF68
SP31,North America,RLM7,REF68
SP31,South America,RLM1,REF1096
SP32,Europe,RLM11,REF957
SP32,Africa,RLM8,REF957
SP32,Europe,RLM11,REF1096
SP34,Europe,RLM11,REF1096
SP34,Asia,RLM11,REF1096
SP34,Asia,RLM6,REF1096
SP35,Europe,RLM11,REF1096
SP35,Asia,RLM11,REF1096
SP35,Africa,RLM3,REF1096
SP37,Europe,RLM11,REF733
SP38,Europe,RLM11,REF1223
SP38,Asia,RLM11,REF1223
SP39,Europe,RLM11,REF1096
SP41,Europe,RLM11,REF1002
SP42,Europe,RLM11,REF544
SP43,Europe,RLM11,REF1096
SP44,Europe,RLM11,REF487
SP44,Europe,RLM11,REF1096
SP45,North America,RLM9,REF1228
SP45,Oceania,,REF1228
SP45,Europe,RLM11,REF1228
SP45,Oceania,,REF1096
SP46,North America,RLM9,REF190
SP46,Oceania,,REF190
SP47,North America,RLM9,REF701
SP47,Oceania,RLM9,REF701
SP47,South America,RLM1,REF701
SP47,North America,RLM9,REF1096
SP49,Africa,RLM3,REF1167
SP49,Oceania,,REF1167
SP49,Asia,RLM6,REF1167
SP49,Europe,RLM11,REF1167
SP49,Africa,RLM8,REF1167
SP49,Asia,RLM10,REF1167
SP49,Europe,RLM11,REF1096
SP49,Asia,RLM11,REF1096
SP49,Asia,RLM6,REF1096
SP49,Africa,RLM3,REF1096
SP52,Australia,RLM2,REF1001
SP52,Oceania,RLM2,REF1001
SP52,North America,RLM9,REF1001
SP52,Oceania,RLM9,REF1001
SP52,South America,RLM1,REF1001
SP52,Oceania,,REF1001
SP52,Asia,RLM6,REF1001
SP52,Asia,RLM11,REF1001
SP52,Europe,RLM11,REF1001
SP52,North America,RLM7,REF1001
SP52,Africa,RLM8,REF1001
SP52,Asia,RLM8,REF1001
SP52,Asia,RLM10,REF1001
SP52,North America,RLM9,REF1096
SP53,Asia,RLM11,REF314
SP53,Europe,RLM11,REF314
SP53,Africa,RLM8,REF314
SP53,Europe,RLM11,REF1096
SP53,Asia,RLM11,REF1096
SP53,Africa,RLM3,REF1096
SP1119,Oceania,,REF1096
SP1120,North America,RLM9,REF1227
SP1120,North America,RLM7,REF1227
SP1120,South America,RLM1,REF1096
SP55,Europe,RLM11,REF1096
SP56,North America,RLM9,REF291
SP56,South America,RLM1,REF291
SP56,North America,RLM9,REF1096
SP1121,Africa,RLM3,REF69
SP1121,North America,RLM9,REF887
SP1121,South America,RLM1,REF887
SP1121,Oceania,,REF69
SP1121,Asia,RLM6,REF69
SP1121,North America,RLM7,REF887
SP1121,Asia,RLM6,REF1096
SP1121,Africa,RLM3,REF1096
SP1121,Australia,RLM2,REF1096
SP1122,Australia,RLM2,REF515
SP1122,Oceania,,REF515
SP1122,Asia,RLM6,REF515
SP1122,Asia,RLM6,REF1225
SP57,South America,RLM1,
SP57,South America,RLM1,REF1096
SP58,Asia,RLM11,REF515
SP58,Europe,RLM11,REF515
SP58,Europe,RLM11,REF1096
SP60,Asia,RLM11,REF1198
SP60,Europe,RLM11,REF1198
SP60,Asia,RLM10,REF1198
SP60,Europe,RLM11,REF1096
SP60,Asia,RLM11,REF1096
SP61,Europe,RLM11,REF1096
SP1126,North America,RLM9,REF1225
SP62,North America,RLM9,REF1002
SP62,South America,RLM1,REF1002
SP62,Asia,RLM11,REF1002
SP62,Europe,RLM11,REF1002
SP62,North America,RLM7,REF1002
SP62,South America,RLM7,REF1002
SP64,North America,RLM9,REF874
SP64,South America,RLM1,REF874
SP64,North America,RLM7,REF874
SP64,South America,RLM7,REF874
SP65,North America,RLM9,REF1164
SP65,South America,RLM1,REF1096
SP66,North America,RLM9,REF240
SP66,North America,RLM9,REF528
SP66,North America,RLM9,REF1096
SP67,Africa,RLM3,REF152
SP67,Australia,RLM2,REF152
SP67,Europe,RLM11,REF152
SP67,Africa,RLM3,REF1096
SP68,Asia,RLM6,REF957
SP68,Asia,RLM11,REF957
SP68,Asia,RLM10,REF957
SP68,Asia,RLM6,REF1096
SP1077,Europe,RLM11,REF952
SP1077,Africa,RLM8,REF952
SP69,North America,RLM9,REF394
SP69,Asia,RLM11,REF394
SP69,Europe,RLM11,REF394
SP70,North America,RLM9,REF72
SP70,South America,RLM1,REF72
SP70,North America,RLM7,REF72
SP70,South America,RLM7,REF72
SP70,South America,RLM1,REF1096
SP72,Oceania,RLM2,REF120
SP72,Oceania,,REF1096
SP73,South America,RLM1,REF1138
SP73,South America,RLM7,REF1138
SP73,South America,RLM1,REF1096
SP74,North America,RLM9,REF427
SP74,South America,RLM1,REF427
SP74,North America,RLM7,REF427
SP74,North America,RLM9,REF539
SP75,Africa,RLM3,REF628
SP75,Africa,RLM4,REF628
SP75,Oceania,,REF628
SP75,Asia,RLM6,REF628
SP75,Asia,RLM6,REF1096
SP77,North America,RLM9,REF358
SP77,South America,RLM1,REF1096
SP78,Australia,RLM2,REF614
SP78,Oceania,,REF614
SP78,Asia,RLM6,REF614
SP78,Asia,RLM11,REF614
SP78,Europe,RLM11,REF614
SP78,Asia,RLM10,REF614
SP78,Asia,RLM11,REF1096
SP78,Asia,RLM6,REF1096
SP79,Africa,RLM3,REF626
SP79,Africa,RLM8,REF577
SP79,Africa,RLM3,REF577
SP79,Asia,RLM6,REF577
SP1129,North America,RLM9,REF388
SP80,Asia,RLM6,REF863
SP80,Asia,RLM10,REF863
SP81,Asia,RLM10,REF674
SP81,Asia,RLM11,REF1096
SP81,Asia,RLM6,REF1096
SP82,North America,RLM9,REF1145
SP82,Oceania,RLM9,REF1145
SP83,Asia,RLM6,REF802
SP83,Asia,RLM11,REF802
SP83,Asia,RLM10,REF802
SP83,Asia,RLM10,REF641
SP83,Asia,RLM11,REF1096
SP83,Asia,RLM6,REF1096
SP84,Europe,RLM11,REF139
SP84,Asia,RLM6,REF139
SP84,Asia,RLM10,REF139
SP84,Asia,RLM8,REF139
SP84,Asia,RLM11,REF139
SP85,Africa,RLM8,REF253
SP85,Asia,RLM11,REF253
SP85,Europe,RLM11,REF253
SP85,Asia,RLM8,REF253
SP85,Asia,RLM10,REF253
SP1131,South America,RLM1,REF981
SP1131,South America,RLM1,REF772
SP1131,South America,RLM1,REF1096
SP86,North America,RLM9,REF1099
SP86,South America,RLM1,REF1099
SP86,North America,RLM7,REF1099
SP86,South America,RLM7,REF1099
SP86,South America,RLM1,REF1096
SP87,South America,RLM1,REF383
SP87,South America,RLM7,REF383
SP88,South America,RLM1,REF348
SP88,South America,RLM1,REF830
SP89,South America,RLM1,REF981
SP89,North America,RLM7,REF981
SP89,North America,RLM1,REF348
SP89,South America,RLM1,REF957
SP89,South America,RLM7,REF957
SP90,Africa,RLM3,REF976
SP90,Asia,RLM6,REF975
SP90,Asia,RLM6,REF1096
SP90,Africa,RLM3,REF1096
SP91,North America,RLM9,REF1115
SP91,North America,RLM9,REF1096
SP92,North America,RLM9,REF479
SP92,South America,RLM1,REF479
SP92,North America,RLM7,REF479
SP92,South America,RLM1,REF1096
SP93,Europe,RLM11,REF536
SP93,Asia,RLM11,REF536
SP94,Asia,RLM6,REF437
SP94,Europe,RLM11,REF431
SP94,Asia,RLM8,REF437
SP94,Asia,RLM10,REF275
SP94,Asia,RLM11,REF431
SP95,Europe,RLM11,REF1096
SP96,Asia,RLM6,REF771
SP100,Europe,RLM11,REF1096
SP101,North America,RLM7,REF1154
SP101,South America,RLM1,REF1096
SP102,Europe,RLM11,REF113
SP102,Africa,RLM8,REF113
SP102,Europe,RLM11,REF1096
SP103,North America,RLM9,REF465
SP103,Asia,RLM11,REF465
SP103,Europe,RLM11,REF465
SP103,Europe,RLM11,REF1096
SP103,Asia,RLM11,REF1096
SP104,Asia,RLM11,REF152
SP104,Europe,RLM11,REF957
SP104,Africa,RLM8,REF957
SP104,Asia,RLM8,REF152
SP104,Europe,RLM11,REF1096
SP105,Asia,RLM11,REF25
SP105,Asia,RLM11,REF70
SP105,Europe,RLM11,REF70
SP105,Africa,RLM8,REF25
SP105,Asia,RLM8,REF25
SP105,Asia,RLM8,REF70
SP106,Asia,RLM6,REF14
SP106,Asia,RLM6,REF1131
SP106,Asia,RLM6,REF456
SP106,Asia,RLM6,REF1096
SP107,Asia,RLM6,REF995
SP107,Asia,RLM8,REF995
SP107,Asia,RLM10,REF995
SP1336,Africa,RLM3,REF571
SP1336,Africa,RLM3,REF584
SP1336,Asia,RLM6,REF584
SP1336,Asia,RLM11,REF571
SP1336,Asia,RLM11,REF584
SP1336,Europe,RLM11,REF584
SP1336,Europe,RLM11,REF571
SP1336,Africa,RLM8,REF584
SP1336,Asia,RLM8,REF584
SP1336,Asia,RLM10,REF571
SP1286,Australia,RLM2,REF146
SP1286,Australia,RLM2,REF147
SP110,Europe,RLM11,REF1096
SP112,Africa,RLM3,REF347
SP112,Asia,RLM11,REF347
SP112,Europe,RLM11,REF347
SP112,Africa,RLM8,REF347
SP112,Asia,RLM8,REF347
SP112,Africa,RLM3,REF1096
SP113,Asia,RLM11,REF152
SP113,Europe,RLM11,REF152
SP113,Asia,RLM10,REF152
SP113,Asia,RLM11,REF1096
SP114,Asia,RLM11,REF105
SP114,Europe,RLM11,REF105
SP114,Asia,RLM11,REF1096
SP115,Europe,RLM11,REF1096
SP116,Europe,RLM11,REF1096
SP117,Asia,RLM11,REF152
SP117,Asia,RLM11,REF505
SP117,Europe,RLM11,REF152
SP117,Europe,RLM11,REF505
SP117,Africa,RLM8,REF152
SP117,Africa,RLM8,REF505
SP117,Asia,RLM8,REF152
SP117,Asia,RLM8,REF505
SP117,Asia,RLM10,REF152
SP117,Asia,RLM10,REF505
SP117,Europe,RLM11,REF1096
SP117,Asia,RLM11,REF1096
SP119,South America,RLM1,REF1166
SP119,South America,RLM7,REF1166
SP120,Asia,RLM6,REF17
SP120,Asia,RLM11,REF17
SP120,Europe,RLM11,REF334
SP120,Africa,RLM8,REF17
SP120,Africa,RLM8,REF334
SP120,Asia,RLM8,REF17
SP120,Asia,RLM8,REF334
SP120,Africa,RLM3,REF334
SP121,Asia,RLM11,REF578
SP121,Europe,RLM11,REF578
SP121,Europe,RLM11,REF1096
SP122,North America,RLM9,REF7
SP122,North America,RLM9,REF1096
SP123,Europe,RLM11,REF780
SP123,Europe,RLM11,REF957
SP123,Asia,RLM10,REF780
SP123,Asia,RLM11,REF594
SP124,Asia,RLM11,REF152
SP124,Europe,RLM11,REF152
SP124,Asia,RLM8,REF152
SP124,Europe,RLM11,REF1096
SP125,North America,RLM9,REF613
SP125,North America,RLM9,REF1096
SP126,Europe,RLM11,REF613
SP126,Europe,RLM11,REF1096
SP127,South America,RLM7,REF651
SP127,South America,RLM1,REF651
SP128,North America,RLM7,REF651
SP128,South America,RLM1,REF651
SP128,North America,RLM9,REF651
SP128,South America,RLM7,REF651
SP1132,North America,RLM9,REF997
SP1132,South America,RLM1,REF299
SP1132,North America,RLM7,REF997
SP1132,South America,RLM7,REF299
SP129,Asia,RLM6,REF665
SP129,Asia,RLM6,REF1096
SP130,Australia,RLM2,REF412
SP130,Australia,RLM2,REF1096
SP131,North America,RLM9,REF270
SP131,North America,RLM9,REF1096
SP133,Australia,RLM2,REF493
SP133,Australia,RLM2,REF1096
SP134,Asia,RLM6,REF702
SP134,Asia,RLM10,REF702
SP134,Asia,RLM11,REF1096
SP135,North America,RLM9,REF302
SP135,South America,RLM1,REF302
SP135,North America,RLM7,REF302
SP135,South America,RLM7,REF302
SP135,North America,RLM9,REF1096
SP136,Africa,RLM3,REF622
SP136,Asia,RLM6,REF622
SP136,Asia,RLM11,REF622
SP136,Europe,RLM11,REF622
SP136,Africa,RLM8,REF622
SP136,Africa,RLM8,REF417
SP136,Asia,RLM8,REF622
SP136,Africa,RLM3,REF1096
SP137,South America,RLM1,REF650
SP137,North America,RLM7,REF650
SP137,South America,RLM1,REF1096
SP139,Asia,RLM6,REF490
SP139,Asia,RLM10,REF490
SP139,Asia,RLM11,REF1096
SP1133,Australia,RLM2,REF49
SP1133,Oceania,,REF49
SP1133,Oceania,RLM9,REF49
SP140,Australia,RLM2,REF948
SP140,Australia,RLM2,REF1096
SP1136,Australia,RLM2,REF545
SP1136,Oceania,,REF545
SP1136,Asia,RLM6,REF545
SP1136,Asia,RLM10,REF545
SP1136,Oceania,,REF1096
SP141,Europe,RLM11,REF94
SP142,Europe,RLM11,REF94
SP142,Asia,RLM11,REF94
SP143,Asia,RLM11,REF94
SP143,Asia,RLM8,REF94
SP143,Europe,RLM11,REF1096
SP144,North America,RLM7,REF133
SP144,South America,RLM7,REF133
SP146,Asia,RLM11,REF593
SP146,Asia,RLM10,REF593
SP146,Asia,RLM11,REF1096
SP147,Asia,RLM6,REF850
SP147,Asia,RLM11,REF850
SP147,Europe,RLM11,REF850
SP147,Asia,RLM10,REF850
SP1139,Oceania,,REF1228
SP1139,Asia,RLM6,REF1228
SP1139,Australia,RLM2,REF1096
SP1139,Oceania,,REF1096
SP148,North America,RLM9,REF79
SP148,South America,RLM1,REF79
SP148,South America,RLM1,REF68
SP148,North America,RLM7,REF68
SP148,North America,RLM7,REF924
SP148,North America,RLM7,REF79
SP148,South America,RLM7,REF79
SP149,Africa,RLM3,REF266
SP149,North America,RLM9,REF929
SP149,South America,RLM1,REF929
SP149,North America,RLM7,REF929
SP149,South America,RLM1,REF1096
SP1141,Australia,RLM2,REF1020
SP1141,North America,RLM9,REF1020
SP1141,Oceania,,REF1020
SP1141,Asia,RLM6,REF1020
SP1141,Asia,RLM11,REF1020
SP1141,Europe,RLM11,REF1020
SP1141,Africa,RLM8,REF1020
SP1141,Asia,RLM8,REF1020
SP1141,Asia,RLM10,REF1020
SP1141,Europe,RLM11,REF1096
SP150,North America,RLM9,REF342
SP150,South America,RLM1,REF342
SP150,North America,RLM7,REF342
SP150,South America,RLM1,REF1096
SP151,Australia,RLM2,REF748
SP151,Australia,RLM2,REF1096
SP152,Australia,RLM2,REF202
SP152,Australia,RLM2,REF1096
SP153,Australia,RLM2,REF493
SP153,Australia,RLM2,REF1096
SP154,Australia,RLM2,REF1179
SP154,Australia,RLM2,REF1096
SP155,Australia,RLM2,REF1179
SP155,Australia,RLM2,REF1096
SP156,Australia,RLM2,REF1179
SP156,Australia,RLM2,REF1096
SP157,Asia,RLM11,REF795
SP157,Europe,RLM11,REF795
SP157,Europe,RLM11,REF1096
SP158,Africa,RLM3,REF161
SP158,Asia,RLM6,REF161
SP158,Asia,RLM11,REF161
SP158,Africa,RLM8,REF161
SP158,Asia,RLM8,REF161
SP159,North America,RLM9,REF501
SP159,North America,RLM9,REF1096
SP160,Europe,RLM11,REF1002
SP161,Oceania,RLM9,REF1227
SP161,Asia,RLM11,REF1096
SP161,Asia,RLM6,REF1096
SP161,Australia,RLM2,REF1096
SP161,Oceania,,REF1096
SP162,Asia,RLM11,REF1096
SP163,North America,RLM7,REF358
SP163,South America,RLM1,REF1096
SP1297,Africa,RLM3,REF622
SP1297,Africa,RLM8,REF622
SP1297,Africa,RLM3,REF1096
SP165,Australia,RLM2,REF147
SP165,Asia,RLM6,REF995
SP165,Asia,RLM8,REF995
SP165,Asia,RLM10,REF995
SP165,Africa,RLM3,REF1096
SP166,Europe,RLM11,REF252
SP166,Africa,RLM3,REF1096
SP167,Europe,RLM11,REF585
SP167,Africa,RLM3,REF1096
SP168,North America,RLM9,REF6
SP168,North America,RLM9,REF1096
SP1326,Oceania,,REF1228
SP1326,Asia,RLM6,REF1228
SP1326,Asia,RLM6,REF1096
SP1326,Oceania,,REF1096
SP169,Europe,RLM11,REF585
SP169,Africa,RLM3,REF1096
SP170,Africa,RLM8,REF585
SP170,Europe,RLM11,REF585
SP170,Europe,RLM11,REF1096
SP171,Africa,RLM8,REF585
SP171,Europe,RLM11,REF585
SP171,Africa,RLM3,REF1096
SP172,Europe,RLM11,REF585
SP172,Africa,RLM3,REF1096
SP173,Australia,RLM2,REF880
SP173,Australia,RLM2,REF1096
SP174,Europe,RLM11,REF585
SP175,Europe,RLM11,REF1002
SP175,Asia,RLM11,REF1002
SP176,North America,RLM7,REF271
SP176,South America,RLM1,REF1096
SP177,Australia,RLM2,REF493
SP177,Australia,RLM2,REF1096
SP1143,Oceania,,REF1225
SP1143,Asia,RLM6,REF1225
SP1143,Asia,RLM10,REF1225
SP1143,Oceania,RLM2,REF1225
SP1143,Oceania,RLM9,REF1225
SP1143,Europe,RLM11,REF1096
SP1143,Asia,RLM11,REF1096
SP1143,Africa,RLM3,REF1096
SP1143,Australia,RLM2,REF1096
SP178,Europe,RLM11,REF1002
SP178,Asia,RLM11,REF1038
SP179,Asia,RLM11,REF1096
SP180,Australia,RLM2,REF537
SP180,Oceania,,REF537
SP180,Asia,RLM6,REF537
SP180,Asia,,REF537
SP180,Asia,RLM6,REF1096
SP180,Australia,RLM2,REF1096
SP181,Europe,RLM11,
SP182,North America,RLM9,REF683
SP182,North America,RLM9,REF1096
SP1144,Asia,RLM6,REF1159
SP1144,Oceania,,REF1096
SP183,Asia,RLM11,REF678
SP183,Europe,RLM11,REF678
SP183,Asia,RLM8,REF678
SP183,Europe,RLM11,REF1096
SP183,Asia,RLM11,REF1096
SP184,North America,RLM9,REF154
SP184,South America,RLM1,REF154
SP184,North America,RLM7,REF154
SP184,South America,RLM7,REF154
SP184,North America,RLM9,REF1096
SP185,North America,RLM9,REF1113
SP186,Europe,RLM11,REF683
SP186,Africa,RLM3,REF1096
SP187,North America,RLM9,REF269
SP187,North America,RLM9,REF1096
SP188,North America,RLM9,REF729
SP188,South America,RLM1,REF1096
SP1145,North America,RLM9,REF442
SP1145,South America,RLM1,REF442
SP1145,North America,RLM9,REF1096
SP189,Europe,RLM11,REF66
SP189,Europe,RLM11,REF1096
SP1146,South America,RLM1,REF134
SP1146,North America,RLM7,REF134
SP1146,South America,RLM7,REF134
SP191,Europe,RLM11,REF957
SP191,Africa,RLM8,REF957
SP191,Europe,RLM11,REF1096
SP192,South America,RLM1,REF152
SP192,South America,RLM1,REF1096
SP194,Africa,RLM3,REF915
SP194,Australia,RLM2,REF915
SP194,Africa,RLM3,REF1096
SP195,Europe,RLM11,REF906
SP195,Africa,RLM8,REF906
SP196,Europe,RLM11,REF15
SP197,Asia,RLM11,REF1096
SP197,Africa,RLM3,REF1096
SP198,North America,RLM9,REF205
SP1080,Europe,RLM11,REF1002
SP1080,Asia,RLM11,REF1002
SP199,North America,RLM9,REF182
SP199,South America,RLM1,REF182
SP199,North America,RLM7,REF182
SP199,South America,RLM7,REF182
SP200,North America,RLM7,REF68
SP200,North America,RLM7,REF358
SP200,South America,RLM1,REF1096
SP201,Africa,RLM3,REF248
SP201,Australia,RLM2,REF248
SP201,Africa,RLM4,REF248
SP201,Oceania,,REF248
SP201,Asia,RLM6,REF248
SP201,Africa,RLM8,REF683
SP201,Asia,RLM8,REF248
SP201,Asia,RLM10,REF248
SP201,Asia,RLM6,REF1096
SP201,Africa,RLM3,REF1096
SP201,Australia,RLM2,REF1096
SP201,Oceania,,REF1096
SP202,Europe,RLM11,REF1096
SP204,Asia,RLM11,REF1046
SP204,Asia,RLM10,REF1046
SP204,Asia,RLM11,REF1096
SP1147,Africa,RLM3,REF249
SP1147,Africa,RLM8,REF249
SP1147,Asia,RLM11,REF249
SP1147,Europe,RLM11,REF249
SP1147,Asia,RLM8,REF249
SP1147,Europe,RLM11,REF1096
SP1148,Oceania,,REF1096
SP205,Europe,RLM11,REF1096
SP206,Asia,RLM11,REF249
SP206,Europe,RLM11,REF683
SP206,Europe,RLM11,REF761
SP206,Asia,RLM8,REF249
SP208,Asia,RLM6,REF1100
SP208,Asia,RLM10,REF1100
SP208,Asia,RLM11,REF1096
SP209,North America,RLM9,REF1211
SP209,South America,RLM1,REF1211
SP209,North America,RLM7,REF1211
SP209,South America,RLM1,REF1096
SP210,North America,RLM9,REF123
SP211,Europe,RLM11,REF152
SP211,Europe,RLM11,REF1096
SP212,South America,RLM1,REF951
SP212,South America,RLM1,REF195
SP212,North America,RLM7,REF11
SP212,North America,RLM7,REF756
SP212,South America,RLM7,REF951
SP212,South America,RLM7,REF756
SP212,North America,RLM9,REF756
SP213,Australia,RLM2,
SP213,Australia,RLM2,REF87
SP213,Australia,RLM2,REF1096
SP214,Africa,RLM3,REF248
SP214,Asia,RLM6,REF248
SP214,Asia,RLM11,REF248
SP214,Europe,RLM11,REF248
SP214,Africa,RLM8,REF248
SP214,Asia,RLM8,REF248
SP214,Europe,RLM11,REF1096
SP214,Asia,RLM11,REF1096
SP215,Asia,RLM11,REF256
SP215,Europe,RLM11,REF256
SP215,Africa,RLM8,REF256
SP215,Europe,RLM11,REF1096
SP216,Asia,RLM11,REF609
SP216,Europe,RLM11,REF219
SP216,Europe,RLM11,REF1096
SP217,Europe,RLM11,REF749
SP217,Europe,RLM11,REF1096
SP218,North America,RLM9,REF852
SP218,North America,RLM7,REF852
SP218,South America,RLM1,REF1096
SP219,Europe,RLM11,REF571
SP219,Asia,RLM11,REF571
SP220,Australia,RLM2,REF413
SP220,Australia,RLM2,REF1096
SP221,Australia,RLM2,
SP221,Australia,RLM2,REF1096
SP222,Asia,RLM10,REF152
SP222,Asia,RLM6,REF152
SP222,Asia,RLM11,REF152
SP223,Asia,RLM11,REF546
SP223,Europe,RLM11,REF546
SP223,Europe,RLM11,REF1096
SP224,Australia,RLM2,REF116
SP224,Oceania,,REF116
SP224,Asia,RLM6,REF116
SP224,Asia,RLM10,REF116
SP225,Australia,RLM2,
SP225,Australia,RLM2,REF1179
SP225,Australia,RLM2,REF1096
SP226,Europe,RLM11,REF783
SP226,Europe,RLM11,REF1096
SP227,Asia,RLM6,REF526
SP227,Australia,RLM2,REF526
SP1333,Africa,RLM3,REF45
SP1333,Africa,RLM3,REF108
SP1333,Africa,RLM8,REF108
SP228,Europe,RLM11,REF1081
SP228,Asia,RLM11,REF1081
SP230,Europe,RLM11,REF966
SP230,Africa,RLM8,REF966
SP233,Africa,RLM3,REF248
SP233,Asia,RLM11,REF248
SP233,Europe,RLM11,REF248
SP233,Africa,RLM8,REF248
SP233,Asia,RLM8,REF248
SP234,Asia,RLM6,REF459
SP234,Asia,RLM8,REF459
SP234,Asia,RLM10,REF459
SP234,Asia,RLM11,REF1096
SP234,Asia,RLM6,REF1096
SP235,Asia,RLM6,REF402
SP235,Asia,RLM6,REF1096
SP236,Asia,RLM6,REF152
SP236,Asia,RLM11,REF152
SP236,Asia,RLM8,REF152
SP236,Asia,RLM10,REF152
SP236,Asia,RLM11,REF1096
SP236,Asia,RLM6,REF1096
SP1281,Europe,RLM11,REF144
SP1154,North America,RLM9,REF1225
SP1154,North America,RLM9,REF889
SP1154,South America,RLM1,REF1225
SP1154,South America,RLM1,REF889
SP1154,North America,RLM7,REF889
SP1154,South America,RLM7,REF889
SP1154,North America,RLM9,REF1096
SP237,Australia,RLM2,REF508
SP237,Australia,RLM2,REF1096
SP238,Australia,RLM2,REF307
SP238,Australia,RLM2,REF1096
SP239,Africa,RLM4,REF248
SP1100,Australia,RLM2,REF581
SP241,Asia,RLM6,REF1207
SP241,Asia,RLM10,REF1207
SP241,Asia,RLM6,REF1096
SP243,Europe,RLM11,REF1096
SP244,Asia,RLM6,REF944
SP245,North America,RLM9,REF395
SP246,North America,RLM9,REF396
SP247,Asia,RLM10,REF638
SP247,Asia,RLM6,REF638
SP247,Asia,RLM11,REF638
SP248,North America,RLM9,REF616
SP1078,Europe,RLM11,REF155
SP1078,Asia,RLM8,REF155
SP1078,Asia,RLM11,REF155
SP250,Asia,RLM6,REF946
