Species;NAME_0;Realm;Cryptogenic;Dispersal;Eradicated;IntentionalRelease;Introduced;Established;ReportedFirstYear;Reference;ReferenceYear
Acontia candefacta;Romania;Palearctic;;;0.0;;1.0;1.0;;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS.;2020.0
Acontia candefacta;Czechia;Palearctic;0.0;;0.0;;1.0;1.0;;Lastuvka, Z. et al. (2023). Butterfl ies and moths (Lepidoptera) of Czechia – updated list of species. MENDEKU Agronomicka fakulta.;2023.0
Acontia crocata;France;Palearctic;;;0.0;;1.0;1.0;;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS.;2020.0
Acontia crocata;France;Palearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0
Acraea terpiscore;Australia;Australian;;;0.0;;1.0;1.0;;Mally, R. et al. (2022). Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset.;2022.0
Acraea terpsicore;Brunei;Oriental;1.0;;0.0;0.0;0.0;1.0;2016.0;Chowdhury, S. et al. (2020). Coasting along to a wider range: niche conservatism in the recent range expansion of the Tawny Coster, Acraea terpsicore (Lepidoptera: Nymphalidae). Diversity and Distributions. 27: 402-415;2020.0
Acraea terpsicore;Australia;Australian;0.0;;0.0;0.0;0.0;1.0;2012.0;Chowdhury, S. et al. (2020). Coasting along to a wider range: niche conservatism in the recent range expansion of the Tawny Coster, Acraea terpsicore (Lepidoptera: Nymphalidae). Diversity and Distributions. 27: 402-415;2020.0
Acraea terpsicore;Australia;Australian;0.0;;0.0;0.0;0.0;1.0;2012.0;Braby, M. et al. (2014). Spatial distribution and range expansion of the Tawny Coster butterfly, Acraea terpsicore (Linnaeus, 1758) (Lepidoptera: Nymphalidae), in South-East Asia and Australia. Insect Conservation Diversity. 7: 132-143;2014.0
Acraea terpsicore;Australia;Australian;0.0;;0.0;0.0;0.0;1.0;2012.0;Braby, M. (2013). The Tawny Coster Acraea terpsicore in the Northern Territory, a new butterfly for Australia. Nature Territory. Newsletter of the Northern Territory Field Naturalists Club Inc. February 2013: 5;2013.0
Acraea terpsicore;Australia;Australian;0.0;;0.0;0.0;0.0;1.0;2016.0;Chowdhury, S. et al. (2020). Coasting along to a wider range: niche conservatism in the recent range expansion of the Tawny Coster, Acraea terpsicore (Lepidoptera: Nymphalidae). Diversity and Distributions. 27: 402-415;2020.0
Acraea terpsicore;Hainan;Oriental;1.0;;0.0;0.0;;1.0;1994.0;Chowdhury, S. et al. (2020). Coasting along to a wider range: niche conservatism in the recent range expansion of the Tawny Coster, Acraea terpsicore (Lepidoptera: Nymphalidae). Diversity and Distributions. 27: 402-415;2020.0
Acraea terpsicore;Australia;Australian;0.0;;0.0;0.0;0.0;1.0;2014.0;Chowdhury, S. et al. (2020). Coasting along to a wider range: niche conservatism in the recent range expansion of the Tawny Coster, Acraea terpsicore (Lepidoptera: Nymphalidae). Diversity and Distributions. 27: 402-415;2020.0
Acraea terpsicore;Bhutan;Oriental;1.0;;0.0;0.0;;1.0;2014.0;Chowdhury, S. et al. (2020). Coasting along to a wider range: niche conservatism in the recent range expansion of the Tawny Coster, Acraea terpsicore (Lepidoptera: Nymphalidae). Diversity and Distributions. 27: 402-415;2020.0
Acraea terpsicore;Cambodia;Oriental;1.0;;0.0;0.0;;1.0;2013.0;Chowdhury, S. et al. (2020). Coasting along to a wider range: niche conservatism in the recent range expansion of the Tawny Coster, Acraea terpsicore (Lepidoptera: Nymphalidae). Diversity and Distributions. 27: 402-415;2020.0
Acraea terpsicore;Indonesia;Oriental;1.0;;0.0;0.0;;1.0;2008.0;Chowdhury, S. et al. (2020). Coasting along to a wider range: niche conservatism in the recent range expansion of the Tawny Coster, Acraea terpsicore (Lepidoptera: Nymphalidae). Diversity and Distributions. 27: 402-415;2020.0
Acraea terpsicore;Laos;Oriental;1.0;;0.0;0.0;;1.0;2012.0;Chowdhury, S. et al. (2020). Coasting along to a wider range: niche conservatism in the recent range expansion of the Tawny Coster, Acraea terpsicore (Lepidoptera: Nymphalidae). Diversity and Distributions. 27: 402-415;2020.0
Acraea terpsicore;Malaysia;Oriental;1.0;;0.0;0.0;;1.0;1992.0;Chowdhury, S. et al. (2020). Coasting along to a wider range: niche conservatism in the recent range expansion of the Tawny Coster, Acraea terpsicore (Lepidoptera: Nymphalidae). Diversity and Distributions. 27: 402-415;2020.0
Acraea terpsicore;Nepal;Sino-Japanese;0.0;;0.0;0.0;0.0;1.0;1989.0;Chowdhury, S. et al. (2020). Coasting along to a wider range: niche conservatism in the recent range expansion of the Tawny Coster, Acraea terpsicore (Lepidoptera: Nymphalidae). Diversity and Distributions. 27: 402-415;2020.0
Acraea terpsicore;Pakistan;Oriental;0.0;;0.0;0.0;0.0;1.0;2012.0;Chowdhury, S. et al. (2020). Coasting along to a wider range: niche conservatism in the recent range expansion of the Tawny Coster, Acraea terpsicore (Lepidoptera: Nymphalidae). Diversity and Distributions. 27: 402-415;2020.0
Acraea terpsicore;Singapore;Oriental;1.0;;0.0;0.0;;1.0;2006.0;Chowdhury, S. et al. (2020). Coasting along to a wider range: niche conservatism in the recent range expansion of the Tawny Coster, Acraea terpsicore (Lepidoptera: Nymphalidae). Diversity and Distributions. 27: 402-415;2020.0
Acraea terpsicore;Thailand;Oriental;1.0;;0.0;0.0;;1.0;1984.0;Chowdhury, S. et al. (2020). Coasting along to a wider range: niche conservatism in the recent range expansion of the Tawny Coster, Acraea terpsicore (Lepidoptera: Nymphalidae). Diversity and Distributions. 27: 402-415;2020.0
Acraea terpsicore;Timor-Leste;Oriental;1.0;;0.0;0.0;;1.0;2012.0;Chowdhury, S. et al. (2020). Coasting along to a wider range: niche conservatism in the recent range expansion of the Tawny Coster, Acraea terpsicore (Lepidoptera: Nymphalidae). Diversity and Distributions. 27: 402-415;2020.0
Acraea terpsicore;Vietnam;Oriental;1.0;;0.0;0.0;;1.0;1992.0;Chowdhury, S. et al. (2020). Coasting along to a wider range: niche conservatism in the recent range expansion of the Tawny Coster, Acraea terpsicore (Lepidoptera: Nymphalidae). Diversity and Distributions. 27: 402-415;2020.0
Acraea terpsicore;Indonesia;Oriental;0.0;;0.0;0.0;0.0;1.0;2008.0;Braby, M. et al. (2014). Spatial distribution and range expansion of the Tawny Coster butterfly, Acraea terpsicore (Linnaeus, 1758) (Lepidoptera: Nymphalidae), in South-East Asia and Australia. Insect Conservation Diversity. 7: 132-143;2014.0
Acraea terpsicore;Malaysia;Oriental;1.0;;0.0;0.0;;1.0;1992.0;Braby, M. et al. (2014). Spatial distribution and range expansion of the Tawny Coster butterfly, Acraea terpsicore (Linnaeus, 1758) (Lepidoptera: Nymphalidae), in South-East Asia and Australia. Insect Conservation Diversity. 7: 132-143;2014.0
Acraea terpsicore;Singapore;Oriental;1.0;;0.0;0.0;;1.0;2006.0;Braby, M. et al. (2014). Spatial distribution and range expansion of the Tawny Coster butterfly, Acraea terpsicore (Linnaeus, 1758) (Lepidoptera: Nymphalidae), in South-East Asia and Australia. Insect Conservation Diversity. 7: 132-143;2014.0
Acraea terpsicore;Thailand;Oriental;1.0;;0.0;0.0;;1.0;1980.0;Braby, M. et al. (2014). Spatial distribution and range expansion of the Tawny Coster butterfly, Acraea terpsicore (Linnaeus, 1758) (Lepidoptera: Nymphalidae), in South-East Asia and Australia. Insect Conservation Diversity. 7: 132-143;2014.0
Acraea terpsicore;Timor-Leste;Oriental;1.0;;0.0;0.0;;1.0;2012.0;Braby, M. et al. (2014). Spatial distribution and range expansion of the Tawny Coster butterfly, Acraea terpsicore (Linnaeus, 1758) (Lepidoptera: Nymphalidae), in South-East Asia and Australia. Insect Conservation Diversity. 7: 132-143;2014.0
Acraea terpsicore;Cambodia;Oriental;1.0;;0.0;0.0;;1.0;2013.0;Braby, M. et al. (2014). Host plants, biology and distribution of Acraea terpsicore (Linnaeus, 1758) (Lepidoptera: Nymphalidae): a new butterfly for northern Australia with potential invasive status. Austral Entomology. 53: 288-297;2014.0
Acraea terpsicore;Australia;Australian;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0
Acraea terpsicore;Ghana;Afrotropical;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0
Acrobasis pirivorella;Taiwan;Oriental;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0
Acrobasis pirivorella;Netherlands;Palearctic;;;0.0;;;0.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0
Acrobasis pirivorella;Slovenia;Palearctic;;;0.0;;;0.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0
Acrobasis suavella;United States;Nearctic;0.0;;0.0;0.0;1.0;;;Simpson, A. et al. (2022). United States Register of Introduced and Invasive Species (US-RIIS) (ver. 2.0, November 2022): U.S. Geological Survey data release.;2022.0
Acrobasis suavella;United States;Nearctic;0.0;;0.0;0.0;;;;Yamanaka, T. et al. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061;2015.0
Acrobasis suavella;Canada;Nearctic;0.0;0.0;0.0;0.0;1.0;1.0;;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0
Acrobasis suavella;Canada;Nearctic;0.0;;0.0;0.0;1.0;1.0;;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0
Acrocercops laciniella;New Zealand;Australian;;;0.0;;1.0;1.0;1999.0;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Acrocercops laciniella;New Zealand;Australian;0.0;;0.0;0.0;;1.0;1999.0;Hoare, R. (2001). Adventive species of Lepidoptera recorded for the first time in New Zealand since 1988. New Zealand Entomologist. 24: 23-47;2001.0
Acrocercops laciniella;New Zealand;Australian;;;0.0;;1.0;1.0;;Mally, R. et al. (2022). Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset.;2022.0
Acrolepia assectella;Canada;Nearctic;0.0;;0.0;0.0;1.0;1.0;1993.0;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0
Acrolepia assectella;United States;Nearctic;0.0;;0.0;0.0;1.0;1.0;1993.0;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0
Acrolepiopsis assectella;United States;Nearctic;0.0;;0.0;0.0;1.0;1.0;1993.0;Simpson, A. et al. (2022). United States Register of Introduced and Invasive Species (US-RIIS) (ver. 2.0, November 2022): U.S. Geological Survey data release.;2022.0
Acrolepiopsis assectella;United States;Nearctic;0.0;;0.0;0.0;1.0;1.0;2009.0;Puillandre, N. et al. (2008). Genetic bottleneck in invasive species: the potato tuber moth adds to the list. Biological Invasions. 10: 319-333;2008.0
Acrolepiopsis assectella;United States;Nearctic;0.0;;0.0;0.0;1.0;1.0;2009.0;Mason, P. et al. (2010). Biology and development of leek moth, Acrolepiopsis assectella (Lepidoptera: Acrolepiidae), in eastern Ontario. Canadian Entomologist. 142: 393-404;2010.0
Acrolepiopsis assectella;Canada;Nearctic;0.0;;0.0;0.0;1.0;1.0;2007.0;Landry, J. (2007). Taxonomic review of the leek moth genus Acrolepiopsis (Lepidoptera: Acrolepiidae) in North America. The Canadian Entomologist. 139: 319-353;2007.0
Acrolepiopsis assectella;Canada;Nearctic;0.0;;0.0;0.0;1.0;1.0;1993.0;Puillandre, N. et al. (2008). Genetic bottleneck in invasive species: the potato tuber moth adds to the list. Biological Invasions. 10: 319-333;2008.0
Acrolepiopsis assectella;Canada;Nearctic;0.0;;0.0;0.0;1.0;1.0;1993.0;Handfield, L. et al. (1997). Liste des lepidopteres du Quebec et du Labrador. Fabreries, Supplement 7;1997.0
Acrolepiopsis assectella;Canada;Nearctic;0.0;;0.0;0.0;1.0;1.0;2010.0;Mason, P. et al. (2010). Biology and development of leek moth, Acrolepiopsis assectella (Lepidoptera: Acrolepiidae), in eastern Ontario. Canadian Entomologist. 142: 393-404;2010.0
Acrolepiopsis assectella;United States;Nearctic;0.0;;0.0;0.0;1.0;1.0;2015.0;Puillandre, N. et al. (2008). Genetic bottleneck in invasive species: the potato tuber moth adds to the list. Biological Invasions. 10: 319-333;2008.0
Acrolepiopsis assectella;United States;Nearctic;0.0;;0.0;0.0;;1.0;;Yamanaka, T. et al. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061;2015.0
Acrolepiopsis assectella;Canada;Nearctic;0.0;0.0;0.0;0.0;1.0;1.0;1993.0;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0
Acrolepiopsis assectella;Spanish European Islands;Palearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0
Acrolepiopsis assectella;Russia Europe;Palearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0
Acrolepiopsis assectella;French European Islands;Palearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0
Acrolepiopsis assectella;Russia Asia;Palearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0
Acrolepiopsis assectella;United Kingdom;Palearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0
Acrolepiopsis assectella;Canada;Nearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0
Acrolepiopsis assectella;Sicily and Sardinia;Palearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0
Acrolepiopsis assectella;United States;Nearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0
Acrolepiopsis assectella;Algeria;Saharo-Arabian;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0
Acrolepiopsis assectella;Japan;Sino-Japanese;;;0.0;;;0.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0
Acrolepiopsis assectella;Kazakhstan;Palearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0
Acrolepiopsis assectella;Kyrgyzstan;Palearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0
Acrolepiopsis assectella;Mongolia;Palearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0
Acrolepiopsis assectella;Armenia;Palearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0
Acrolepiopsis assectella;Austria;Palearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0
Acrolepiopsis assectella;Azerbaijan;Palearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0
Acrolepiopsis assectella;Belarus;Palearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0
Acrolepiopsis assectella;Belgium;Palearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0
Acrolepiopsis assectella;Czechia;Palearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0
Acrolepiopsis assectella;Denmark;Palearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0
Acrolepiopsis assectella;Estonia;Palearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0
Acrolepiopsis assectella;Finland;Palearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0
Acrolepiopsis assectella;France;Palearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0
Acrolepiopsis assectella;Georgia;Palearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0
Acrolepiopsis assectella;Germany;Palearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0
Acrolepiopsis assectella;Greece;Palearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0
Acrolepiopsis assectella;Hungary;Palearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0
Acrolepiopsis assectella;Italy;Palearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0
Acrolepiopsis assectella;Latvia;Palearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0
Acrolepiopsis assectella;Lithuania;Palearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0
Acrolepiopsis assectella;Luxembourg;Palearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0
Acrolepiopsis assectella;Moldova;Palearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0
