Species;NAME_0;Realm;Cryptogenic;Dispersal;Eradicated;IntentionalRelease;Introduced;Established;ReportedFirstYear;Reference;ReferenceYear
Hellinsia beneficus;Hawaii;Nearctic;0.0;0.0;0.0;1.0;1.0;1.0;;Austin, K., Rubinoff, D. (2023). New records of introduced Lepidoptera in the Hawaiian Islands for the year 2022. Bishop Museum Occasional Papers 148: 175–184;2023.0
Hellinsia beneficus;Hawaii;Nearctic;0.0;0.0;0.0;1.0;1.0;1.0;1972.0;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Hellinsia beneficus;Hawaii;Nearctic;0.0;0.0;0.0;1.0;1.0;1.0;;Yamanaka, T. et al. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061;2015.0
Hellula phidilealis;United States;Nearctic;1.0;;0.0;0.0;1.0;1.0;;Simpson, A. et al. (2022). United States Register of Introduced and Invasive Species (US-RIIS) (ver. 2.0, November 2022): U.S. Geological Survey data release.;2022.0
Hellula phidilealis;Hawaii;Nearctic;1.0;;0.0;0.0;1.0;1.0;;Simpson, A. et al. (2022). United States Register of Introduced and Invasive Species (US-RIIS) (ver. 2.0, November 2022): U.S. Geological Survey data release.;2022.0
Hellula phidilealis;Hawaii;Nearctic;;;0.0;;1.0;1.0;;Mally, R. et al. (2022). Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset.;2022.0
Hellula phidilealis;Chile;Neotropical;;;0.0;;1.0;1.0;1965.0;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Hellula phidilealis;United States;Nearctic;0.0;;0.0;0.0;;1.0;;Yamanaka, T. et al. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061;2015.0
Hellula phidilealis;Hawaii;Nearctic;0.0;;0.0;0.0;1.0;1.0;;Nishida, G. (2002). Hawaiian terrestrial arthropod checklist. Fourth edition. Bishop Museum Press. 313 pp;2002.0
Hellula phidilealis;Hawaii;Nearctic;;;0.0;;1.0;1.0;1989.0;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Hellula phidilealis;Hawaii;Nearctic;1.0;;0.0;0.0;;1.0;;Yamanaka, T. et al. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061;2015.0
Hellula phidilealis;Hawaii;Nearctic;0.0;;0.0;;1.0;1.0;;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo.;2024.0
Hellula undalis;United States;Nearctic;;;0.0;0.0;1.0;;;Simpson, A. et al. (2022). United States Register of Introduced and Invasive Species (US-RIIS) (ver. 2.0, November 2022): U.S. Geological Survey data release.;2022.0
Hellula undalis;Hawaii;Nearctic;;;0.0;0.0;1.0;1.0;;Simpson, A. et al. (2022). United States Register of Introduced and Invasive Species (US-RIIS) (ver. 2.0, November 2022): U.S. Geological Survey data release.;2022.0
Hellula undalis;Australia;Australian;;;0.0;;1.0;1.0;;Mally, R. et al. (2022). Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset.;2022.0
Hellula undalis;South Africa;Afrotropical;;;0.0;;1.0;1.0;;Mally, R. et al. (2022). Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset.;2022.0
Hellula undalis;Hawaii;Nearctic;;;0.0;;1.0;1.0;;Mally, R. et al. (2022). Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset.;2022.0
Hellula undalis;Russia Europe;Palearctic;0.0;;0.0;0.0;;1.0;2015.0;Poltavsky, A., Ilyina, E. (2017). New Finds of Alien Lepidoptera Species in Dagestan. Russian Journal of Biological Invasions. 8(4): 347-350;2017.0
Hellula undalis;Guam;Oceanian;0.0;;0.0;0.0;1.0;1.0;;Shine, C. et al. (2003). Invasive alien species in the Austral Pacific Region: National Reports and Directory of Resources. Global Invasive Species Programme, Cape Town, South Africa;2003.0
Hellula undalis;South Africa;Afrotropical;;;0.0;0.0;1.0;1.0;;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Hellula undalis;United States;Nearctic;0.0;;0.0;0.0;;;;Yamanaka, T. et al. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061;2015.0
Hellula undalis;Palau;Oceanian;0.0;;0.0;0.0;1.0;1.0;;Shine, C. et al. (2003). Invasive alien species in the Austral Pacific Region: National Reports and Directory of Resources. Global Invasive Species Programme, Cape Town, South Africa;2003.0
Hellula undalis;Cook Islands;Oceanian;0.0;;0.0;0.0;1.0;1.0;;Ebenebe, A. et al. (2011). The cabbage webworm (Hellula undalis) on tickweed (Cleome viscosa) in Samoa. The South Pacific Journal of Natural and Applied Sciences. 29(1): 1-6;2011.0
Hellula undalis;Fiji;Oceanian;0.0;;0.0;0.0;1.0;1.0;;Ebenebe, A. et al. (2011). The cabbage webworm (Hellula undalis) on tickweed (Cleome viscosa) in Samoa. The South Pacific Journal of Natural and Applied Sciences. 29(1): 1-6;2011.0
Hellula undalis;Micronesia;Oceanian;0.0;;0.0;0.0;1.0;1.0;;Ebenebe, A. et al. (2011). The cabbage webworm (Hellula undalis) on tickweed (Cleome viscosa) in Samoa. The South Pacific Journal of Natural and Applied Sciences. 29(1): 1-6;2011.0
Hellula undalis;Niue;Oceanian;0.0;;0.0;0.0;1.0;1.0;;Ebenebe, A. et al. (2011). The cabbage webworm (Hellula undalis) on tickweed (Cleome viscosa) in Samoa. The South Pacific Journal of Natural and Applied Sciences. 29(1): 1-6;2011.0
Hellula undalis;Papua New Guinea;Oceanian;0.0;;0.0;0.0;1.0;1.0;;Ebenebe, A. et al. (2011). The cabbage webworm (Hellula undalis) on tickweed (Cleome viscosa) in Samoa. The South Pacific Journal of Natural and Applied Sciences. 29(1): 1-6;2011.0
Hellula undalis;US Polynesian Islands;Oceanian;0.0;;0.0;0.0;1.0;1.0;;Ebenebe, A. et al. (2011). The cabbage webworm (Hellula undalis) on tickweed (Cleome viscosa) in Samoa. The South Pacific Journal of Natural and Applied Sciences. 29(1): 1-6;2011.0
Hellula undalis;Tokelau;Oceanian;0.0;;0.0;0.0;1.0;1.0;;Ebenebe, A. et al. (2011). The cabbage webworm (Hellula undalis) on tickweed (Cleome viscosa) in Samoa. The South Pacific Journal of Natural and Applied Sciences. 29(1): 1-6;2011.0
Hellula undalis;Tonga;Oceanian;0.0;;0.0;0.0;1.0;1.0;;Ebenebe, A. et al. (2011). The cabbage webworm (Hellula undalis) on tickweed (Cleome viscosa) in Samoa. The South Pacific Journal of Natural and Applied Sciences. 29(1): 1-6;2011.0
Hellula undalis;Samoa;Oceanian;0.0;;0.0;0.0;1.0;1.0;;Ebenebe, A. et al. (2011). The cabbage webworm (Hellula undalis) on tickweed (Cleome viscosa) in Samoa. The South Pacific Journal of Natural and Applied Sciences. 29(1): 1-6;2011.0
Hellula undalis;Solomon Islands;Oceanian;0.0;;0.0;0.0;1.0;1.0;;Ebenebe, A. et al. (2011). The cabbage webworm (Hellula undalis) on tickweed (Cleome viscosa) in Samoa. The South Pacific Journal of Natural and Applied Sciences. 29(1): 1-6;2011.0
Hellula undalis;Palau;Oceanian;0.0;;0.0;0.0;1.0;1.0;;Ebenebe, A. et al. (2011). The cabbage webworm (Hellula undalis) on tickweed (Cleome viscosa) in Samoa. The South Pacific Journal of Natural and Applied Sciences. 29(1): 1-6;2011.0
Hellula undalis;New Caledonia;Oceanian;0.0;;0.0;0.0;1.0;1.0;;Ebenebe, A. et al. (2011). The cabbage webworm (Hellula undalis) on tickweed (Cleome viscosa) in Samoa. The South Pacific Journal of Natural and Applied Sciences. 29(1): 1-6;2011.0
Hellula undalis;French Polynesia;Oceanian;0.0;;0.0;0.0;1.0;1.0;;Ebenebe, A. et al. (2011). The cabbage webworm (Hellula undalis) on tickweed (Cleome viscosa) in Samoa. The South Pacific Journal of Natural and Applied Sciences. 29(1): 1-6;2011.0
Hellula undalis;Hawaii;Nearctic;0.0;;0.0;0.0;1.0;1.0;;Nishida, G. (2002). Hawaiian terrestrial arthropod checklist. Fourth edition. Bishop Museum Press. 313 pp;2002.0
Hellula undalis;Hawaii;Nearctic;;;0.0;;1.0;1.0;1899.0;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Hellula undalis;Hawaii;Nearctic;0.0;;0.0;0.0;;1.0;;Yamanaka, T. et al. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061;2015.0
Hemerocampa leucostigma ;Hawaii;Nearctic;0.0;0.0;0.0;0.0;1.0;0.0;;Nishida, G. (2002). Hawaiian terrestrial arthropod checklist. Fourth edition. Bishop Museum Press. 313 pp;2002.0
Hemiargus ceraunus;Galapagos;Neotropical;;;0.0;;1.0;1.0;;Mally, R. et al. (2022). Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset.;2022.0
Hemiargus ramon;Galapagos;Neotropical;;;0.0;;1.0;1.0;1995.0;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Hemithea aestivaria;United States;Nearctic;;;0.0;0.0;1.0;1.0;1978.0;Simpson, A. et al. (2022). United States Register of Introduced and Invasive Species (US-RIIS) (ver. 2.0, November 2022): U.S. Geological Survey data release.;2022.0
Hemithea aestivaria;Canada;Nearctic;0.0;0.0;0.0;0.0;1.0;1.0;1973.0;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0
Hemithea aestivaria;United States;Nearctic;0.0;;0.0;0.0;;1.0;;Yamanaka, T. et al. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061;2015.0
Hemithea aestivaria;Canada;Nearctic;0.0;;0.0;0.0;1.0;1.0;1978.0;Doganlar, M., Beirne, B. (1979). Hemithea aestivaria, a geometrid new to North America, established in British Columbia (Lepidoptera: Geometridae: Geometrinae). The Canadian Entomologist. 111(10): 1121-1121;1979.0
Hemithea aestivaria;United States;Nearctic;0.0;;0.0;0.0;1.0;1.0;;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0
Hemithea aestivaria;Canada;Nearctic;0.0;;0.0;0.0;1.0;1.0;1978.0;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0
Hemithea aestivaria;United States;Nearctic;0.0;;0.0;0.0;1.0;1.0;1978.0;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0
Heringocrania unimaculella;Iceland;Palearctic;;;0.0;;1.0;1.0;;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS.;2020.0
Heringocrania unimaculella;Iceland;Palearctic;;;0.0;;1.0;1.0;2005.0;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0
Herpetogramma basalis;China;Sino-Japanese;0.0;;0.0;0.0;1.0;1.0;;Chu, S. et al. (2019). Host Range of Herpetogramma basalis (Lepidoptera: Crambidae), a Biological Control Agent for the Invasive Weed Alternanthera philoxeroides (Centrospermae: Amaranthaceae) in China. Journal of Insect Science. 19(6): 1-7;2019.0
Herpetogramma bipunctalis;Galapagos;Neotropical;;;0.0;;1.0;1.0;;Mally, R. et al. (2022). Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset.;2022.0
Herpetogramma bipunctalis;Swaziland;Afrotropical;;;0.0;;1.0;1.0;;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS.;2020.0
Herpetogramma bipunctalis;Galapagos;Neotropical;;;0.0;;1.0;1.0;1992.0;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Herpetogramma licarsisalis;Hawaii;Nearctic;;;0.0;0.0;1.0;1.0;1967.0;Simpson, A. et al. (2022). United States Register of Introduced and Invasive Species (US-RIIS) (ver. 2.0, November 2022): U.S. Geological Survey data release.;2022.0
Herpetogramma licarsisalis;Malta;Saharo-Arabian;;;0.0;;1.0;1.0;;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0
Herpetogramma licarsisalis;Madeira;Palearctic;;;0.0;;1.0;1.0;;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0
Herpetogramma licarsisalis;Sweden;Palearctic;;;0.0;;1.0;1.0;;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0
Herpetogramma licarsisalis;Cyprus;Saharo-Arabian;;;0.0;;1.0;1.0;1994.0;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0
Herpetogramma licarsisalis;Spain;Palearctic;;;0.0;;1.0;1.0;;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0
Herpetogramma licarsisalis;New Zealand;Australian;;;0.0;;1.0;1.0;;Mally, R. et al. (2022). Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset.;2022.0
Herpetogramma licarsisalis;Hawaii;Nearctic;;;0.0;;1.0;1.0;;Mally, R. et al. (2022). Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset.;2022.0
Herpetogramma licarsisalis;Sweden;Palearctic;;;0.0;;1.0;1.0;;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS.;2020.0
Herpetogramma licarsisalis;Cyprus;Saharo-Arabian;;;0.0;;1.0;1.0;;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS.;2020.0
Herpetogramma licarsisalis;Madeira;Palearctic;1.0;;0.0;0.0;;1.0;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0
Herpetogramma licarsisalis;New Zealand;Australian;;;0.0;;1.0;1.0;1986.0;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Herpetogramma licarsisalis;New Zealand;Australian;0.0;;0.0;0.0;;1.0;1986.0;Hoare, R. (2001). Adventive species of Lepidoptera recorded for the first time in New Zealand since 1988. New Zealand Entomologist. 24: 23-47;2001.0
Herpetogramma licarsisalis;Portugal;Palearctic;0.0;;0.0;0.0;1.0;1.0;1997.0;Hoare, R. (2001). Adventive species of Lepidoptera recorded for the first time in New Zealand since 1988. New Zealand Entomologist. 24: 23-47;2001.0
Herpetogramma licarsisalis;Spain;Palearctic;0.0;;0.0;0.0;1.0;1.0;1997.0;Hoare, R. (2001). Adventive species of Lepidoptera recorded for the first time in New Zealand since 1988. New Zealand Entomologist. 24: 23-47;2001.0
Herpetogramma licarsisalis;United Kingdom;Palearctic;0.0;;0.0;0.0;1.0;1.0;1997.0;Hoare, R. (2001). Adventive species of Lepidoptera recorded for the first time in New Zealand since 1988. New Zealand Entomologist. 24: 23-47;2001.0
Herpetogramma licarsisalis;Cyprus;Saharo-Arabian;1.0;;0.0;0.0;;1.0;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0
Herpetogramma licarsisalis;Malta;Saharo-Arabian;1.0;;0.0;0.0;;1.0;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0
Herpetogramma licarsisalis;Portugal;Palearctic;1.0;;0.0;0.0;;1.0;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0
Herpetogramma licarsisalis;Spain;Palearctic;1.0;;0.0;0.0;;1.0;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0
Herpetogramma licarsisalis;Sweden;Palearctic;1.0;;0.0;0.0;;1.0;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0
Herpetogramma licarsisalis;Cyprus;Saharo-Arabian;1.0;;0.0;0.0;;1.0;2010.0;Demetriou, J. et al. (2023). The Alien to Cyprus Entomofauna (ACE) database: a review of the current status of alien insects (Arthropoda, Insecta) including an updated species checklist, discussion on impacts and recommendations for informing management. NeoBiota. 83: 11-42;2023.0
Herpetogramma licarsisalis;Hawaii;Nearctic;0.0;;0.0;0.0;1.0;1.0;;Nishida, G. (2002). Hawaiian terrestrial arthropod checklist. Fourth edition. Bishop Museum Press. 313 pp;2002.0
Herpetogramma licarsisalis;Hawaii;Nearctic;;;0.0;;1.0;1.0;1967.0;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Herpetogramma licarsisalis;Hawaii;Nearctic;1.0;;0.0;0.0;;1.0;;Yamanaka, T. et al. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061;2015.0
Herpetogramma phaeopteralis;Galapagos;Neotropical;;;0.0;;1.0;1.0;;Mally, R. et al. (2022). Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset.;2022.0
Herpetogramma phaeopteralis;Galapagos;Neotropical;;;0.0;;1.0;1.0;1970.0;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Herpetogramma stramineata;United States;Nearctic;0.0;;0.0;0.0;;1.0;;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0
Heterogenea asella;Portugal;Palearctic;;;0.0;0.0;;1.0;2015.0;Corley, M. et al. (2015). New and interesting Portuguese Lepidoptera records from 2015 (Insecta: Lepidoptera). SHILAP Revista de Lepidopterologia. 44(176): 615-643;2015.0
Heteropterus morpheus;Germany;Palearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0
Heteropterus morpheus;United Kingdom;Palearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0
Heteroteucha dichroella;New Zealand;Australian;0.0;;0.0;0.0;;0.0;1925.0;Hoare, R. (2001). Adventive species of Lepidoptera recorded for the first time in New Zealand since 1988. New Zealand Entomologist. 24: 23-47;2001.0
Hileithia decostalis;United States;Nearctic;;;0.0;0.0;1.0;;1982.0;Simpson, A. et al. (2022). United States Register of Introduced and Invasive Species (US-RIIS) (ver. 2.0, November 2022): U.S. Geological Survey data release.;2022.0
Hipparchia statilinus;Denmark;Palearctic;;;0.0;;1.0;;;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS.;2020.0
Hippotion celerio;New Zealand;Oceanian;0.0;;0.0;;1.0;1.0;;PaDIL (2025). The Pest and Disease Image Library (PaDIL).;2025.0
Hippotion celerio;Guam;Oceanian;0.0;;0.0;0.0;;1.0;;Shine, C. et al. (2003). Invasive alien species in the Austral Pacific Region: National Reports and Directory of Resources. Global Invasive Species Programme, Cape Town, South Africa;2003.0
Hippotion celerio;Palau;Oceanian;1.0;;0.0;0.0;;1.0;;Shine, C. et al. (2003). Invasive alien species in the Austral Pacific Region: National Reports and Directory of Resources. Global Invasive Species Programme, Cape Town, South Africa;2003.0
Hippotion rosetta;Hawaii;Nearctic;;;0.0;0.0;1.0;1.0;1998.0;Simpson, A. et al. (2022). United States Register of Introduced and Invasive Species (US-RIIS) (ver. 2.0, November 2022): U.S. Geological Survey data release.;2022.0
Hippotion rosetta;Hawaii;Nearctic;;;0.0;;1.0;1.0;;Mally, R. et al. (2022). Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset.;2022.0
Hippotion rosetta;Hawaii;Nearctic;0.0;;0.0;0.0;1.0;1.0;;Austin, K., Rubinoff, D. (2022). Eleven New Records of Lepidoptera in the Hawaiian Islands including corrections to the Hawaiian Terrestrial Arthropod Checklist. Bishop Museum Occasional Papers 142: 49–74;2022.0
Hippotion rosetta;Hawaii;Nearctic;;;0.0;;1.0;1.0;1998.0;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Hippurarctia judith;Cameroon;Afrotropical;1.0;;0.0;0.0;;;2016.0;Delabye, S. et al. (2020). First records of 31 species of butterflies and moths (Lepidoptera) in Cameroon, with remarks on their elevational ranges. Biodiversity Data Journal. 8: e50543;2020.0
Histia flabellicornis;South Korea;Palearctic;0.0;;;;1.0;;2023.0;Kang, T. et al. (2024). Alien hitchhiker insect species detected on international vessels entering Korea in 2023. Proceedings of the National Institute of Ecology of the Republic of Korea, 5(4), 161-168;2024.0
Hodebertia testalis;United States;Nearctic;0.0;;0.0;0.0;;1.0;;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0
Hofmannophila pseudospretella;Alaska;Nearctic;;;0.0;0.0;1.0;1.0;;Simpson, A. et al. (2022). United States Register of Introduced and Invasive Species (US-RIIS) (ver. 2.0, November 2022): U.S. Geological Survey data release.;2022.0
Hofmannophila pseudospretella;United States;Nearctic;;;0.0;0.0;1.0;1.0;;Simpson, A. et al. (2022). United States Register of Introduced and Invasive Species (US-RIIS) (ver. 2.0, November 2022): U.S. Geological Survey data release.;2022.0
Hofmannophila pseudospretella;Hawaii;Nearctic;;;0.0;0.0;1.0;1.0;;Simpson, A. et al. (2022). United States Register of Introduced and Invasive Species (US-RIIS) (ver. 2.0, November 2022): U.S. Geological Survey data release.;2022.0
Hofmannophila pseudospretella;Australia;Australian;;;0.0;;1.0;1.0;;Mally, R. et al. (2022). Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset.;2022.0
Hofmannophila pseudospretella;New Zealand;Australian;;;0.0;;1.0;1.0;;Mally, R. et al. (2022). Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset.;2022.0
Hofmannophila pseudospretella;Hawaii;Nearctic;;;0.0;;1.0;1.0;;Mally, R. et al. (2022). Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset.;2022.0
Hofmannophila pseudospretella;Ireland;Palearctic;;;0.0;;1.0;;;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS.;2020.0
Hofmannophila pseudospretella;Denmark;Palearctic;;;0.0;;1.0;;;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS.;2020.0
Hofmannophila pseudospretella;Sweden;Palearctic;;;0.0;;1.0;;;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS.;2020.0
Hofmannophila pseudospretella;Estonia;Palearctic;;;0.0;;1.0;;;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS.;2020.0
Hofmannophila pseudospretella;Alaska;Nearctic;0.0;;0.0;0.0;1.0;1.0;;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0
Hofmannophila pseudospretella;Canada;Nearctic;0.0;;0.0;0.0;1.0;1.0;;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0
Hofmannophila pseudospretella;New Zealand;Australian;;;0.0;;1.0;1.0;1800.0;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Hofmannophila pseudospretella;United States;Nearctic;0.0;;0.0;0.0;;1.0;;Yamanaka, T. et al. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061;2015.0
Hofmannophila pseudospretella;Austria;Palearctic;0.0;;0.0;0.0;1.0;;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0
Hofmannophila pseudospretella;Belarus;Palearctic;0.0;;0.0;0.0;1.0;;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0
Hofmannophila pseudospretella;Belgium;Palearctic;0.0;;0.0;0.0;1.0;;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0
Hofmannophila pseudospretella;Czechia;Palearctic;0.0;;0.0;0.0;1.0;;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0
Hofmannophila pseudospretella;Denmark;Palearctic;0.0;;0.0;0.0;1.0;;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0
Hofmannophila pseudospretella;Estonia;Palearctic;0.0;;0.0;0.0;1.0;;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0
Hofmannophila pseudospretella;Finland;Palearctic;0.0;;0.0;0.0;1.0;;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0
Hofmannophila pseudospretella;Germany;Palearctic;0.0;;0.0;0.0;1.0;;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0
Hofmannophila pseudospretella;Iceland;Palearctic;0.0;;0.0;0.0;1.0;;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0
Hofmannophila pseudospretella;Latvia;Palearctic;0.0;;0.0;0.0;1.0;;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0
Hofmannophila pseudospretella;Lithuania;Palearctic;0.0;;0.0;0.0;1.0;;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0
Hofmannophila pseudospretella;Netherlands;Palearctic;0.0;;0.0;0.0;1.0;;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0
Hofmannophila pseudospretella;Norway;Palearctic;0.0;;0.0;0.0;1.0;;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0
Hofmannophila pseudospretella;Poland;Palearctic;0.0;;0.0;0.0;1.0;;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0
Hofmannophila pseudospretella;Portugal;Palearctic;0.0;;0.0;0.0;1.0;;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0
Hofmannophila pseudospretella;Ireland;Palearctic;0.0;;0.0;0.0;1.0;;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0
Hofmannophila pseudospretella;Romania;Palearctic;0.0;;0.0;0.0;1.0;;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0
Hofmannophila pseudospretella;Slovakia;Palearctic;0.0;;0.0;0.0;1.0;;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0
Hofmannophila pseudospretella;Sweden;Palearctic;0.0;;0.0;0.0;1.0;;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0
