;Cosmopolitan;Continent;Species;Realm;ReferenceYear;Reference
1195;0;Asia;Archips xylosteana;Saharo-Arabian;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
1196;0;Asia;Garella musculana;Palearctic;2018;Yildiz, Y., Yildirim, I., Bostanci, C. and Aydogan, O. (2018). Erschoviella musculana Erschoff 1874, a new record and a new walnut pest in Turkey. Journal of Bartin Faculty of Forestry. 20(2): 296-302
1197;0;Asia;Pelochrista medullana;Palearctic;2005;Zhang, A. and Li, H. (2005). Catalogue of Eucosmini from China (Lepidoptera: Tortricidae). SHILAP Revista de lepidopterologia. 33(131): 265-298
1198;0;Asia;Pelochrista medullana;Saharo-Arabian;2005;Zhang, A. and Li, H. (2005). Catalogue of Eucosmini from China (Lepidoptera: Tortricidae). SHILAP Revista de lepidopterologia. 33(131): 265-298
1199;0;Asia;Batrachedra amydraula;Palearctic;1978;Carpenter, J., McMillen, J., Wengert, E. and Elmer, H. (1978). Pests and diseases of the date palms. Agriculture Handbook. 524:1-40
1200;0;Asia;Batrachedra amydraula;Saharo-Arabian;1978;Carpenter, J., McMillen, J., Wengert, E. and Elmer, H. (1978). Pests and diseases of the date palms. Agriculture Handbook. 524:1-40
1201;0;Asia;Cnephasia pasiuana;Palearctic;2019;Alipanah, H. (2019). An overview of the tribe Cnephasiini (Lepidoptera: Tortricidae: Tortricinae) of Iran with description of a new species. Zootaxa. 4661(3): 501-521
1202;0;Asia;Bradyrrhoa gilveolella;Saharo-Arabian;2000;Littlefield, J., Birdsall, J., Helsley, J. and Markin, G. (2000). A petition for the introduction and field release of the Chondrilla root moth, Bradyrrhoa gilveolella (Treitschke), for the biological control of rush skeletonweed in North America. USDA-APHIS Biological Control of Weeds Petition.
1203;0;Asia;Ascalenia acaciella;Palearctic;2006;Koster, S. and Sammut, P. (2006). Faunistic notes on Momphidae, Batrachedridae, Stathmopodidae and Cosmopterigidae from the Maltese Islands. Nota lepidopterologica. 29(1): 49
1204;0;Asia;Garella musculana;Palearctic;2023;Scaccini, D., Bramuzzo, D., Bostanci, C., Faccoli, M., Martinez-Sanudo, I., Matov, A., ... and Pozzebon, A. (2023). First report of Garella musculana (Erschov, 1874) (Lepidoptera: Nolidae) in Italy with insights into its identity. Journal of Applied Entomology. 147: 239-243
1205;0;Asia;Acleris variegana;Palearctic;2009;Alipanah, H. (2009). A brief study on the tribes Tortricini and Archipini (Lepidoptera: Tortricinae) from Iran. Entomofauna. 10: 137-152
1206;0;Asia;Archips xylosteana;Palearctic;2008;Hoebeke, E., Wheeler, A. and Brown, J. (2008). Archips xylosteana (L.)(Lepidoptera: Tortricidae), a palearctic leafroller new to North America. Proceedings of the Entomological Society of Washington. 110(3): 789-795
1207;0;Asia;Archips xylosteana;Saharo-Arabian;2008;Hoebeke, E., Wheeler, A. and Brown, J. (2008). Archips xylosteana (L.)(Lepidoptera: Tortricidae), a palearctic leafroller new to North America. Proceedings of the Entomological Society of Washington. 110(3): 789-795
1208;0;Asia;Athrips rancidella;Palearctic;2005;Bidzilya, O. (2005) A review of the genus Athrips (Lepidoptera, Gelechiidae) in the Palaearctic region. Deutsche Entomologische Zeitschrift. 52(1): 3-72
1209;0;Asia;Athrips rancidella;Saharo-Arabian;2005;Bidzilya, O. (2005) A review of the genus Athrips (Lepidoptera, Gelechiidae) in the Palaearctic region. Deutsche Entomologische Zeitschrift. 52(1): 3-72
1210;0;Asia;Grapholita delineana;Palearctic;2012;Byun, B., Lee, B., Bae, K. and Lee, K. (2012). A review of the genus Grapholita (Lepidoptera, Tortricidae) in North Korea. Animal Systematics, Evolution and Diversity. 28(4): 291-296
1211;0;Asia;Grapholita delineana;Saharo-Arabian;2012;Byun, B., Lee, B., Bae, K. and Lee, K. (2012). A review of the genus Grapholita (Lepidoptera, Tortricidae) in North Korea. Animal Systematics, Evolution and Diversity. 28(4): 291-296
1212;0;Asia;Hedya salicella;Saharo-Arabian;2017;Maharramova, S. and Ayberk, H. (2017). New records of leafrollers reared in Azerbaijan (Lepidoptera: Tortricidae). Linz Biol Beitr. 49(1): 677-686
1213;0;Asia;Notocelia cynosbatella;Palearctic;2012;Trematerra, P. (2012). Notes on some Lepidoptera Tortricidae from Central Asia. Journal of Entomological and Acarological Research. 44: e1
1214;0;Asia;Notocelia cynosbatella;Saharo-Arabian;2012;Trematerra, P. (2012). Notes on some Lepidoptera Tortricidae from Central Asia. Journal of Entomological and Acarological Research. 44: e1
1215;0;Asia;Chiasmia aestimaria;Saharo-Arabian;2024;de Prins J. and de Prins W. (2024). Afromoths, online database of Afrotropical moth species (Lepidoptera). Available at: http://www.afromoths.net
1216;0;Asia;Iphiclides podalirius;Saharo-Arabian;2014;van Swaay, C., Wynhoff, I., Wiemers, M., Katbeh-Bader, A., Power, A., Benyamini, D., ... and Beshkov, S. (2014). Iphiclides podalirius (Mediterranean assessment). The IUCN Red List of Threatened Species 2014: e.T174405A53719929
1217;0;Asia;Thaumetopoea pityocampa;Saharo-Arabian;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
1218;0;Asia;Deudorix livia;Saharo-Arabian;2005;Gong, C. (2005) The first record of the Eremic Lycaenid Deudorix livia (Klug, 1834) in Europe. Atalanta, 36(1): 109-112
1219;0;Asia;Vanessa cardui;Saharo-Arabian;2020;Walker, A. and Coetzer, A. (2020). Vanessa cardui. The IUCN Red List of Threatened Species 2020: e.T174379A161326679.
1220;0;Asia;Argyresthia pruniella;Saharo-Arabian;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
1221;0;Asia;Helicoverpa armigera;Saharo-Arabian;2017;Tay, W., Walsh, T., Downes, S., Anderson, C., Jermiin, L., Wong, T., ... and Gordon, K. (2017). Mitochondrial DNA and trade data support multiple origins of Helicoverpa armigera (Lepidoptera, Noctuidae) in Brazil. Scientific Reports. 7: 45302
1222;0;Europe;Cosmopterix pulchrimella;Palearctic;2002;Bernardo, U. and Viggiani, G. (2002). Notizie biologiche sul Necremnus tidius (Walker)(Hymenoptera: Eulophidae), ectoparassitoide di Cosmopterix pulchrimella Chambers (Lepidoptera: Cosmopterigidae). Bollettino del Laboratorio di Entomologia Agraria Filippo Silvestri, 58: 87-92
1223;0;Europe;Zygaena orana;Palearctic;2010;Dapporto, L. and Dennis, R. (2010). Skipper impoverishment on large West Mediterranean islands (Lepidoptera Hesperioidea): deterministic, historical and stochastic factors. Biodiversity and conservation. 19: 2637-2649
1224;0;North America;Azeta repugnalis;Panamanian;2002;Barnes, M. (2002). A preliminary illustrated catalogue of the larger moths of Jamaica. Available at: http://www.mbarnes.force9.co.uk/jamaicamoths/jamaicahome.htm
1225;0;North America;Achroia grisella;Panamanian;1996;Clarke, J. (1986): Pyralidae and Microlepidoptera of the Marquesas Archipelago. Smithsonian Contributions to Zoology. 416: 1-485
1226;0;North America;Aglaonice hirtipalpis;Panamanian;2002;Barnes, M. (2002). A preliminary illustrated catalogue of the larger moths of Jamaica. Available at: http://www.mbarnes.force9.co.uk/jamaicamoths/jamaicahome.htm
1227;0;North America;Callopistria jamaicensis;Panamanian;1992;Frank, J. and McCoy, E. (1992). Introduction to the Behavioral Ecology of Immigration. The Immigration of Insects to Florida, with a Tabulation of Records Published Since 1970. The Florida Entomologist.75(1): 1-28
1228;0;Asia;Araschnia levana;Oriental;2009;Tolman, T. and Lewington, R. (2009). Collins Butterfly Guide. HarperCollins Publishers
1229;0;Asia;Artona funeralis;Oriental;1959;Tsutsumi, C. (1959). Structure, development and sting mechanism of the larval poison hair of Artona funeralis Butler (Lepidoptera: Zygaenidae). Japanese Journal of Medical Science and Biology, 12(6): 421-428
1230;0;Asia;Susumia exigua;Oriental;1988;Khan, Z., Barrion, A., Litsinger, J., Castilla, N. and Joshi, R. (1988). A bibliography of rice leaffolders (Lepidoptera: Pyralidae). International Journal of Tropical Insect Science, 9(2): 129-174
1231;0;Asia;Strepsicrates semicanella;Oriental;2005;Wakamura, S., Arakaki, N. and Kinjo, K. (2005). Sex pheromone components of an olethreutid moth, Strepsicrates semicanella (Walker)(Lepidoptera: Tortricidae), a pest of guava and eucalyptus in Okinawa. Applied entomology and zoology, 40(4): 637-642
1232;0;Asia;Milionia basalis;Oriental;1990;Lin, C.-C. (1990). Caterpillars feeding on Podocarpus in Taiwan. Bulletin of National Museum of Natural Science, 2: 261-272
1233;0;Asia;Dendrolimus spectabilis;Oriental;2022;EFSA Panel on Plant Health (PLH), Bragard, C., Baptista, P., Chatzivassiliou, E., Di Serio, F., Gonthier, P., ... and MacLeod, A. (2022). Pest categorisation of Dendrolimus spectabilis. EFSA Journal, 20(11): e07622
1234;0;Asia;Eurema mandarina;Oriental;2021;Kim, S., Choi, S., Park, J. and Kim, I. (2021). Current taxonomic status of Eurema mandarina (Pieridae: Lepidoptera) in Korea. International Journal of Industrial Entomology and Biomaterials, 43(1): 6-15
1235;0;Asia;Manatha taiwana;Oriental;2022;Poorani, J., Anuradha, C., Kalleshwaraswamy, C. and Thanigairaj, R. (2022). Manatha albipes Moore (Lepidoptera: Psychidae), an emerging pest of banana and arecanut in South India, with notes on diagnosis, biology, natural enemies and DNA sequence data. Phytoparasitica, 50: 101-115
1236;0;Asia;Artona funeralis;Sino-Japanese;1959;Tsutsumi, C. (1959). Structure, development and sting mechanism of the larval poison hair of Artona funeralis Butler (Lepidoptera: Zygaenidae). Japanese Journal of Medical Science and Biology, 12(6): 421-428
1237;0;Asia;Susumia exigua;Sino-Japanese;1988;Khan, Z., Barrion, A., Litsinger, J., Castilla, N. and Joshi, R. (1988). A bibliography of rice leaffolders (Lepidoptera: Pyralidae). International Journal of Tropical Insect Science, 9(2): 129-174
1238;0;Asia;Tiracola plagiata;Sino-Japanese;2024;Holloway, J. (2024). Moths of Borneo 12. Family Notuidae, Trifine. Subfamilies: Noctuinae, Heliothinae, Hadeninae, Acronictinae, Amphipyrinae, Agaristinae. Southdene Sdn. Available at: https://www.mothsofborneo.com/part-12/index.htm
1239;0;Asia;Strepsicrates semicanella;Sino-Japanese;2005;Wakamura, S., Arakaki, N. and Kinjo, K. (2005). Sex pheromone components of an olethreutid moth, Strepsicrates semicanella (Walker)(Lepidoptera: Tortricidae), a pest of guava and eucalyptus in Okinawa. Applied entomology and zoology, 40(4): 637-642
1240;0;Asia;Milionia basalis;Sino-Japanese;1990;Lin, C.-C. (1990). Caterpillars feeding on Podocarpus in Taiwan. Bulletin of National Museum of Natural Science, 2: 261-272
1241;0;Asia;Parnara guttatus;Sino-Japanese;2024;Inayoshi, Y. (2024). A Check List of Butterflies in Indo-China - Chiefly from Thailand, Laos and Vietnam. Available at: https://yutaka.it-n.jp/index.html
1242;0;Asia;Stathmopoda auriferella;Oriental;2018;Park, K., Cho, S., Na, S., Shin, Y. and Kim, S. (2018). Genus Stathmopoda Herrich-Shaffer (Lepidoptera, Stathmopodidae) from the Korean Peninsula with two new species. Journal of Asia-Pacific Biodiversity, 11(2): 259-266
1243;0;Asia;Stathmopoda auriferella;Sino-Japanese;2018;Park, K., Cho, S., Na, S., Shin, Y. and Kim, S. (2018). Genus Stathmopoda Herrich-Shaffer (Lepidoptera, Stathmopodidae) from the Korean Peninsula with two new species. Journal of Asia-Pacific Biodiversity, 11(2): 259-266
1244;0;Asia;Leucania striata;Oriental;1987;Yoshimatsu, S. (1987). Taxonomic study on Leucania striata Leech and its close relatives, with a description of a new species (Lepidoptera, Noctuidae). Lepidoptera Science. 38(2): 57-67
1245;0;Asia;Leucania striata;Sino-Japanese;1987;Yoshimatsu, S. (1987). Taxonomic study on Leucania striata Leech and its close relatives, with a description of a new species (Lepidoptera, Noctuidae). Lepidoptera Science. 38(2): 57-67
1246;0;Asia;Promalactis suzukiella;Oriental;2009;Adamski, D., Hevel, G. and Pultyniewicz, A. (2009). Redescription and immature stages of Promalactis suzukiella (Matsumura)(Gelechioidea: Oecophoridae), a new introduction into the United States. Proceedings of the Entomological Society of Washington. 111(1): 204-214
1247;0;Asia;Promalactis suzukiella;Sino-Japanese;2009;Adamski, D., Hevel, G. and Pultyniewicz, A. (2009). Redescription and immature stages of Promalactis suzukiella (Matsumura)(Gelechioidea: Oecophoridae), a new introduction into the United States. Proceedings of the Entomological Society of Washington. 111(1): 204-214
1248;0;Asia;Scardia amurensis;Sino-Japanese;2016;Osada, Y., Sakai, M. and Hirowatari, T. (2016). A review of the Japanese species of the genus Scardia Treitschke (Lepidoptera, Tineidae), with description of a new species. Zootaxa. 4079(3): 363-371
1249;0;Asia;Stenolechia bathrodyas;Sino-Japanese;1994;Park, K. (1994). Notes on Chorivalva and Stenolechia species in Korea, with new synonyms (Lepidoptera, Gelechiidae). Nota. Lepiderologica. 16(3): 281-289
1250;0;Asia;Leucoptera sinuella;Oriental;1964;Kuroko, H. (1964). Revisional studies on the family Lyonetiidae of Japan (Lepidoptera). ESAKIA. 4: 1-61
1251;0;Asia;Rhynchopalpus brunella;Palearctic;2019;Joshi, R., Singh, N. and Laszlo, G. (2019). An updated checklist of subfamily Nolinae (Lepidoptera, Nolidae) from India. Records of the Zoological Survey of India. 119(3): 263-281
1252;0;Asia;Archips fuscocupreanus;Sino-Japanese;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
1253;0;Asia;Apamea remissa;Sino-Japanese;1994;Donald, J. (1994). Apamea unamis (Hubner) (Noctuidae: Amphipyrinae). Journal of the Lepidopterists Society, 48(2), 121-127
1254;0;Asia;Argyresthia laevigatella;Sino-Japanese;1969;Moriuti, S. (1969). Argyresthiidae (Lepidoptera) of Japan. Bulletin of the University of Osaka Prefecture. 1-50
1255;0;Asia;Aproaerema anthyllidella;Sino-Japanese;2023;Karsholt, O., Baldizzone, G. and Gomboc, S. (2023). Overview of the Gelechiidae Moths (Lepidoptera) of Krk Island, Croatia: Diversity, Distribution and Ecological Insights. GORTANIA Botanica, Zoologia. 45: 95-124
1256;0;Asia;Dendrolimus superans;Sino-Japanese;2018;Jeong, J., Kim, M., Kim, S., Choi, S. and Kim, I. (2018). DNA data and morphology suggest an occurrence of Dendrolimus sibiricus Tschetverikov, 1908 (Lepidoptera: Lasiocampidae) instead of D. superans Butler, 1877, in South Korea. Entomological Research. 48(2): 108-121
1257;0;Asia;Eupithecia abietaria;Sino-Japanese;2021;Knyazev, S. and Mironov, V. (2021). Additions to the Catalogue of Lepidoptera of Omsk Region of Russia. Part 2: Eupithecia Curtis, 1825 (Lepidoptera: Geometridae). SHILAP Revista de lepidopterologia. 49(195): 563-568
1258;0;Asia;Eupithecia lariciata;Sino-Japanese;2014;Mironov, V. and Galsworthy, A. (2014). A survey of Eupithecia Curtis, 1825 (Lepidoptera, Geometridae, Larentiinae) in Mongolia with descriptions of two new species. Zootaxa. 3774(2): 101-130
1259;0;Asia;Ocnerostoma friesei;Sino-Japanese;1990;Koster, J. (1990). Het geslacht Ocnewstoma in Nederland (Lepidoptera: Yponomeutidae). Entomologische berichten. 50 (11): 149-153.
1260;0;Asia;Palpita vitrealis;Sino-Japanese;2012;Yilmaz, C. and Genc, H. (2012). Determination of the life cycle of the Olive Fruit Leaf Moth, Palpita unionalis (Lepidoptera: Pyralidae) in the laboratory. Florida Entomologist. 95: 162-170
1261;0;Asia;Ptycholomoides aeriferana;Sino-Japanese;2003;Byun, B., Yan, S. and Ll, C. (2003). Revision of Tribe Archipini (Tortricidae: Tortricinae) in Northeast. Journal of Forestry Research. 14(2): 93-102
1262;0;Asia;Carposina sasakii;Sino-Japanese;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
1263;0;Asia;Elophila melagynalis;Sino-Japanese;1985;Yoshiyasu, Y. (1985). A Systematic Study of the Nymphulinae and the Musotiminae of Japan (Lepidoptera: Pyralidae). Scienctific Reports of the Kyoto Prefectural University: Agriculture. 37: 1–162
1264;0;Asia;Lateroligia ophiogramma;Sino-Japanese;2011;Neil, K. (2011). Lateroligia ophiogramma (Esper)(Lepidoptera: Erebidae) in Nova Scotia, Canada. Journal of the Acadian Entomological Society. 7:102-104
1265;0;Asia;Achroia grisella;Sino-Japanese;1996;Clarke, J. (1986): Pyralidae and Microlepidoptera of the Marquesas Archipelago. Smithsonian Contributions to Zoology. 416: 1-485
1266;0;Asia;Papilio polytes;Sino-Japanese;2013;"Halloran, K. and Wason, E. (2013). ""Papilio polytes"" (On-line), Animal Diversity Web. University of Michigan. Michigan, United States of America. Available at: https://animaldiversity.org/accounts/Papilio_polytes/"
1267;0;Asia;Chrysaster hagicola;Sino-Japanese;1961;Kumata, T. (1961). Descriptions of a new genus and a new species of Gracillariidae from Japan (Lepidoptera). Insecta matsumurana. 24(1): 52-56
1268;0;Asia;Caloptilia azaleella;Sino-Japanese;2011;Sugiura, S. (2011). Structure and dynamics of the parasitoid community shared by two herbivore species on different host plants. Arthropod-Plant Interactions. 5: 29-38
1269;0;Asia;Acrolepiopsis sapporensis;Sino-Japanese;2007;Landry, J. (2007). Taxonomic review of the leek moth genus Acrolepiopsis (Lepidoptera: Acrolepiidae) in North America. The Canadian Entomologist. 139: 319-353
1270;0;Asia;Rhynchopalpus brunella;Sino-Japanese;2019;Joshi, R., Singh, N. and Laszlo, G. (2019). An updated checklist of subfamily Nolinae (Lepidoptera, Nolidae) from India. Records of the Zoological Survey of India. 119(3): 263-281
1271;0;Asia;Antheraea yamamai;Sino-Japanese;2012;Kundu, S., Kundu, B., Talukdar, S., Bano, S., Nayak, S., Kundu, J., ... and Ghosh, A. (2012), Nonmulberry silk biopolymers. Biopolymers. 97: 455-467
1272;0;Asia;Phyllonorycter issikii;Sino-Japanese;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
1273;0;Asia;Parapoynx crisonalis;Sino-Japanese;2017;Chen, Q., Li, N., Wang, X., Ma, L., Huang, J. and Huang, G. (2017). Age-stage, two-sex life table of Parapoynx crisonalis (Lepidoptera: Pyralidae) at different temperatures. PloS one. 12(3): e0173380
1274;0;Asia;Autosticha kyotensis;Sino-Japanese;2023;Kim, S., Han, T. and Park, K. (2023). One Newly Recorded Species, Autosticha kyotensis (Lepidoptera: Autostichidae) from Korea with a World Checklist of the Genus. Korean Journal of Applied Entomology. 62(2):61-67
1275;0;Asia;Cnephasia asseclana;Sino-Japanese;2021;Goglia, L. (2021). Faunistic Notes on Lepidoptera Tortricidae from Calabria (South Italy) - Contribution to the knowledge of the Lepidoptera Tortricidae fauna of Mediterranean ecosystems. [PhD Thesis, Universita degli Studi della Tuscia and Universita degli Studi del Molise]
1276;0;Asia;Hydraecia micacea;Sino-Japanese;2020;Weihrauch, F. (2020). Rosy rustic moth as a hop pest in the Hallertau: History and current situation. Mitteilungen der Deutschen Gesellschaft fur Allgemeine und Angewandte Entomologie. 22: 125-128
1277;0;Asia;Pandemis heparana;Sino-Japanese;1982;Gillespie, D. and Gillespie, B. (1982). A list of plant-feeding Lepidoptera introduced into British Columbia. Journal of the Entomological Society of British Columbia.  79: 37-54
1278;0;Asia;Arcte coerula;Sino-Japanese;2022;Au, M. and Wright, M. (2022). Ramie Moth, Arcte coerula (Lepidoptera: Noctuidae): A New Invasive Pest in Hawaii on Endemic Plants. Proceedings of the Hawaiian Entomological Society. 54: 63-76
1279;0;Asia;Zizina otis;Sino-Japanese;2017;Mengal, F., Khan, I., Rafi, M., Durrani, S., Qasim, M., Makai, G., ... and Jajja, N. (2017). Faunistics of Butterflies (Lepidoptera: Rephalocera) with some new records from Quetta, Bolochistan, Pakistan. University of Sindh Journal of Animal Sciences. 3(1): 26-35
1280;0;Asia;Zizina otis;Sino-Japanese;2008;Yago, M., Hirai, N., Kondo, M., Tanikawa, T., Ishii, M., Wang, M., ... and Ueshima, R. (2008). Molecular systematics and biogeography of the genus Zizina (Lepidoptera: Lycaenidae). Zootaxa. 1746(1): 15-38
1281;0;Asia;Lamprosema chagosalis;Sino-Japanese;2015;Hayden, J. and Troubridge, J. (2015). Nacoleia charesalis (Walker) spreading in Florida. News of the Lepidopterists Society. 57(1): 8-10
1282;0;Asia;Dendrolimus sibiricus;Palearctic;2020;Flo, D., Rafoss, T., Wendell, M. and Sundheim, L. (2020). The Siberian moth (Dendrolimus sibiricus), a pest risk assessment for Norway. Forest Ecosystems. 7: 1-11
1283;0;Asia;Dendrolimus sibiricus;Palearctic;2018;Jeong, J., Kim, M., Kim, S., Choi, S. and Kim, I. (2018). DNA data and morphology suggest an occurrence of Dendrolimus sibiricus Tschetverikov, 1908 (Lepidoptera: Lasiocampidae) instead of D. superans Butler, 1877, in South Korea. Entomological Research. 48(2): 108-121
1284;0;Asia;Eupithecia indigata;Palearctic;2021;Knyazev, S. and Mironov, V. (2021). Additions to the Catalogue of Lepidoptera of Omsk Region of Russia. Part 2: Eupithecia Curtis, 1825 (Lepidoptera: Geometridae). SHILAP Revista de lepidopterologia. 49(195): 563-568
1285;0;Asia;Phyllonorycter comparella;Palearctic;2017;Kirichenko, N., Akulov, E., Triberti, P. and Ponomarenko, M. (2017). New records of the leaf mining Gracillariid moths (Lepidoptera: Gracillariidae) from Asian part of Russia. Far Eastern Entomologist. 346: 1-12
1286;0;Asia;Lymantria monacha;Palearctic;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
1287;0;Asia;Eucosma cana;Palearctic;2005;Zhang, A. and Li, H. (2005). Catalogue of Eucosmini from China (Lepidoptera: Tortricidae). SHILAP Revista de lepidopterologia. 33(131): 265-298
1288;0;Asia;Danaus plexippus;Palearctic;2022;Walker, A., Oberhauser, K., Pelton, E. and Pleasants, J. (2022). Danaus plexippus (errata version published in 2022). The IUCN Red List of Threatened Species 2022: e.T159971A219149911
1289;0;Asia;Clepsis spectrana;Palearctic;1996;Dang, P., Duncan, R. and Fitzpatrick, S. (1996). Occurrence of two palaearctic species of Clepsis Guenee, C. spectrana Treitshcke and C. consimilana (Huebner)(Tortricidae), in British Columbia, Canada. Journal of The Lepidopterist Society. 50: 321-328
1290;0;Asia;Cnephasia stephensiana;Palearctic;2021;Goglia, L. (2021). Faunistic Notes on Lepidoptera Tortricidae from Calabria (South Italy) - Contribution to the knowledge of the Lepidoptera Tortricidae fauna of Mediterranean ecosystems. [PhD Thesis, Universita degli Studi della Tuscia and Universita degli Studi del Molise]
1291;0;Asia;Enarmonia formosana;Palearctic;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
1292;0;Asia;Anania hortulata;Palearctic;2019;Yang, Z. and Landry, J.-F. (2019). Allopatric separation represents an overlooked cryptic species in the Anania hortulata species complex (Lepidoptera: Crambidae: Pyraustinae): congruence between genetic and morphological evidence. The Canadian Entomologist. 00: 1-24
1293;0;Asia;Phyllonorycter blancardella;Palearctic;2007;Triberti, P. (2007). The Phyllonorycter species from Palaearctic Region feeding on Rosaceae (Lepidoptera, Gracillariidae). Bollettino del Museo Civico di Storia Naturale di Verona. 31: 147-221
1294;0;Africa;Earias ansorgei;Afrotropical;1969;Howarth, T. (1969). Some African Nymphalidae (Lepidoptera). Proceedings of the Royal Entomological Society of London. Series B, Taxonomy. 38(11): 141-156
1295;0;Africa;Herpetogramma basalis;Afrotropical;2018;Poltavsky, A., Kravchenko, V., Traore, M., Traore, S., Gergely, P., Witt, T., ... and Muller, G. (2018). The Pyraloidea (Lepidoptera) fauna of the woody savannah belt in Mali, West Africa. Zootaxa. 4457(1): 39-69
1296;0;Africa;Epichoristodes acerbella;Afrotropical;2006;Glavendekic, M. (2006). Epichoristodes acerbella (Walker)(Lepidoptera: Tortricidae): a new species in the fauna of Serbia. Acta Entomologica Serbica. 11(1): 77-81
1297;0;Africa;Melittia oedipus;Afrotropical;1995;Eichlin, T. (1995). New Data and a Redescription for Melittia oedipus, na African Vine Borer (Lepidoptera: Sesiidae). Tropical Lepidoptera 6(1): 47-51
1298;0;Asia;Cnaphalocrocis medinalis;Palearctic;2023;Gao, L., Yan, R., He, W. and Wu, K. (2023). Use of food attractant to monitor and forecast population dynamics of Cnaphalocrocis medinalis (Lepidoptera: Pyralidae), a long-distance migratory pest. Agronomy, 13(8): 2141
1299;0;Asia;Eumeta variegatus;Palearctic;2018;Jeong, J., Kim, M., Kim, S. and Kim, I. (2018). Complete mitochondrial genome of the female-wingless bagworm moth, Eumeta variegata Snellen, 1879 (Lepidoptera: Psychidae). Mitochondrial DNA Part B, 3(2): 1037-1039
1300;0;Asia;Eurema mandarina;Palearctic;2021;Kim, S., Choi, S., Park, J. and Kim, I. (2021). Current taxonomic status of Eurema mandarina (Pieridae: Lepidoptera) in Korea. International Journal of Industrial Entomology and Biomaterials, 43(1): 6-15
1301;0;Asia;Stathmopoda auriferella;Palearctic;2018;Park, K., Cho, S., Na, S., Shin, Y. and Kim, S. (2018). Genus Stathmopoda Herrich-Shaffer (Lepidoptera, Stathmopodidae) from the Korean Peninsula with two new species. Journal of Asia-Pacific Biodiversity, 11(2): 259-266
1302;0;Asia;Promalactis suzukiella;Palearctic;2009;Adamski, D., Hevel, G. and Pultyniewicz, A. (2009). Redescription and immature stages of Promalactis suzukiella (Matsumura)(Gelechioidea: Oecophoridae), a new introduction into the United States. Proceedings of the Entomological Society of Washington. 111(1): 204-214
1303;0;Asia;Stenolechia bathrodyas;Palearctic;1994;Park, K. (1994). Notes on Chorivalva and Stenolechia species in Korea, with new synonyms (Lepidoptera, Gelechiidae). Nota. Lepiderologica. 16(3): 281-289
1304;0;Asia;Anomis privata;Palearctic;1996;Kononenko, V., Ahn, S. and Ronkay, L. (1998). Illustrated catalogue of Noctuidae in Korea (Lepidoptera). Insect of Korea. Series 3. Korea Research Institute of Bioscience and Biotechnology : Center for Insect Systematics
1305;0;Asia;Archips fuscocupreanus;Palearctic;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
1306;0;Asia;Actias selene;Palearctic;2007;Choldumrongkul, S., Tubtim, N. and Ratanachan, S. (2007). Geographical distribution and status of Actias Moths in Thailand. Walailak Journal of Science and Technology (WJST). 4(2): 203-213
1307;0;Asia;Aproaerema anthyllidella;Palearctic;2023;Karsholt, O., Baldizzone, G. and Gomboc, S. (2023). Overview of the Gelechiidae Moths (Lepidoptera) of Krk Island, Croatia: Diversity, Distribution and Ecological Insights. GORTANIA Botanica, Zoologia. 45: 95-124
1308;0;Asia;Choristoneura lafauryana;Palearctic;2003;Byun, B., Yan, S. and Ll, C. (2003). Revision of Tribe Archipini (Tortricidae: Tortricinae) in Northeast. Journal of Forestry Research. 14(2): 93-102
1309;0;Asia;Deilephila elpenor;Palearctic;2013;Hanif, H., Khan, S., Khan, M. and Raza, M. (2013). First record of Deilephila elpenor L. moth from Chakwal Punjab Pakistan. International Journal of Fauna and Biological Studies. 3(2): 10-13
1310;0;Asia;Hypolimnas misippus;Palearctic;2021;Coetzer, A. and Westrip, J. (2021). Hypolimnas misippus. The IUCN Red List of Threatened Species 2021: e.T62148588A161331411
1311;0;Asia;Lymantria mathura;Palearctic;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
1312;0;Asia;Ostrinia furnacalis;Palearctic;1991;Nafus, D. and Schreiner, I. (1991). Review of the biology and control of the Asian corn borer, Ostrinia furnacalis (Lep: Pyralidae). International Journal of Pest Management. 37(1): 41-56
1313;0;Asia;Phalanta phalantha;Palearctic;2021;Westrip, J. (2021). Phalanta phalantha (errata version published in 2022). The IUCN Red List of Threatened Species 2021: e.T162638397A223003677
