Reference;Reference Year
Ishizuka, K. et al. (2011). Molecular phylogeny of Japanese Catocala moths based on nucleotide sequences of the mitochondrial ND5 gene. Zoological Science. 28(12): 910-915;2011
Morris, R. (1979). A review of the life history, population levels, and spread of the Antler moth, Cerapteryx graminis (Lepidoptera: Noctuidae), in Newfoundland. The Canadian Entomologist. 111(8): 933-938;1979
Hribar, J. et al. (2024). An Asian moth, Chabula acamasalis (Walker, 1859)(Lepidoptera: Crambidae), collected in Monroe County, Florida, USA. Specimen Micropublications in Taxonomy and Natural History. 22;2024
Austara, O., Jones, T. (1971). Host list and distribution of lepidopterous defoliators of exotic softwoods in East Africa. East African Agricultural and Forestry Journal. 36(4): 401-413;1971
Bosman, T., Brand, J. (1971). Biological studies of the sex pheromone of Kotochalia junodi Heyl.(Lepidoptera: Psychidae) and its partial purification. Journal of the Entomological Society of Southern Africa. 34(1): 73-78;1971
Tosevski, I. et al. (1996). Description of European Chamaesphecia spp.(Lepidoptera: Sesiidae) feeding on Euphorbia (Euphorbiaceae), and their potential for biological control of leafy spurge (Euphorbia esula) in North America. Bulletin of Entomological Research. 86(6): 703-714;1996
Sagliocco, J., Coupland, J. (1995). Biology and host specificity of Chamaesphecia mysiniformis (Lepidoptera: Sesiidae), a potential biological control agent of Marrubium vulgare (Lamiaceae) in Australia. Biocontrol Science and Technology. 5(4): 509-516;1995
Harris, K. (1990). Keynote address: bioecology of Chilo species. International Journal of Tropical Insect Science. 11(4): 467-477;1990
Goebel, R. (2006). The effect of temperature on development and reproduction of the sugarcane stalk borer, Chilo sacchariphagus (Bojer 1856)(Lepidoptera: Crambidae). African Entomology. 14(1): 103-111;2006
Burton, J. (2003). The apparent influence of climatic change on recent changes of range by European insects (Lepidoptera, Orthoptera). Proceedings of the 13th International colloquium European Invertebrate Survey. Leiden, September 2001: pp. 13-21;2003
Pogue, M. (2013). Revised status of Chloridea Duncan and (Westwood), 1841, for the Heliothis virescens species group (Lepidoptera: Noctuidae: Heliothinae) based on morphology and three genes. Systematic Entomology. 38(3): 523-542;2013
Holloway, J. (1982). Further notes on the Lepidoptera of Norfolk Island, with particular reference to migrant species. Journal of Natural History. 16(3): 351-365;1982
Emmerson, A., Hoare, R. (2019). Lepidoptera from Redvale, Albany, north of Auckland, New Zealand, 2004-2016: an annotated list. The Weta. 53: 43-70;2019
Kang, T. et al. (2024). Alien hitchhiker insect species detected on international vessels entering Korea in 2023. Proceedings of the National Institute of Ecology of the Republic of Korea, 5(4), 161-168;2024
Yoshimatsu, S. et al. (1993). Occurrence of Chlumetia brevisigna HOLLOWAY (Lepidoptera: Noctuidae) on Mango in Japan. Applied Entomology and Zoology. 28(3): 401-403;1993
Rittner, O. (2019). The first documented report of metalmark moths (Lepidoptera: Choreutidae) in Israel, with the first record of oriental Choreutis sexfasciella (Sauber) in the Palearctic. Israel Journal of Entomology. 49(1): 63–67;2019
Kumata, T. (1961). Descriptions of a new genus and a new species of Gracillariidae from Japan (Lepidoptera). Insecta Matsumurana. 24(1): 52-56;1961
Koo, J. et al. (2019). Chrysaster ostensackenella (Fitch, 1859) (Lepidoptera: Gracillariidae) new to Korea. Korean Journal of Applied Entomology. 58 (3): 225-228;2019
Caliskan, S. (2014). Review of the the genus Chrysoclista Stainton, 1854 (Lepidoptera: Agonoxenidae) in Turkey with a new species. Journal of the Entomological Research Society. 16(3): 67-73;2014
Riyaz, M., Ignacimuthu, S. (2024). Plusiinae of Kashmir: Taxonomy, distribution and new faunistic records (Lepidoptera: Noctuoidea). SHILAP Revista de lepidopterologia. 52(206): 375-383;2024
Roberts, L. (1979). Biology of Chrysodeixis eriosoma (Lepidoptera: Noctuidae) in New Zealand. New Zealand Entomologist. 7(1): 52-58;1979
ten Holt, H., Kuchlein, J. (2006). Additional data on the distribution and early stages of Chrysoesthia verrucosa (Lepidoptera: Gelechiidae). Phegea. 34(1): 13-16;2006
Choudhary, J. et al. (2019). Predicting the invasion potential of indigenous restricted mango fruit borer, Citripestis eutraphera (Lepidoptera: Pyralidae) in India based on MaxEnt modelling. Current Science. 116(4): 636-642;2019
Vieira, V. (1997). Lepidoptera of the Azores Islands. Boletim do Museu Municipal do Funchal. 49(273): 5-76;1997
Corley, M. et al. (2020). New and interesting Portuguese Lepidoptera records from 2019 (Insecta: Lepidoptera). SHILAP Revista de Lepidopterologia. 48(192): 609-641;2020
Pinzari, M. et al. (2018). Is the alien species Clepsis peritana (Lepidoptera: Tortricidae) settling in Italy? Journal of Entomological and Arachnological Research. 50: 7551;2018
Dang, P. et al. (1996). Occurrence of two palaearctic species of Clepsis Guenee, C. spectrana Treitshcke and C. consimilana (Huebner)(Tortricidae), in British Columbia, Canada. Journal of The Lepidopterist Society. 50: 321-328;1996
Ong, S., Farid, A. (2015). Defoliators Of Sesenduii Endospermum Diadenum. FRIM Technical Information. 75: 1-3;2015
Yano, K. (1963). Taxonomic and biological studies of Pterophoridae of Japan (Lepidoptera). Pacific Insects. 5(!): 65-209;1963
Gao, L. et al. (2023). Use of food attractant to monitor and forecast population dynamics of Cnaphalocrocis medinalis (Lepidoptera: Pyralidae), a long-distance migratory pest. Agronomy. 13(8): 2141;2023
Kamtchou, Y. et al. (2023). Overall dominance of Spodoptera frugiperda Smith (Lepidoptera: Noctuidae) within the lepidopteran pests community infesting maize fields in the Littoral Region of Cameroon. International Journal of Tropical Insect Science. 43(1): 163-172;2023
Goglia, L. (2021). Faunistic Notes on Lepidoptera Tortricidae from Calabria (South Italy) - Contribution to the knowledge of the Lepidoptera Tortricidae fauna of Mediterranean ecosystems. [PhD Thesis, Universita degli Studi della Tuscia and Universita degli Studi del Molise];2021
Poonyathawon, P. (1968). Insect parasites of the omnivorous leaf tier, Cnephasia longana (Haworth) in Oregon. [MSc Thesis, Oregon State University];1968
Turner, S., Cesselli, S. (2013). Operational field guide to the establishment of tansy ragwort biocontrol agents in British Columbia. Victoria, British Columbia, Canada;2013
McLaren, D. (1992). Observations on the life cycle and establishment of Cochylis atricapitana (Lep: Cochylidae), a moth used for biological control of Senecio jacobaea in Australia. Entomophaga. 37: 641-648;1992
Sun, Y., Li, H. (2013). Cochylis Treitschke in China: one new species and five new records (Lepidoptera, Tortricidae, Cochylini). ZooKeys. 258: 85-96;2013
Landry, J., Wright, B. (1993). Systematics of the Nearctic species of metallic-green Coleophora (Lepidoptera: Coleophoridae). The Canadian Entomologist. 125(3): 549-618;1993
Martelli, M. (1956). Osservazioni sulletologia della Coleophora anatipennella Hb.(Lepidoptera Coleophoridae). Bollettino di Zoologia Agraria e Bachicoltura. 22: 247-255;1956
Min-Younga, K., Park, K. (2009). A taxonomic review of the genus Coleophora Hubner (Lepidoptera: Coleophoridae) in Korea. Journal of Asia-Pacific Entomology. 12: 183-198;2009
Hoebeke, E. et al. (1993). Coleophora colutella (Lepidoptera: Coleophoridae): a Palearctic pest of crownvetch, Coronilla varia (Fabaceae), new to North America. Annals of the Entomological Society of America. 86(2): 134-141;1993
Corley, M. et al. (2006). Miscellaneous additions to the Lepidoptera of Portugal (Insecta: Lepidoptera). SHILAP Revista de Lepidopterologia. 34(136): 407-427;2006
Anikin, V., Shchurov, V. (2001). Casebearers from Caucasus (Lepidoptera: Coleophoridae). Zoosystematica Rossica. 10: 171-179;2001
Stubner, A. (2007). Taxonomische Revision der Coleophora frischella-Artengruppe (Coleophoridae). Nota lepidopterologica. 30(1): 121-172;2007
Khan, A., Baloch, G. (1976). Coleophora klimeschiella [Lep.: Coleophoridae] a promising biocontrol agent for russian thistles, Salsola spp. Entomophaga. 21(4): 425-428;1976
Richter, I. (2018). New findings of the case-bearing moths (genus Coleophora Hubner, 1822) from the Balkan Peninsula with description of two new species (Lepidoptera, Coleophoridae). Microlepidoptera.hu. 13(1): 43-52;2018
Muller, H., Goeden, R. (1990). Parasitoids acquired by Coleophora parthenica [Lepidoptera: Coleophoridae] ten years after its introduction into southern California for the biological control of Russian thistle. Entomophaga. 35: 257-268;1990
Muller, H. et al. (1990). Natural enemies and host-plant asynchrony contributing to the failure of the introduced moth, Coleophora parthenica Meyrick (Lepidoptera: Coleophoridae), to control Russian thistle. Agriculture, Ecosystems and Environment. 32(1): 133-142;1990
Tabell, J. et al. (2023). New and little known Coleophora Hubner, 1822 species from Morocco. Part I.(Lepidoptera, Coleophoridae). Zootaxa. 5374(2): 151-195;2023
Coshan, P. (1974). The biology of Coleophora serratella (L.)(Lepidoptera: Coleophoridae). Transactions of the Royal Entomological Society of London. 126(2): 169-188;1974
Anikin, V., Knyazev, S. (2024). Additions to the fauna of casebearer moths (Lepidoptera, Coleophoridae) of Omsk Region, Russia. Results of expeditions in 2021-2023. Ecologica Montenegrina. 75: 89-97;2024
Landry, J. et al. (2013). Shared but overlooked: 30 species of Holarctic Microlepidoptera revealed by DNA barcodes and morphology. Zootaxa. 3749(1): 1-93;2013
Fuentes, N. et al. (2020). Multi-taxa inventory of naturalized species in Chile (including native Chilean species introduced in other areas of the national territory outside of their original range). NeoBiota. 60: 25-41;2020
Pohl, G. et al. (2015). Checklist of the Lepidoptera of British Columbia, Canada. Entomological Society of British Columbia Occasional Paper. 3: 1-237;2015
McLeod, J. (1966). Notes on the Biology of a Spruce Needle-miner, Pulicalvaria piceaella (Kearfott)(Lepidoptera: Gelechiidae) 1. The Canadian Entomologist. 98(3): 225-236;1966
Adair, R., Scott, J. (1989). The life-history and host specificity of Comostolopsis germana Prout (Lepidoptera: Geometridae), a biological control agent of Chrysanthemoides monilifera (Compositae). Bulletin of Entomological Research. 79(4): 649-657;1989
Dyar, H. (1914). Description of new species of lepidoptera from Mexico. Proceedings of th United States National Museum. 47: 365-409;1914
Martinez, J. et al. (2019). Lepidoptera pests of sapodilla (Manilkara zapota (L.) van Royen) in south Florida, with some comments on life history and natural control. Insecta Mundi. 0739: 1-26;2019
de Prins, J., de Prins, W. (2024). Afromoths, online database of Afrotropical moth species (Lepidoptera).;2024
Niogret, J. et al. (2019). Development and behavioral ecology of Conopomorpha cramerella (Lepidoptera: Gracillariidae). Florida Entomologist. 102(2): 382-387;2019
Bradley, J. (1986). Identity of the South-East Asian cocoa moth, Conopomorpha cramerella (Snellen)(Lepidoptera: Gracillariidae), with descriptions of three allied new species. Bulletin of Entomological Research. 76(1): 41-51;1986
Sarmiento-Cordero, M., Contreras-Ramos, A. (2013). Phenology of Copaxa lavendera (Westwood)(Lepidoptera, Saturniidae) from Sierra de Las Navajas, Hidalgo, Mexico. The Pan-Pacific Entomologist. 88(4): 399-406;2013
Barrios-Diaz, B. et al. (2017). Identificacion de lepidopteros asociados al follaje de encino (Quercus spp.), en el municipio de Tetela de Ocampo, Puebla. Folia Entomologica Mexicana. 4: 537-543;2017
Takacs, A. et al. (2020). Nearctic walnut leafminers invade Europe: first Coptodisca lucifluella (Clemens, 1860) and now Coptodisca juglandiella (Chambers, 1874)(Lepidoptera, Heliozelidae). Nota Lepidopterologica. 43: 77-93;2020
Chireceanu, C. et al. (2022). The walnut shield bearer Coptodisca lucifluella (Clemens, 1860)(Lepidoptera: Heliozelidae)-the first record in Romania. Romanian Journal for Plant Protection. 15: 15-23;2022
Mille, C. et al. (2012). First record of the Australian guava moth Coscinoptycha improbana Meyrick (Lepidoptera: Carposinidae) in New Caledonia: Implication for quarantine and biosecurity surveys in insular territories. Journal of Asia-Pacific Entomology. 15(2): 283-285;2012
Hoare, R. (2017). Noctuinae (Insecta: Lepidoptera: Noctuidae) part 1: Austramathes, Cosmodes, Proteuxoa, Physetica. Lincoln, N.Z. : Landcare Research;2017
Koster, S. et al. (2019). The Eastern Palaearctic Cosmopterix feminella Sinev, 1988, introduced in Italy: taxonomy, biology and a new synonymy (Lepidoptera, Cosmopterigidae). Nota Lepidopterologica. 42: 49-61;2019
Hodges, R. (1964). A new species of Crasimorpha reared from Schinus. Proceedings of the Entomological Society of Washington. 65: 303-305;1964
Palmer, W., Pullen, K. (1995). The phytophagous arthropods associated with Lantana camara, L. hirsuta, L. urticifolia, and L. urticoides (Verbenaceae) in North America. Biological Control. 5(1): 54-72;1995
Swezey, O. (1946). Lepidoptera, Geometridae, Arctiidae, Agrotidae, and Pyralidae of Guam. Bishop Museum Bulletin. 189: 163-185;1946
Ale, B. et al. (2011). Host plant selection by Crocidolomia pavonana F. (Lepidoptera: Crambidae): effect of herbivory and adult experience. The 6th International Workshop on Management of the Diamondback Moth and Other Crucifer Insect Pests. 70-75;2011
Lee, T. et al. (2019). Two species of Pyraustine moths new to Korea (Lepidoptera: Crambidae). Journal of Asia-Pacific Biodiversity. 12(1): 79-82;2019
Brown, J. et al. (2011). Tortricid moths reared from the invasive weed Mexican palo verde, Parkinsonia aculeata, with comments on their host specificity, biology, geographic distribution, and systematics. Journal of Insect Science. 11: 7;2011
Day, M., Neser, S. (2000). Factors influencing the biological control of Lantana camara in Australia and South Africa. Proceedings of the X Symposium on Biological Control of Weeds. 897-908;2000
Gomboc, S., Koren, T. (2015). The distribution of Cryphia ochsi Boursin, 1940 and Cryphia algae (Fabricius, 1775)(Lepidoptera: Noctuidae) in Slovenia and Croatia. Acta Entomologica Slovenica. 23(2): 117-34;2015
Austin, K., Rubinoff, D. (2023). New records of introduced Lepidoptera in the Hawaiian Islands for the year 2022. Bishop Museum Occasional Papers. 148: 175-184;2023
Capinera, J. (2005). Melonworm, Diaphania hyalinata Linnaeus (Insecta: Lepidoptera: Pyralidae). Florida Cooperation Extension Service, Institute of Food and Agricultural Sciences, University of Florida, Gainesville, Florida: EENY163;2005
Namba, R. (1956). Cryptophlebia illepida (Butler)(Lepidoptera: Eucosmidae) and other insect pests of the macadamia nut in Hawaii. Proceedings of the Hawaiian Entomological Society. 16(2): 284-297;1956
Sinclair, E. (1975). A life system study of Cryptophlebia ombrodelta (Lower)(Lepidoptera: Tortricidae) in southeast Queensland. [Doctoral Dissertation, University of Queensland];1975
Handfield, L., Handfield, D. (2010). Cucullia umbratica (Lepidoptera, Noctuidae), a new European noctuid in North America. ZooKeys. 39: 183-186;2010
