Species;NAME_0;Realm;Cryptogenic;Dispersal;Eradicated;IntentionalRelease;Introduced;Established;ReportedFirstYear;Reference;ReferenceYear;AcceptedSpecies
Phthorimaea absoluta;Syria;Saharo-Arabian;;;0.0;;1.0;1.0;2010.0;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Phthorimaea absoluta
Phthorimaea absoluta;Tajikistan;Palearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Phthorimaea absoluta
Phthorimaea absoluta;Tanzania;Afrotropical;;;0.0;;1.0;1.0;2014.0;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Phthorimaea absoluta
Phthorimaea absoluta;Togo;Afrotropical;;;0.0;;1.0;1.0;2018.0;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Phthorimaea absoluta
Phthorimaea absoluta;Tunisia;Saharo-Arabian;;;0.0;;1.0;1.0;2008.0;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Phthorimaea absoluta
Phthorimaea absoluta;Turkey;Palearctic;;;0.0;;1.0;1.0;2009.0;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Phthorimaea absoluta
Phthorimaea absoluta;Turkmenistan;Palearctic;;;0.0;;1.0;1.0;2015.0;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Phthorimaea absoluta
Phthorimaea absoluta;Uganda;Afrotropical;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Phthorimaea absoluta
Phthorimaea absoluta;Ukraine;Palearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Phthorimaea absoluta
Phthorimaea absoluta;United Arab Emirates;Saharo-Arabian;;;0.0;;1.0;1.0;2012.0;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Phthorimaea absoluta
Phthorimaea absoluta;United Kingdom;Palearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Phthorimaea absoluta
Phthorimaea absoluta;United Kingdom;Palearctic;;;0.0;;1.0;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Phthorimaea absoluta
Phthorimaea absoluta;United Kingdom;Palearctic;;;0.0;;1.0;1.0;2009.0;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Phthorimaea absoluta
Phthorimaea absoluta;Uruguay;Neotropical;;;0.0;;1.0;1.0;1995.0;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Phthorimaea absoluta
Phthorimaea absoluta;Uzbekistan;Palearctic;;;0.0;;1.0;1.0;2016.0;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Phthorimaea absoluta
Phthorimaea absoluta;Venezuela;Neotropical;;;0.0;;1.0;1.0;1964.0;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Phthorimaea absoluta
Phthorimaea absoluta;Yemen;Saharo-Arabian;;;0.0;;1.0;1.0;2013.0;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Phthorimaea absoluta
Phthorimaea absoluta;Zambia;Afrotropical;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Phthorimaea absoluta
Phthorimaea absoluta;Zimbabwe;Afrotropical;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Phthorimaea absoluta
Phthorimaea openculella;Hungary;Palearctic;0.0;;0.0;0.0;1.0;;1975.0;European and Mediterranean Plant Protection Organization (EPPO) (1975). Phthorimaea openculella intercepted in Hungary. EPPO Reporting Service. 01 - 1975: 1975/06;1975.0;Phthorimaea operculella
Phthorimaea operculella;Albania;Palearctic;;;0.0;;1.0;1.0;;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0;Phthorimaea operculella
Phthorimaea operculella;Albania;Palearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0;Phthorimaea operculella
Phthorimaea operculella;Albania;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0;Phthorimaea operculella
Phthorimaea operculella;Albania;Palearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Phthorimaea operculella
Phthorimaea operculella;Australia;Australian;;;0.0;;1.0;1.0;;Mally, R. et al. (2022). Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset.;2022.0;Phthorimaea operculella
Phthorimaea operculella;Australia;Australian;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0;Phthorimaea operculella
Phthorimaea operculella;Australia;Australian;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Phthorimaea operculella
Phthorimaea operculella;Austria;Palearctic;;;0.0;;1.0;1.0;;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0;Phthorimaea operculella
Phthorimaea operculella;Austria;Palearctic;;;0.0;;1.0;1.0;;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS.;2020.0;Phthorimaea operculella
Phthorimaea operculella;Austria;Palearctic;;;0.0;;;0.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0;Phthorimaea operculella
Phthorimaea operculella;Austria;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0;Phthorimaea operculella
Phthorimaea operculella;Austria;Palearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Phthorimaea operculella
Phthorimaea operculella;Azores;Palearctic;;;0.0;;1.0;1.0;;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0;Phthorimaea operculella
Phthorimaea operculella;Azores;Palearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0;Phthorimaea operculella
Phthorimaea operculella;Azores;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0;Phthorimaea operculella
Phthorimaea operculella;Azores;Palearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Phthorimaea operculella
Phthorimaea operculella;Belgium;Palearctic;;;0.0;;1.0;1.0;;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0;Phthorimaea operculella
Phthorimaea operculella;Belgium;Palearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0;Phthorimaea operculella
Phthorimaea operculella;Belgium;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0;Phthorimaea operculella
Phthorimaea operculella;Belgium;Palearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Phthorimaea operculella
Phthorimaea operculella;Bulgaria;Palearctic;;;0.0;;1.0;1.0;;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0;Phthorimaea operculella
Phthorimaea operculella;Bulgaria;Palearctic;;;0.0;;1.0;1.0;;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS.;2020.0;Phthorimaea operculella
Phthorimaea operculella;Bulgaria;Palearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0;Phthorimaea operculella
Phthorimaea operculella;Bulgaria;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0;Phthorimaea operculella
Phthorimaea operculella;Bulgaria;Palearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Phthorimaea operculella
Phthorimaea operculella;Canada;Nearctic;;;0.0;;;0.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0;Phthorimaea operculella
Phthorimaea operculella;Canada;Nearctic;0.0;;0.0;0.0;1.0;1.0;;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0;Phthorimaea operculella
Phthorimaea operculella;Canada;Nearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Phthorimaea operculella
Phthorimaea operculella;Chile;Neotropical;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0;Phthorimaea operculella
Phthorimaea operculella;Chile;Neotropical;;;0.0;;1.0;1.0;1904.0;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0;Phthorimaea operculella
Phthorimaea operculella;Chile;Neotropical;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Phthorimaea operculella
Phthorimaea operculella;China;Palearctic;;;0.0;;1.0;1.0;;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS.;2020.0;Phthorimaea operculella
Phthorimaea operculella;China;Oriental;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0;Phthorimaea operculella
Phthorimaea operculella;China;Sino-Japanese;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0;Phthorimaea operculella
Phthorimaea operculella;China;Palearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0;Phthorimaea operculella
Phthorimaea operculella;China;Oriental;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Phthorimaea operculella
Phthorimaea operculella;China;Sino-Japanese;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Phthorimaea operculella
Phthorimaea operculella;China;Palearctic;;;0.0;;1.0;1.0;1937.0;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Phthorimaea operculella
Phthorimaea operculella;Cyprus;Saharo-Arabian;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0;Phthorimaea operculella
Phthorimaea operculella;Cyprus;Saharo-Arabian;0.0;;0.0;0.0;1.0;1.0;1937.0;Demetriou, J. et al. (2023). The Alien to Cyprus Entomofauna (ACE) database: a review of the current status of alien insects (Arthropoda, Insecta) including an updated species checklist, discussion on impacts and recommendations for informing management. NeoBiota. 83: 11-42;2023.0;Phthorimaea operculella
Phthorimaea operculella;Cyprus;Saharo-Arabian;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Phthorimaea operculella
Phthorimaea operculella;Denmark;Palearctic;;;0.0;;1.0;1.0;;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0;Phthorimaea operculella
Phthorimaea operculella;Denmark;Palearctic;;;0.0;;1.0;1.0;;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS.;2020.0;Phthorimaea operculella
Phthorimaea operculella;Denmark;Palearctic;;;0.0;;;0.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0;Phthorimaea operculella
Phthorimaea operculella;Denmark;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0;Phthorimaea operculella
Phthorimaea operculella;Denmark;Palearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Phthorimaea operculella
Phthorimaea operculella;Denmark;Palearctic;0.0;;0.0;0.0;1.0;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Phthorimaea operculella
Phthorimaea operculella;Ethiopia;Afrotropical;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0;Phthorimaea operculella
Phthorimaea operculella;Ethiopia;Afrotropical;0.0;;0.0;0.0;1.0;1.0;;Kinyanjui, G. et al. (2019). Infestation Levels and Molecular Identification Based on Mitochondrial COI Barcode Region of Five Invasive Gelechiidae Pest Species in Kenya. Journal of Economic Entomology. 112(2): 872-882;2019.0;Phthorimaea operculella
Phthorimaea operculella;Ethiopia;Afrotropical;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Phthorimaea operculella
Phthorimaea operculella;Georgia;Palearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0;Phthorimaea operculella
Phthorimaea operculella;Georgia;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Pullaiah, T., Ielmini, M. (Eds.) (2021). Invasive Alien Species: Observations and Issues from Around the World. Volume 3: Issues and Invasions in Europe. Wiley. 326pp;2021.0;Phthorimaea operculella
Phthorimaea operculella;Georgia;Palearctic;;;0.0;;;1.0;1938.0;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Phthorimaea operculella
Phthorimaea operculella;Greece;Palearctic;;;0.0;;1.0;1.0;;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0;Phthorimaea operculella
Phthorimaea operculella;Greece;Palearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0;Phthorimaea operculella
Phthorimaea operculella;Greece;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0;Phthorimaea operculella
Phthorimaea operculella;Greece;Palearctic;0.0;;0.0;0.0;1.0;1.0;1899.0;Pullaiah, T., Ielmini, M. (Eds.) (2021). Invasive Alien Species: Observations and Issues from Around the World. Volume 3: Issues and Invasions in Europe. Wiley. 326pp;2021.0;Phthorimaea operculella
Phthorimaea operculella;Greece;Palearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Phthorimaea operculella
Phthorimaea operculella;Hawaii;Nearctic;0.0;;0.0;0.0;1.0;1.0;;Simpson, A. et al. (2022). United States Register of Introduced and Invasive Species (US-RIIS) (ver. 2.0, November 2022): U.S. Geological Survey data release.;2022.0;Phthorimaea operculella
Phthorimaea operculella;Hawaii;Nearctic;;;0.0;;1.0;1.0;;Mally, R. et al. (2022). Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset.;2022.0;Phthorimaea operculella
Phthorimaea operculella;Hawaii;Nearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0;Phthorimaea operculella
Phthorimaea operculella;Hawaii;Nearctic;0.0;;0.0;0.0;1.0;1.0;;Nishida, G. (2002). Hawaiian terrestrial arthropod checklist. Fourth edition. Bishop Museum Press. 313 pp;2002.0;Phthorimaea operculella
Phthorimaea operculella;Hawaii;Nearctic;;;0.0;;1.0;1.0;1881.0;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0;Phthorimaea operculella
Phthorimaea operculella;Hawaii;Nearctic;0.0;;0.0;0.0;;1.0;;Yamanaka, T. et al. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061;2015.0;Phthorimaea operculella
Phthorimaea operculella;Hawaii;Nearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Phthorimaea operculella
Phthorimaea operculella;Hungary;Palearctic;;;0.0;;1.0;1.0;;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0;Phthorimaea operculella
Phthorimaea operculella;Hungary;Palearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0;Phthorimaea operculella
Phthorimaea operculella;Hungary;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0;Phthorimaea operculella
Phthorimaea operculella;Hungary;Palearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Phthorimaea operculella
Phthorimaea operculella;Ireland;Palearctic;;;0.0;;1.0;1.0;;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS.;2020.0;Phthorimaea operculella
Phthorimaea operculella;Israel;Saharo-Arabian;;;0.0;;1.0;1.0;;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0;Phthorimaea operculella
Phthorimaea operculella;Israel;Saharo-Arabian;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0;Phthorimaea operculella
Phthorimaea operculella;Israel;Saharo-Arabian;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0;Phthorimaea operculella
Phthorimaea operculella;Israel;Saharo-Arabian;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Phthorimaea operculella
Phthorimaea operculella;Italy;Palearctic;;;0.0;;1.0;1.0;1950.0;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0;Phthorimaea operculella
Phthorimaea operculella;Italy;Palearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0;Phthorimaea operculella
Phthorimaea operculella;Italy;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0;Phthorimaea operculella
Phthorimaea operculella;Italy;Palearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Phthorimaea operculella
Phthorimaea operculella;Japan;Sino-Japanese;0.0;;0.0;0.0;1.0;1.0;1953.0;National Institute for Agro-Environmental Sciences (2007). NIAES Asian-Pacific Alien Species Database.;2007.0;Phthorimaea operculella
Phthorimaea operculella;Japan;Oriental;;;0.0;;1.0;1.0;;Mally, R. et al. (2022). Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset.;2022.0;Phthorimaea operculella
Phthorimaea operculella;Japan;Sino-Japanese;;;0.0;;1.0;1.0;;Mally, R. et al. (2022). Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset.;2022.0;Phthorimaea operculella
Phthorimaea operculella;Japan;Sino-Japanese;;;0.0;;1.0;1.0;;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS.;2020.0;Phthorimaea operculella
Phthorimaea operculella;Japan;Sino-Japanese;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0;Phthorimaea operculella
Phthorimaea operculella;Japan;Oriental;;;0.0;;1.0;1.0;1967.0;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0;Phthorimaea operculella
Phthorimaea operculella;Japan;Oriental;0.0;;0.0;0.0;;1.0;;Yamanaka, T. et al. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061;2015.0;Phthorimaea operculella
Phthorimaea operculella;Japan;Sino-Japanese;;;0.0;;1.0;1.0;1954.0;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0;Phthorimaea operculella
Phthorimaea operculella;Japan;Sino-Japanese;0.0;;0.0;0.0;;1.0;;Yamanaka, T. et al. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061;2015.0;Phthorimaea operculella
Phthorimaea operculella;Japan;Sino-Japanese;0.0;;0.0;0.0;1.0;1.0;;National Institute for Environmental Studies - Japan (2024). Invasive Species of Japan: Lepidopterans (provisional list);2024.0;Phthorimaea operculella
Phthorimaea operculella;Japan;Sino-Japanese;0.0;;0.0;0.0;1.0;1.0;1953.0;Morimoto, N., Kiritani, K. (1995). Fauna of exotic insects in Japan. Bulletin of the National Institute of Agro-Environmental Sciences. 12: 87-120;1995.0;Phthorimaea operculella
Phthorimaea operculella;Japan;Sino-Japanese;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Phthorimaea operculella
Phthorimaea operculella;Kenya;Afrotropical;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0;Phthorimaea operculella
Phthorimaea operculella;Kenya;Afrotropical;0.0;;0.0;0.0;1.0;1.0;;Kinyanjui, G. et al. (2019). Infestation Levels and Molecular Identification Based on Mitochondrial COI Barcode Region of Five Invasive Gelechiidae Pest Species in Kenya. Journal of Economic Entomology. 112(2): 872-882;2019.0;Phthorimaea operculella
Phthorimaea operculella;Kenya;Afrotropical;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Phthorimaea operculella
Phthorimaea operculella;Madeira;Palearctic;;;0.0;;1.0;1.0;;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0;Phthorimaea operculella
Phthorimaea operculella;Madeira;Palearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0;Phthorimaea operculella
Phthorimaea operculella;Madeira;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0;Phthorimaea operculella
Phthorimaea operculella;Madeira;Palearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Phthorimaea operculella
Phthorimaea operculella;Malta;Saharo-Arabian;;;0.0;;1.0;1.0;;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0;Phthorimaea operculella
Phthorimaea operculella;Malta;Saharo-Arabian;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0;Phthorimaea operculella
Phthorimaea operculella;Malta;Saharo-Arabian;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0;Phthorimaea operculella
Phthorimaea operculella;Malta;Saharo-Arabian;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Phthorimaea operculella
Phthorimaea operculella;Nepal;Sino-Japanese;;;0.0;;1.0;1.0;;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS.;2020.0;Phthorimaea operculella
Phthorimaea operculella;Nepal;Sino-Japanese;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0;Phthorimaea operculella
Phthorimaea operculella;Nepal;Sino-Japanese;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Phthorimaea operculella
Phthorimaea operculella;Netherlands;Palearctic;;;0.0;;1.0;1.0;;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0;Phthorimaea operculella
Phthorimaea operculella;Netherlands;Palearctic;;;0.0;;;0.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0;Phthorimaea operculella
Phthorimaea operculella;Netherlands;Palearctic;0.0;;0.0;0.0;1.0;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0;Phthorimaea operculella
Phthorimaea operculella;Netherlands;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0;Phthorimaea operculella
Phthorimaea operculella;Netherlands;Palearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Phthorimaea operculella
Phthorimaea operculella;New Zealand;Australian;;;0.0;;1.0;1.0;;Mally, R. et al. (2022). Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset.;2022.0;Phthorimaea operculella
Phthorimaea operculella;New Zealand;Australian;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0;Phthorimaea operculella
Phthorimaea operculella;New Zealand;Australian;;;0.0;;1.0;1.0;1921.0;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0;Phthorimaea operculella
Phthorimaea operculella;New Zealand;Australian;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Phthorimaea operculella
Phthorimaea operculella;North Macedonia;Palearctic;;;0.0;;1.0;1.0;;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0;Phthorimaea operculella
Phthorimaea operculella;North Macedonia;Palearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0;Phthorimaea operculella
Phthorimaea operculella;North Macedonia;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0;Phthorimaea operculella
Phthorimaea operculella;North Macedonia;Palearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Phthorimaea operculella
Phthorimaea operculella;Portugal;Palearctic;;;0.0;;1.0;1.0;;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0;Phthorimaea operculella
Phthorimaea operculella;Portugal;Palearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0;Phthorimaea operculella
Phthorimaea operculella;Portugal;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0;Phthorimaea operculella
Phthorimaea operculella;Portugal;Palearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Phthorimaea operculella
Phthorimaea operculella;Romania;Palearctic;;;0.0;;1.0;1.0;;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0;Phthorimaea operculella
Phthorimaea operculella;Romania;Palearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0;Phthorimaea operculella
Phthorimaea operculella;Romania;Palearctic;0.0;;0.0;0.0;1.0;;2000.0;Timus, A. (2015). The Invasive Entomofauna of the Holometabola Group, Superorder Mecopteroidea for Republic of Moldova. Current Trends in Natural Sciences. 4(7): 50-58;2015.0;Phthorimaea operculella
